"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	2	2	128	128	1	1917718.0	0	2085308.0	3	2157810.0	2	2160819.0	3	2157810.0	1.7976931348623157E308	0.0	1.023900ms	120	1.023900ms	0.008380409482556177	268.1us	30	268.1us	0.009632925819174647	42.7us	2	42.7us	0.05065337052034252	1.283900ms	2	1.283900ms	0.0035960842270323923	1.283900ms	2	1.283900ms	0.0035960842270323923	
3	5	2	249	121	0	1596189.0	1	1692762.0	2	1823669.0	3	2014962.0	2	1823669.0	1.7976931348623157E308	0.0	1.010900ms	120	1.010900ms	0.0033225361009536	236.2us	30	236.2us	0.0038286991646731255	34.6us	2	34.6us	0.09528650032720398	2.156800ms	1	2.156800ms	0.002760051269269037	2.156800ms	1	2.156800ms	0.002760051269269037	
4	8	2	418	169	3	1564247.0	2	1578720.0	0	1596080.0	1	1626938.0	0	1596080.0	1.7976931348623157E308	0.0	962.2us	120	962.2us	0.0010714326463243543	219us	30	219us	0.0	33.4us	2	33.4us	0.14102897622659188	1.721600ms	50	1.721600ms	1.3657530530530871E-6	1.721600ms	50	1.721600ms	1.3657530530530871E-6	
5	10	2	548	130	0	1287609.0	1	1395504.0	3	1508666.0	2	1510289.0	3	1508666.0	1.7976931348623157E308	0.0	1.006600ms	120	1.006600ms	0.002406001707303988	247.2us	30	247.2us	6.438374567185397E-4	42.9us	2	42.9us	0.0597363540674653	1.944600ms	10	1.944600ms	0.0016536390991959693	1.944600ms	10	1.944600ms	0.0016536390991959693	
6	14	3	753	205	0	1267204.0	1	1373400.0	3	1373773.0	2	1488301.0	3	1373773.0	1.7976931348623157E308	0.0	1.008800ms	120	1.008800ms	5.930134435315713E-4	258.8us	30	258.8us	4.323177721263967E-4	36us	2	36us	0.03173520435831023	3.054100ms	83	3.054100ms	3.512628108583511E-5	3.054100ms	83	3.054100ms	3.512628108583511E-5	
7	17	3	876	123	0	1262817.0	1	1359755.0	3	1372123.0	2	1426584.0	3	1372123.0	1.7976931348623157E308	0.0	1.31ms	120	1.31ms	4.383696603129437E-4	388.6us	30	388.6us	0.0	38.8us	2	38.8us	0.0	2.090800ms	2	2.090800ms	0.0017309762279790752	2.090800ms	2	2.090800ms	0.0017309762279790752	
8	20	2	1096	220	0	1214802.0	2	1239120.0	3	1294449.0	1	1359755.0	3	1294449.0	1.7976931348623157E308	0.0	986.6us	120	986.6us	0.0010201804632976894	244.7us	30	244.7us	7.5044061128496E-4	33.2us	2	33.2us	0.04604776164600194	2.294ms	98	2.294ms	1.61899134705849E-4	2.294ms	98	2.294ms	1.61899134705849E-4	
9	23	2	1279	183	3	1150670.0	0	1191665.0	2	1195816.0	1	1350041.0	2	1195816.0	1.7976931348623157E308	0.0	1.004600ms	120	1.004600ms	6.487847684219718E-4	248.3us	30	248.3us	1.6458218170340618E-4	32.9us	2	32.9us	0.04140024056567698	2.024ms	62	2.024ms	2.2868455239035082E-4	2.024ms	62	2.024ms	2.2868455239035082E-4	
10	25	2	1422	143	3	1144300.0	2	1168000.0	0	1191665.0	1	1281020.0	0	1191665.0	1.7976931348623157E308	0.0	996.6us	120	996.6us	4.608275646836912E-4	253.9us	30	253.9us	0.0	32.8us	2	32.8us	0.00988042801335326	2.006900ms	22	2.006900ms	2.516320531042398E-4	2.006900ms	22	2.006900ms	2.516320531042398E-4	
11	28	2	1587	165	3	1136156.0	2	1162598.0	0	1185323.0	1	1237773.0	0	1185323.0	1.7976931348623157E308	0.0	1.020300ms	120	1.020300ms	3.608290611323136E-4	264.2us	30	264.2us	4.965500755371351E-5	33.5us	2	33.5us	9.796880610763448E-4	2.036600ms	43	2.036600ms	1.310641826322167E-4	2.036600ms	43	2.036600ms	1.310641826322167E-4	
