"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	2	2	33	33	0	2477625.0	null	null	null	null	0	2477625.0	0	2477625.0	1.7976931348623157E308	0.0	274.7us	30	274.7us	0.00571156930639369	274.7us	30	274.7us	0.00571156930639369	0s	0	0s	0.0	1.559600ms	2	1.559600ms	0.006166267573135875	1.559600ms	2	1.559600ms	0.006166267573135875	
3	4	2	73	40	0	2211827.0	null	null	null	null	0	2211827.0	0	2211827.0	1.7976931348623157E308	0.0	252.7us	30	252.7us	0.003536423509175794	252.7us	30	252.7us	0.003536423509175794	0s	0	0s	0.0	1.594500ms	10	1.594500ms	1.3274809545431586E-4	1.594500ms	10	1.594500ms	1.3274809545431586E-4	
4	6	2	104	31	0	2030943.0	null	null	null	null	0	2030943.0	0	2030943.0	1.7976931348623157E308	0.0	257.7us	30	257.7us	0.0026813190727286605	257.7us	30	257.7us	0.0026813190727286605	0s	0	0s	0.0	1.626800ms	1	1.626800ms	0.0014580706357233408	1.626800ms	1	1.626800ms	0.0014580706357233408	
5	9	2	153	49	0	1953787.0	null	null	null	null	0	1953787.0	0	1953787.0	1.7976931348623157E308	0.0	266.3us	30	266.3us	0.0012391132224861435	266.3us	30	266.3us	0.0012391132224861435	0s	0	0s	0.0	1.914ms	19	1.914ms	4.465128293916706E-5	1.914ms	19	1.914ms	4.465128293916706E-5	
6	11	2	188	35	0	1865282.0	null	null	null	null	0	1865282.0	0	1865282.0	1.7976931348623157E308	0.0	255.3us	30	255.3us	0.001160329801909806	255.3us	30	255.3us	0.001160329801909806	0s	0	0s	0.0	1.866100ms	5	1.866100ms	0.0021735224975905744	1.866100ms	5	1.866100ms	0.0021735224975905744	
7	14	2	222	34	0	1779778.0	null	null	null	null	0	1779778.0	0	1779778.0	1.7976931348623157E308	0.0	260.2us	30	260.2us	0.001506542741290129	260.2us	30	260.2us	0.001506542741290129	0s	0	0s	0.0	1.977400ms	4	1.977400ms	1.6847318528778743E-4	1.977400ms	4	1.977400ms	1.6847318528778743E-4	
8	16	2	257	35	0	1681982.0	null	null	null	null	0	1681982.0	0	1681982.0	1.7976931348623157E308	0.0	254.6us	30	254.6us	7.41861151867033E-4	254.6us	30	254.6us	7.41861151867033E-4	0s	0	0s	0.0	2.008ms	5	2.008ms	0.006687350894325017	2.008ms	5	2.008ms	0.006687350894325017	
9	19	2	295	38	0	1624379.0	null	null	null	null	0	1624379.0	0	1624379.0	1.7976931348623157E308	0.0	264.1us	30	264.1us	0.0010046423836130192	264.1us	30	264.1us	0.0010046423836130192	0s	0	0s	0.0	2.140300ms	8	2.140300ms	5.294349166637957E-4	2.140300ms	8	2.140300ms	5.294349166637957E-4	
10	23	3	380	85	0	1540490.0	null	null	null	null	0	1540490.0	0	1540490.0	1.7976931348623157E308	0.0	256.9us	30	256.9us	0.0013621812332996087	256.9us	30	256.9us	0.0013621812332996087	0s	0	0s	0.0	2.699ms	55	2.699ms	2.043186405949037E-4	2.699ms	55	2.699ms	2.043186405949037E-4	
11	25	2	426	46	0	1468728.0	null	null	null	null	0	1468728.0	0	1468728.0	1.7976931348623157E308	0.0	251.4us	30	251.4us	3.8076353285557694E-4	251.4us	30	251.4us	3.8076353285557694E-4	0s	0	0s	0.0	1.928900ms	16	1.928900ms	0.0022229534109276944	1.928900ms	16	1.928900ms	0.0022229534109276944	
12	28	2	470	44	0	1415597.0	null	null	null	null	0	1415597.0	0	1415597.0	1.7976931348623157E308	0.0	261.8us	30	261.8us	0.001036662366062413	261.8us	30	261.8us	0.001036662366062413	0s	0	0s	0.0	1.939900ms	14	1.939900ms	3.7413326361313796E-4	1.939900ms	14	1.939900ms	3.7413326361313796E-4	
13	30	2	508	38	0	1387260.0	null	null	null	null	0	1387260.0	0	1387260.0	1.7976931348623157E308	0.0	255.7us	30	255.7us	3.5640263680424645E-4	255.7us	30	255.7us	3.5640263680424645E-4	0s	0	0s	0.0	2.065300ms	8	2.065300ms	0.0011783014516136975	2.065300ms	8	2.065300ms	0.0011783014516136975	
14	33	2	554	46	0	1387173.0	null	null	null	null	0	1387173.0	0	1387173.0	1.7976931348623157E308	0.0	262.7us	30	262.7us	0.0	262.7us	30	262.7us	0.0	0s	0	0s	0.0	2.336100ms	16	2.336100ms	3.919596903247113E-6	2.336100ms	16	2.336100ms	3.919596903247113E-6	
15	36	2	614	60	0	1386049.0	null	null	null	null	0	1386049.0	0	1386049.0	1.7976931348623157E308	0.0	262.5us	30	262.5us	0.0	262.5us	30	262.5us	0.0	0s	0	0s	0.0	2.159500ms	30	2.159500ms	2.7009368454163537E-5	2.159500ms	30	2.159500ms	2.7009368454163537E-5	
16	38	2	650	36	0	1352001.0	null	null	null	null	0	1352001.0	0	1352001.0	1.7976931348623157E308	0.0	261.7us	30	261.7us	7.481334623243556E-4	261.7us	30	261.7us	7.481334623243556E-4	0s	0	0s	0.0	2.199ms	6	2.199ms	3.615793284845366E-4	2.199ms	6	2.199ms	3.615793284845366E-4	
17	41	2	681	31	0	1345529.0	null	null	null	null	0	1345529.0	0	1345529.0	1.7976931348623157E308	0.0	263.8us	30	263.8us	0.0	263.8us	30	263.8us	0.0	0s	0	0s	0.0	2.303900ms	1	2.303900ms	0.004786978707855938	2.303900ms	1	2.303900ms	0.004786978707855938	
18	44	2	770	89	0	1336911.0	null	null	null	null	0	1336911.0	0	1336911.0	1.7976931348623157E308	0.0	249.9us	30	249.9us	0.0	249.9us	30	249.9us	0.0	0s	0	0s	0.0	2.320300ms	59	2.320300ms	1.085578955267184E-4	2.320300ms	59	2.320300ms	1.085578955267184E-4	
19	47	2	815	45	0	1300271.0	null	null	null	null	0	1300271.0	0	1300271.0	1.7976931348623157E308	0.0	262.7us	30	262.7us	4.401955367749603E-4	262.7us	30	262.7us	4.401955367749603E-4	0s	0	0s	0.0	2.225600ms	15	2.225600ms	9.593757550053835E-4	2.225600ms	15	2.225600ms	9.593757550053835E-4	
20	50	2	848	33	0	1296489.0	null	null	null	null	0	1296489.0	0	1296489.0	1.7976931348623157E308	0.0	251.8us	30	251.8us	0.0	251.8us	30	251.8us	0.0	0s	0	0s	0.0	2.381800ms	3	2.381800ms	9.695414776355419E-4	2.381800ms	3	2.381800ms	9.695414776355419E-4	
21	53	2	898	50	0	1275248.0	null	null	null	null	0	1275248.0	0	1275248.0	1.7976931348623157E308	0.0	251.6us	30	251.6us	1.4120180040754586E-4	251.6us	30	251.6us	1.4120180040754586E-4	0s	0	0s	0.0	2.394500ms	20	2.394500ms	6.099550401121812E-4	2.394500ms	20	2.394500ms	6.099550401121812E-4	
