"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	2	2	309	309	5	2874233.0	6	2898759.0	8	2950916.0	9	3318711.0	4	3058789.0	1.7976931348623157E308	0.0	9.811200ms	300	9.811200ms	0.004566420416628613	1.264400ms	30	1.264400ms	0.004687876634734963	186.3us	5	186.3us	0.09887974258116475	0s	0	0s	0.0	0s	0	0s	0.0	
3	3	0	604	295	0	2334406.0	4	2349277.0	7	2381985.0	2	2866127.0	8	2632150.0	1.7976931348623157E308	0.0	4.196900ms	300	4.196900ms	0.003992169166027875	483.9us	30	483.9us	0.003991024156125593	245.5us	5	245.5us	0.07783955866981399	0s	0	0s	0.0	0s	0	0s	0.0	
4	4	0	886	282	7	2085553.0	2	2098936.0	0	2251083.0	3	2605412.0	9	2267858.0	1.7976931348623157E308	0.0	4.152800ms	300	4.152800ms	0.0015772948272629883	409.4us	30	409.4us	0.0011897816118247363	194us	5	194us	0.10306400266867073	0s	0	0s	0.0	0s	0	0s	0.0	
5	5	0	1187	301	9	1792519.0	2	1955120.0	8	1980287.0	3	2435788.0	7	2068705.0	1.7976931348623157E308	0.0	3.802ms	300	3.802ms	0.0014084474605517091	433.9us	30	433.9us	2.692810971478554E-4	138us	5	138us	0.12142993159213186	0s	0	0s	0.0	0s	0	0s	0.0	
6	6	0	1482	295	9	1746697.0	3	1836532.0	5	1891969.0	1	2094570.0	0	1948486.0	1.7976931348623157E308	0.0	3.837200ms	300	3.837200ms	7.102383613445972E-4	436.2us	30	436.2us	8.520969652204539E-4	143.2us	5	143.2us	0.09722770302726196	0s	0	0s	0.0	0s	0	0s	0.0	
7	6	0	1780	298	0	1637191.0	9	1743533.0	3	1781118.0	1	2056433.0	4	1810158.0	1.7976931348623157E308	0.0	3.834ms	300	3.834ms	6.929379853612679E-4	434.7us	30	434.7us	6.038063079438771E-5	134.3us	5	134.3us	0.07397259096809768	0s	0	0s	0.0	0s	0	0s	0.0	
8	7	0	2079	299	1	1582379.0	0	1620466.0	9	1700827.0	5	1840997.0	8	1722148.0	1.7976931348623157E308	0.0	3.509700ms	300	3.509700ms	8.118832992663235E-4	424.6us	30	424.6us	3.4052227259983767E-4	132.5us	5	132.5us	0.06504246523876911	0s	0	0s	0.0	0s	0	0s	0.0	
9	8	1	2379	300	8	1458437.0	3	1514053.0	1	1581953.0	5	1765749.0	4	1650608.0	1.7976931348623157E308	0.0	4.051800ms	300	4.051800ms	9.091396736456669E-4	450.4us	30	450.4us	8.973829910533896E-6	253.1us	5	253.1us	0.04684635120875032	0s	0	0s	0.0	0s	0	0s	0.0	
10	9	1	2674	295	0	1374784.0	3	1425974.0	8	1445622.0	5	1743283.0	9	1609941.0	1.7976931348623157E308	0.0	4.097800ms	300	4.097800ms	8.775659350190379E-4	442us	30	442us	2.9289346517310524E-4	224.2us	5	224.2us	0.021584907134781985	0s	0	0s	0.0	0s	0	0s	0.0	
11	10	1	2965	291	0	1337102.0	3	1425974.0	8	1445622.0	7	1628877.0	1	1498154.0	1.7976931348623157E308	0.0	3.826900ms	300	3.826900ms	0.0010311323325904902	436us	30	436us	9.136465558710801E-4	132.4us	5	132.4us	0.02869268654865691	0s	0	0s	0.0	0s	0	0s	0.0	
12	11	0	3256	291	0	1337102.0	5	1373467.0	3	1412444.0	7	1588529.0	4	1460205.0	1.7976931348623157E308	0.0	3.776100ms	300	3.776100ms	4.900303453974745E-4	418.4us	30	418.4us	0.0	145us	5	145us	0.026785704835166867	0s	0	0s	0.0	0s	0	0s	0.0	
13	15	3	3649	393	0	1328741.0	7	1355230.0	5	1369722.0	2	1455620.0	4	1418153.0	1.7976931348623157E308	0.0	3.782600ms	300	3.782600ms	6.325636826081194E-4	426.1us	30	426.1us	2.0843585605286505E-4	117us	5	117us	0.025095983293646464	2.319200ms	101	2.319200ms	0.0	2.319200ms	101	2.319200ms	0.0	
14	16	0	3944	295	0	1310076.0	7	1336013.0	5	1369722.0	8	1445312.0	4	1418153.0	1.7976931348623157E308	0.0	3.786ms	300	3.786ms	2.500205125837522E-4	428.7us	30	428.7us	4.682377277939557E-4	138.5us	5	138.5us	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
15	17	0	4242	298	0	1289400.0	7	1336013.0	5	1346548.0	8	1436839.0	9	1386142.0	1.7976931348623157E308	0.0	3.745100ms	300	3.745100ms	3.214065443589731E-4	406.3us	30	406.3us	5.260763497690224E-4	133.2us	5	133.2us	0.004437586254388259	0s	0	0s	0.0	0s	0	0s	0.0	
16	17	0	4527	285	0	1278505.0	5	1295112.0	3	1327211.0	8	1423949.0	4	1377369.0	1.7976931348623157E308	0.0	3.742300ms	300	3.742300ms	3.786745212568854E-4	441.3us	30	441.3us	2.8165555038519213E-4	129.7us	5	129.7us	0.010846411994707195	0s	0	0s	0.0	0s	0	0s	0.0	
17	18	0	4805	278	0	1258003.0	5	1295112.0	4	1318290.0	8	1420166.0	7	1332708.0	1.7976931348623157E308	0.0	3.769600ms	300	3.769600ms	3.6510188258467304E-4	440.3us	30	440.3us	5.34530564995835E-4	140.7us	5	140.7us	0.006864827072483837	0s	0	0s	0.0	0s	0	0s	0.0	
18	20	1	5105	300	0	1217823.0	3	1275713.0	5	1289910.0	8	1404548.0	1	1327938.0	1.7976931348623157E308	0.0	4.195ms	300	4.195ms	3.318594222097356E-4	445.9us	30	445.9us	0.001064650349270498	240.9us	5	240.9us	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
19	21	1	5397	292	0	1203590.0	3	1275713.0	5	1289910.0	8	1404548.0	9	1327910.0	1.7976931348623157E308	0.0	4.089300ms	300	4.089300ms	1.7109294881262633E-4	480.4us	30	480.4us	3.8957494917843947E-4	201.8us	5	201.8us	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
20	24	2	5695	298	0	1203590.0	3	1271604.0	5	1289910.0	8	1384897.0	7	1327457.0	1.7976931348623157E308	0.0	22.712600ms	300	22.712600ms	1.1114478380449026E-4	2.264700ms	30	2.264700ms	0.0	183.9us	5	183.9us	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
21	27	3	6062	367	0	1189188.0	3	1221298.0	5	1275300.0	8	1384897.0	4	1318290.0	1.7976931348623157E308	0.0	4.136100ms	300	4.136100ms	2.458523867640579E-4	432.7us	30	432.7us	1.0873816787921505E-4	212.6us	5	212.6us	0.0	2.563400ms	70	2.563400ms	1.247458496189378E-4	2.563400ms	70	2.563400ms	1.247458496189378E-4	
22	28	1	6360	298	3	1179412.0	0	1188928.0	9	1226857.0	8	1384897.0	7	1307334.0	1.7976931348623157E308	0.0	3.755400ms	300	3.755400ms	2.113564405559343E-4	432.3us	30	432.3us	7.287886075764879E-6	127.1us	5	127.1us	0.013769735822525964	0s	0	0s	0.0	0s	0	0s	0.0	
23	29	0	6653	293	3	1148267.0	0	1174300.0	9	1226857.0	8	1384834.0	7	1288290.0	1.7976931348623157E308	0.0	3.985600ms	300	3.985600ms	2.6462829424482413E-4	449us	30	449us	8.802408883974951E-4	124.5us	5	124.5us	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
24	30	1	6947	294	3	1122629.0	9	1170967.0	0	1174300.0	8	1384834.0	6	1271676.0	1.7976931348623157E308	0.0	3.984800ms	300	3.984800ms	3.4740949984047903E-4	428.1us	30	428.1us	7.442519901730172E-4	187.8us	5	187.8us	0.01048199624165973	0s	0	0s	0.0	0s	0	0s	0.0	
25	31	0	7238	291	3	1122629.0	0	1151546.0	9	1170967.0	8	1381928.0	4	1254520.0	1.7976931348623157E308	0.0	3.953200ms	300	3.953200ms	2.464235773622122E-4	443us	30	443us	0.0	154.3us	5	154.3us	0.0063181187661008	0s	0	0s	0.0	0s	0	0s	0.0	
26	35	3	7624	386	3	1111678.0	0	1146504.0	9	1170967.0	8	1381928.0	7	1240872.0	1.7976931348623157E308	0.0	4.123ms	300	4.123ms	1.7237560681851634E-4	439.7us	30	439.7us	1.1343458774774792E-4	157.9us	5	157.9us	0.0073613860233332495	2.854100ms	99	2.854100ms	6.43781046745868E-5	2.854100ms	99	2.854100ms	6.43781046745868E-5	
27	36	0	7920	296	3	1111678.0	9	1134378.0	0	1146504.0	8	1381928.0	7	1229149.0	1.7976931348623157E308	0.0	3.973200ms	300	3.973200ms	4.272746352250641E-4	440.9us	30	440.9us	0.0	140.4us	5	140.4us	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
