"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	1411	1411	1300	1300	51	1328494.0	8	2123323.0	65	2181412.0	87	1.38372989806849104E17	4	2400458.0	1.7976931348623157E308	0.0	857.435899ms	1100	857.435899ms	4.507736781688424E-4	857.435899ms	1100	857.435899ms	4.507736781688424E-4	4.962874495s	100	4.962874495s	0.30041914701662853	0s	0	0s	0.0	0s	0	0s	0.0	
3	2275	863	2500	1200	51	929722.0	61	1975484.0	14	1981630.0	58	2681573.0	83	2210378.0	1.7976931348623157E308	0.0	565.885ms	1100	565.885ms	2.7288041948251174E-4	565.885ms	1100	565.885ms	2.7288041948251174E-4	3.060692300s	100	3.060692300s	0.15285849501809365	0s	0	0s	0.0	0s	0	0s	0.0	
4	2775	499	3700	1200	51	793540.0	11	1616419.0	92	1636167.0	41	2397981.0	99	2001571.0	1.7976931348623157E308	0.0	377.937400ms	1100	377.937400ms	1.3316003943309745E-4	377.937400ms	1100	377.937400ms	1.3316003943309745E-4	1.098613998s	100	1.098613998s	0.09764949941009435	0s	0	0s	0.0	0s	0	0s	0.0	
5	3432	657	4900	1200	51	730754.0	48	1297338.0	90	1326194.0	91	2173088.0	88	1800231.0	1.7976931348623157E308	0.0	604.976100ms	1100	604.976100ms	7.192855031653325E-5	604.976100ms	1100	604.976100ms	7.192855031653325E-5	412.005406ms	100	412.005406ms	0.11043847039867989	0s	0	0s	0.0	0s	0	0s	0.0	
6	3846	413	6100	1200	51	696100.0	88	1146140.0	20	1192093.0	91	2095134.0	36	1558572.0	1.7976931348623157E308	0.0	362.371ms	1100	362.371ms	4.3111137761320954E-5	362.371ms	1100	362.371ms	4.3111137761320954E-5	393.784011ms	100	393.784011ms	0.10728656456712757	0s	0	0s	0.0	0s	0	0s	0.0	
7	4261	415	7300	1200	51	668385.0	10	1090254.0	42	1136998.0	35	1816106.0	87	1379223.0	1.7976931348623157E308	0.0	362.184900ms	1100	362.184900ms	3.6195165271447415E-5	362.184900ms	1100	362.184900ms	3.6195165271447415E-5	412.153792ms	100	412.153792ms	0.10188675098630372	0s	0	0s	0.0	0s	0	0s	0.0	
8	4659	397	8500	1200	51	643696.0	12	952220.0	84	973357.0	34	1580352.0	63	1249979.0	1.7976931348623157E308	0.0	347.441600ms	1100	347.441600ms	3.358026504865527E-5	347.441600ms	1100	347.441600ms	3.358026504865527E-5	399.061496ms	100	399.061496ms	0.09807561231551802	0s	0	0s	0.0	0s	0	0s	0.0	
9	5059	400	9700	1200	51	632069.0	19	880825.0	78	886486.0	83	1458334.0	14	1126725.0	1.7976931348623157E308	0.0	346.084301ms	1100	346.084301ms	1.6420794909398225E-5	346.084301ms	1100	346.084301ms	1.6420794909398225E-5	488.173406ms	100	488.173406ms	0.0964246159169757	0s	0	0s	0.0	0s	0	0s	0.0	
10	5475	415	10900	1200	51	623854.0	69	815987.0	73	816321.0	94	1277748.0	28	1032833.0	1.7976931348623157E308	0.0	372.329900ms	1100	372.329900ms	1.181545340490016E-5	372.329900ms	1100	372.329900ms	1.181545340490016E-5	383.355197ms	100	383.355197ms	0.07476385111901106	0s	0	0s	0.0	0s	0	0s	0.0	
11	5866	390	12100	1200	51	610512.0	43	722776.0	96	739921.0	65	1170303.0	68	974818.0	1.7976931348623157E308	0.0	340.613001ms	1100	340.613001ms	1.9442194662678925E-5	340.613001ms	1100	340.613001ms	1.9442194662678925E-5	440.459801ms	100	440.459801ms	0.06064775904778903	0s	0	0s	0.0	0s	0	0s	0.0	
