"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	196	196	1407913	1407913	0	1310898.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	191.573900ms	550	191.573900ms	4.136973284701462E-4	191.573900ms	550	191.573900ms	4.136973284701462E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
3	382	186	1408463	550	0	1103663.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	185.382700ms	550	185.382700ms	2.8742961625611527E-4	185.382700ms	550	185.382700ms	2.8742961625611527E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
4	566	183	1409013	550	0	978543.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	183.079900ms	550	183.079900ms	2.0612352601374618E-4	183.079900ms	550	183.079900ms	2.0612352601374618E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
5	753	186	1409563	550	0	876948.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	186.297500ms	550	186.297500ms	1.887685894418353E-4	186.297500ms	550	186.297500ms	1.887685894418353E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
6	934	180	1410113	550	0	818777.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	180.063500ms	550	180.063500ms	1.2060630110959208E-4	180.063500ms	550	180.063500ms	1.2060630110959208E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
7	1123	188	1410663	550	0	752088.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	188.208400ms	550	188.208400ms	1.4809005049326888E-4	188.208400ms	550	188.208400ms	1.4809005049326888E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
8	1304	180	1411213	550	0	731405.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	180.187ms	550	180.187ms	5.0001402157000956E-5	180.187ms	550	180.187ms	5.0001402157000956E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
9	1487	183	1411763	550	0	715147.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	182.509900ms	550	182.509900ms	4.041536494828443E-5	182.509900ms	550	182.509900ms	4.041536494828443E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
10	1669	181	1412313	550	0	711887.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	181.350700ms	550	181.350700ms	8.288187921186422E-6	181.350700ms	550	181.350700ms	8.288187921186422E-6	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
11	1853	183	1412863	550	0	688536.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	183.344900ms	550	183.344900ms	5.963918941680852E-5	183.344900ms	550	183.344900ms	5.963918941680852E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
12	2032	179	1413413	550	0	681023.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	178.989ms	550	178.989ms	1.983919504572026E-5	178.989ms	550	178.989ms	1.983919504572026E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
13	2214	181	1413963	550	0	669323.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	180.544900ms	550	180.544900ms	3.1236430007102995E-5	180.544900ms	550	180.544900ms	3.1236430007102995E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
14	2391	177	1414513	550	0	665567.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	177.076ms	550	177.076ms	1.0202982579548194E-5	177.076ms	550	177.076ms	1.0202982579548194E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
15	2571	179	1415063	550	0	659453.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	179.160800ms	550	179.160800ms	1.6702095561173677E-5	179.160800ms	550	179.160800ms	1.6702095561173677E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
16	2748	177	1415613	550	0	656657.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	176.558300ms	550	176.558300ms	7.708868355495194E-6	176.558300ms	550	176.558300ms	7.708868355495194E-6	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
17	2932	183	1416163	550	0	647555.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	182.726400ms	550	182.726400ms	2.5202032277263416E-5	182.726400ms	550	182.726400ms	2.5202032277263416E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
18	3110	178	1416713	550	0	644313.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	177.526400ms	550	177.526400ms	9.102771895121582E-6	177.526400ms	550	177.526400ms	9.102771895121582E-6	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
19	3294	183	1417263	550	0	635124.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	183.205ms	550	183.205ms	2.5930367270678585E-5	183.205ms	550	183.205ms	2.5930367270678585E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
20	3475	180	1417813	550	0	622229.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	180.220400ms	550	180.220400ms	3.6914767109185885E-5	180.220400ms	550	180.220400ms	3.6914767109185885E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
21	3657	182	1418363	550	0	618822.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	182.301100ms	550	182.301100ms	9.955411037649247E-6	182.301100ms	550	182.301100ms	9.955411037649247E-6	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
22	3850	192	1418913	550	0	613387.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	192.004100ms	550	192.004100ms	1.5968757060702756E-5	192.004100ms	550	192.004100ms	1.5968757060702756E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
23	4030	179	1419463	550	0	607490.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	179.395300ms	550	179.395300ms	1.7479695823058206E-5	179.395300ms	550	179.395300ms	1.7479695823058206E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
24	4210	180	1420013	550	0	597811.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	179.481800ms	550	179.481800ms	2.8968677374412445E-5	179.481800ms	550	179.481800ms	2.8968677374412445E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
25	4388	178	1420563	550	0	592590.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	177.623500ms	550	177.623500ms	1.5879144533518544E-5	177.623500ms	550	177.623500ms	1.5879144533518544E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
26	4569	180	1421113	550	0	587475.0	1	1726247.0	2	1738684.0	9	1746048.0	5	1742465.0	1.7976931348623157E308	0.0	180.309500ms	550	180.309500ms	1.5693818660456656E-5	180.309500ms	550	180.309500ms	1.5693818660456656E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
