"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	267	267	1300	1300	14	3.395566586E9	41	4.407144351E9	18	4.414717778E9	53	4.876423953E9	19	4.533147793E9	1.7976931348623157E308	0.0	258.431300ms	1100	258.431300ms	2.5458325076472974E-4	258.431300ms	1100	258.431300ms	2.5458325076472974E-4	60.370900ms	100	60.370900ms	0.06250630471433272	0s	0	0s	0.0	0s	0	0s	0.0	
3	506	238	2500	1200	14	3.198491099E9	34	4.036548346E9	6	4.093746247E9	46	4.546514969E9	66	4.205342032E9	1.7976931348623157E308	0.0	230.822200ms	1100	230.822200ms	5.276278026030842E-5	230.822200ms	1100	230.822200ms	5.276278026030842E-5	59.548600ms	100	59.548600ms	0.06931059536837166	0s	0	0s	0.0	0s	0	0s	0.0	
4	751	245	3699	1199	14	2.96543193E9	94	3.742300624E9	45	3.768369808E9	13	4.23020159E9	16	3.891964078E9	1.7976931348623157E308	0.0	236.529500ms	1100	236.529500ms	6.624122602198992E-5	236.529500ms	1100	236.529500ms	6.624122602198992E-5	65.754500ms	100	65.754500ms	0.07397820417949798	0s	0	0s	0.0	0s	0	0s	0.0	
5	995	244	4899	1200	14	2.90780482E9	71	3.45182142E9	72	3.46908808E9	48	3.963292662E9	87	3.593496862E9	1.7976931348623157E308	0.0	235.808400ms	1100	235.808400ms	1.7666324183061526E-5	235.808400ms	1100	235.808400ms	1.7666324183061526E-5	63.984800ms	100	63.984800ms	0.07667636062000537	0s	0	0s	0.0	0s	0	0s	0.0	
6	1241	245	6098	1199	14	2.824816154E9	44	3.106549454E9	49	3.110616892E9	2	3.585987895E9	18	3.304001588E9	1.7976931348623157E308	0.0	235.854700ms	1100	235.854700ms	2.5945428420529907E-5	235.854700ms	1100	235.854700ms	2.5945428420529907E-5	60.869300ms	100	60.869300ms	0.07946412316997305	0s	0	0s	0.0	0s	0	0s	0.0	
7	1490	248	7298	1200	14	2.77835468E9	54	2.791595099E9	31	2.836645132E9	10	3.30274576E9	28	3.015905994E9	1.7976931348623157E308	0.0	241.782ms	1100	241.782ms	1.4952372591240684E-5	241.782ms	1100	241.782ms	1.4952372591240684E-5	53.073700ms	100	53.073700ms	0.08474371905596144	0s	0	0s	0.0	0s	0	0s	0.0	
8	1731	240	8498	1200	74	2.599798687E9	44	2.60547641E9	73	2.620823887E9	11	3.01593424E9	36	2.768081481E9	1.7976931348623157E308	0.0	233.153700ms	1100	233.153700ms	1.69328878420297E-5	233.153700ms	1100	233.153700ms	1.69328878420297E-5	56.991500ms	100	56.991500ms	0.08164871859685909	0s	0	0s	0.0	0s	0	0s	0.0	
9	1981	250	9698	1200	36	2.4388907E9	45	2.43963664E9	88	2.446173881E9	62	2.816413622E9	21	2.562178214E9	1.7976931348623157E308	0.0	242.763200ms	1100	242.763200ms	3.3210460932613274E-5	242.763200ms	1100	242.763200ms	3.3210460932613274E-5	56.791700ms	100	56.791700ms	0.07527801249750231	0s	0	0s	0.0	0s	0	0s	0.0	
10	2225	244	10895	1197	40	2.234202957E9	97	2.255820705E9	75	2.259494374E9	1	2.573357215E9	39	2.378324631E9	1.7976931348623157E308	0.0	236.170200ms	1100	236.170200ms	3.091941199482054E-5	236.170200ms	1100	236.170200ms	3.091941199482054E-5	53.852700ms	100	53.852700ms	0.06972430357717502	0s	0	0s	0.0	0s	0	0s	0.0	
11	2469	243	12095	1200	8	2.095074558E9	55	2.104798276E9	99	2.106794693E9	91	2.386998611E9	42	2.246483445E9	1.7976931348623157E308	0.0	235.113600ms	1100	235.113600ms	3.34302423732923E-5	235.113600ms	1100	235.113600ms	3.34302423732923E-5	61.295400ms	100	61.295400ms	0.0579589448488167	0s	0	0s	0.0	0s	0	0s	0.0	
