"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	251	251	1299	1299	90	3.377238563E9	10	4.379318602E9	21	4.407488235E9	74	4.780209259E9	4	4.542724134E9	1.7976931348623157E308	0.0	243.278700ms	1100	243.278700ms	2.533468983732289E-4	243.278700ms	1100	243.278700ms	2.533468983732289E-4	54.881700ms	100	54.881700ms	0.06136077848543413	0s	0	0s	0.0	0s	0	0s	0.0	
3	470	218	2499	1200	90	3.088293606E9	2	4.101244064E9	10	4.120430819E9	16	4.591333418E9	98	4.223885113E9	1.7976931348623157E308	0.0	209.430700ms	1100	209.430700ms	7.777870255130205E-5	209.430700ms	1100	209.430700ms	7.777870255130205E-5	78.522100ms	100	78.522100ms	0.06804202589619926	0s	0	0s	0.0	0s	0	0s	0.0	
4	695	225	3699	1200	90	2.972604638E9	59	3.733638098E9	26	3.742445339E9	4	4.290060882E9	1	3.912101793E9	1.7976931348623157E308	0.0	216.680500ms	1100	216.680500ms	3.40549839194626E-5	216.680500ms	1100	216.680500ms	3.40549839194626E-5	59.069ms	100	59.069ms	0.07235919320180924	0s	0	0s	0.0	0s	0	0s	0.0	
5	915	219	4898	1199	90	2.90537151E9	73	3.48248428E9	44	3.487314583E9	5	3.899586513E9	55	3.591084515E9	1.7976931348623157E308	0.0	212.055400ms	1100	212.055400ms	2.056143782903752E-5	212.055400ms	1100	212.055400ms	2.056143782903752E-5	54.965800ms	100	54.965800ms	0.08072677499978376	0s	0	0s	0.0	0s	0	0s	0.0	
6	1136	221	6098	1200	90	2.854284333E9	64	3.097320812E9	26	3.153720601E9	12	3.62610012E9	69	3.303541919E9	1.7976931348623157E308	0.0	211.867900ms	1100	211.867900ms	1.5985180560202525E-5	211.867900ms	1100	211.867900ms	1.5985180560202525E-5	75.858700ms	100	75.858700ms	0.08110043962638859	0s	0	0s	0.0	0s	0	0s	0.0	
7	1356	219	7298	1200	90	2.807360802E9	84	2.817090888E9	49	2.840392722E9	19	3.342950221E9	16	3.014601298E9	1.7976931348623157E308	0.0	212.757500ms	1100	212.757500ms	1.4945166801132953E-5	212.757500ms	1100	212.757500ms	1.4945166801132953E-5	52.761400ms	100	52.761400ms	0.08487936235930775	0s	0	0s	0.0	0s	0	0s	0.0	
8	1578	222	8498	1200	15	2.623588544E9	30	2.624632045E9	84	2.627717714E9	82	3.092013388E9	95	2.771600989E9	1.7976931348623157E308	0.0	215.681300ms	1100	215.681300ms	1.2780034922959992E-5	215.681300ms	1100	215.681300ms	1.2780034922959992E-5	50.643600ms	100	50.643600ms	0.08059074297868939	0s	0	0s	0.0	0s	0	0s	0.0	
9	1797	219	9697	1199	29	2.365258576E9	41	2.417281999E9	91	2.420801084E9	77	2.815621678E9	23	2.555752752E9	1.7976931348623157E308	0.0	212.21ms	1100	212.21ms	5.054936381753835E-5	212.21ms	1100	212.21ms	5.054936381753835E-5	53.954100ms	100	53.954100ms	0.07890953082249083	0s	0	0s	0.0	0s	0	0s	0.0	
10	2015	218	10896	1199	34	2.246604342E9	14	2.249615105E9	98	2.252033555E9	56	2.546336247E9	20	2.39202716E9	1.7976931348623157E308	0.0	211.573300ms	1100	211.573300ms	2.5155908827326867E-5	211.573300ms	1100	211.573300ms	2.5155908827326867E-5	50.683900ms	100	50.683900ms	0.06429724519082139	0s	0	0s	0.0	0s	0	0s	0.0	
11	2235	220	12096	1200	93	2.109653033E9	23	2.110694729E9	18	2.11813925E9	53	2.412095186E9	80	2.237376523E9	1.7976931348623157E308	0.0	213.243300ms	1100	213.243300ms	3.6704546948416184E-5	213.243300ms	1100	213.243300ms	3.6704546948416184E-5	53.984400ms	100	53.984400ms	0.062199019788347056	0s	0	0s	0.0	0s	0	0s	0.0	
