"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	21	21	213796	213796	10	4.070944178E9	32	4.126623304E9	22	4.136251573E9	37	4.610174256E9	28	4.230861828E9	1.7976931348623157E308	0.0	15.123ms	210	15.123ms	1.1802932756947359E-4	15.123ms	210	15.123ms	1.1802932756947359E-4	49.796400ms	100	49.796400ms	0.03740579075463665	0s	0	0s	0.0	0s	0	0s	0.0	
3	45	24	214106	310	39	3.741390226E9	15	3.745948715E9	6	3.80360637E9	11	4.254147672E9	0	3.900359103E9	1.7976931348623157E308	0.0	17.262600ms	210	17.262600ms	5.869437022820934E-5	17.262600ms	210	17.262600ms	5.869437022820934E-5	49.147800ms	100	49.147800ms	0.03883148884084955	0s	0	0s	0.0	0s	0	0s	0.0	
4	68	23	214416	310	32	3.395048187E9	45	3.43673351E9	47	3.457943779E9	40	3.904326036E9	44	3.58793299E9	1.7976931348623157E308	0.0	16.269200ms	210	16.269200ms	8.689406098752964E-5	16.269200ms	210	16.269200ms	8.689406098752964E-5	48.825700ms	100	48.825700ms	0.04318515721627038	0s	0	0s	0.0	0s	0	0s	0.0	
5	95	26	214726	310	35	3.134333887E9	29	3.150170377E9	17	3.156819102E9	10	3.61641853E9	0	3.266793756E9	1.7976931348623157E308	0.0	15.222400ms	210	15.222400ms	6.321762996526203E-5	15.222400ms	210	15.222400ms	6.321762996526203E-5	75.847400ms	100	75.847400ms	0.042685994935105026	0s	0	0s	0.0	0s	0	0s	0.0	
6	115	20	215036	310	49	2.814601155E9	19	2.861444042E9	31	2.877476661E9	11	3.182589583E9	34	3.020830672E9	1.7976931348623157E308	0.0	14.523ms	210	14.523ms	7.191864395560569E-5	14.523ms	210	14.523ms	7.191864395560569E-5	47.609300ms	100	47.609300ms	0.04055353683136551	0s	0	0s	0.0	0s	0	0s	0.0	
7	140	24	215346	310	15	2.604428036E9	12	2.636092868E9	31	2.640811057E9	5	3.008796359E9	17	2.761844398E9	1.7976931348623157E308	0.0	18.203500ms	210	18.203500ms	7.805218887305571E-5	18.203500ms	210	18.203500ms	7.805218887305571E-5	49.921500ms	100	49.921500ms	0.039238221948538585	0s	0	0s	0.0	0s	0	0s	0.0	
8	162	22	215655	309	21	2.484181396E9	0	2.485063515E9	7	2.486014264E9	17	2.761844398E9	37	2.575454909E9	1.7976931348623157E308	0.0	14.782700ms	210	14.782700ms	6.368747949649922E-5	14.782700ms	210	14.782700ms	6.368747949649922E-5	57.798500ms	100	57.798500ms	0.03469420398155398	0s	0	0s	0.0	0s	0	0s	0.0	
9	183	20	215964	309	46	2.299219151E9	31	2.305759202E9	39	2.325389361E9	16	2.586809685E9	30	2.444756374E9	1.7976931348623157E308	0.0	14.785800ms	210	14.785800ms	5.7894357451457985E-5	14.785800ms	210	14.785800ms	5.7894357451457985E-5	47.058ms	100	47.058ms	0.028601363573706032	0s	0	0s	0.0	0s	0	0s	0.0	
10	205	21	216274	310	19	2.176262428E9	10	2.200013882E9	1	2.232930376E9	35	2.450844085E9	6	2.297169062E9	1.7976931348623157E308	0.0	15.932300ms	210	15.932300ms	3.453530028879075E-5	15.932300ms	210	15.932300ms	3.453530028879075E-5	45.841700ms	100	45.841700ms	0.025844514347906716	0s	0	0s	0.0	0s	0	0s	0.0	
11	227	22	216584	310	25	2.086588604E9	12	2.128106329E9	5	2.12956631E9	17	2.338766722E9	35	2.205776257E9	1.7976931348623157E308	0.0	15.048800ms	210	15.048800ms	3.633137644915019E-5	15.048800ms	210	15.048800ms	3.633137644915019E-5	57.139200ms	100	57.139200ms	0.02145315387147531	0s	0	0s	0.0	0s	0	0s	0.0	
12	249	21	216894	310	27	2.052702103E9	25	2.05773108E9	0	2.066697229E9	11	2.280231652E9	41	2.130560227E9	1.7976931348623157E308	0.0	15.905800ms	210	15.905800ms	6.585715108812177E-5	15.905800ms	210	15.905800ms	6.585715108812177E-5	46.756200ms	100	46.756200ms	0.015820988661890117	0s	0	0s	0.0	0s	0	0s	0.0	
13	271	21	217204	310	42	1.98553141E9	5	2.005270142E9	38	2.014509448E9	3	2.141723791E9	45	2.058628467E9	1.7976931348623157E308	0.0	15.542600ms	210	15.542600ms	2.118304264750697E-5	15.542600ms	210	15.542600ms	2.118304264750697E-5	44.994600ms	100	44.994600ms	0.017153614065196207	0s	0	0s	0.0	0s	0	0s	0.0	
14	291	20	217514	310	33	1.946715604E9	41	1.963381338E9	43	1.969070516E9	9	2.079852035E9	14	2.021360405E9	1.7976931348623157E308	0.0	14.639600ms	210	14.639600ms	3.339639940523516E-5	14.639600ms	210	14.639600ms	3.339639940523516E-5	43.905800ms	100	43.905800ms	0.010275807366590306	0s	0	0s	0.0	0s	0	0s	0.0	
15	313	22	217824	310	30	1.911097351E9	26	1.911105657E9	33	1.925366995E9	28	2.075342232E9	20	1.975693565E9	1.7976931348623157E308	0.0	16.477400ms	210	16.477400ms	5.222131196167387E-5	16.477400ms	210	16.477400ms	5.222131196167387E-5	44.483200ms	100	44.483200ms	0.01118326958508612	0s	0	0s	0.0	0s	0	0s	0.0	
16	334	21	218133	309	18	1.818731224E9	42	1.863584066E9	43	1.874854977E9	13	1.980738715E9	45	1.931598575E9	1.7976931348623157E308	0.0	14.552200ms	210	14.552200ms	1.5809142065944685E-5	14.552200ms	210	14.552200ms	1.5809142065944685E-5	50.520600ms	100	50.520600ms	0.010582183871634591	0s	0	0s	0.0	0s	0	0s	0.0	
17	358	23	218443	310	22	1.8027492E9	34	1.805469068E9	18	1.812115013E9	7	1.969733411E9	8	1.889736896E9	1.7976931348623157E308	0.0	17.862400ms	210	17.862400ms	1.732293713931804E-5	17.862400ms	210	17.862400ms	1.732293713931804E-5	48.233300ms	100	48.233300ms	0.010780905945804609	0s	0	0s	0.0	0s	0	0s	0.0	
18	379	20	218753	310	6	1.76616687E9	39	1.783012473E9	49	1.786634637E9	41	1.938387889E9	20	1.855365961E9	1.7976931348623157E308	0.0	14.770400ms	210	14.770400ms	3.7207721670984824E-5	14.770400ms	210	14.770400ms	3.7207721670984824E-5	44.225900ms	100	44.225900ms	0.00880268854459776	0s	0	0s	0.0	0s	0	0s	0.0	
19	400	21	219063	310	48	1.728584127E9	7	1.737934479E9	6	1.747425421E9	37	1.909147289E9	33	1.834526346E9	1.7976931348623157E308	0.0	15.069900ms	210	15.069900ms	5.053033026154293E-5	15.069900ms	210	15.069900ms	5.053033026154293E-5	46.115200ms	100	46.115200ms	0.007464018204056553	0s	0	0s	0.0	0s	0	0s	0.0	
