"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	22	22	213690	213690	29	4.105372086E9	20	4.107060188E9	43	4.120744846E9	37	4.615804072E9	31	4.205924062E9	1.7976931348623157E308	0.0	14.785300ms	210	14.785300ms	7.245108948353735E-5	14.785300ms	210	14.785300ms	7.245108948353735E-5	53.890900ms	100	53.890900ms	0.04197918752719296	0s	0	0s	0.0	0s	0	0s	0.0	
3	44	22	214000	310	42	3.74035816E9	43	3.746799079E9	23	3.757004289E9	11	4.199784674E9	47	3.857245148E9	1.7976931348623157E308	0.0	15.100900ms	210	15.100900ms	7.681077681678832E-5	15.100900ms	210	15.100900ms	7.681077681678832E-5	55.708700ms	100	55.708700ms	0.0409100664688855	0s	0	0s	0.0	0s	0	0s	0.0	
4	66	21	214310	310	14	3.394356895E9	26	3.425865574E9	47	3.436038549E9	4	4.032929073E9	15	3.521512213E9	1.7976931348623157E308	0.0	15.301800ms	210	15.301800ms	8.527557055939179E-5	15.301800ms	210	15.301800ms	8.527557055939179E-5	49.334400ms	100	49.334400ms	0.0418630320625295	0s	0	0s	0.0	0s	0	0s	0.0	
5	90	23	214620	310	43	3.042586304E9	17	3.045451512E9	5	3.045460841E9	27	3.504356245E9	28	3.231678806E9	1.7976931348623157E308	0.0	14.498500ms	210	14.498500ms	4.432265637927667E-5	14.498500ms	210	14.498500ms	4.432265637927667E-5	74.221900ms	100	74.221900ms	0.0440122779430002	0s	0	0s	0.0	0s	0	0s	0.0	
6	112	21	214929	309	8	2.744817175E9	26	2.745451269E9	34	2.781182562E9	40	3.21927149E9	30	2.965637797E9	1.7976931348623157E308	0.0	15.062500ms	210	15.062500ms	3.4818776773581916E-5	15.062500ms	210	15.062500ms	3.4818776773581916E-5	49.416800ms	100	49.416800ms	0.04414617627014755	0s	0	0s	0.0	0s	0	0s	0.0	
7	134	22	215239	310	16	2.600608189E9	12	2.618788012E9	17	2.628030494E9	6	2.969439343E9	1	2.715524518E9	1.7976931348623157E308	0.0	15.768100ms	210	15.768100ms	2.8673693947957523E-5	15.768100ms	210	15.768100ms	2.8673693947957523E-5	48.031200ms	100	48.031200ms	0.03914968584224307	0s	0	0s	0.0	0s	0	0s	0.0	
8	155	21	215549	310	18	2.369342684E9	4	2.389315211E9	7	2.406573829E9	38	2.667408161E9	8	2.521271161E9	1.7976931348623157E308	0.0	15.063500ms	210	15.063500ms	2.5846593188883467E-5	15.063500ms	210	15.063500ms	2.5846593188883467E-5	49.773800ms	100	49.773800ms	0.03647719483942506	0s	0	0s	0.0	0s	0	0s	0.0	
9	176	20	215858	309	45	2.257770672E9	40	2.281252525E9	23	2.299026565E9	1	2.554965239E9	49	2.396073575E9	1.7976931348623157E308	0.0	14.857200ms	210	14.857200ms	1.1288240280488402E-5	14.857200ms	210	14.857200ms	1.1288240280488402E-5	45.911500ms	100	45.911500ms	0.02417075862501407	0s	0	0s	0.0	0s	0	0s	0.0	
10	198	21	216167	309	29	2.100114317E9	15	2.163099499E9	46	2.182248339E9	39	2.38972736E9	22	2.267571783E9	1.7976931348623157E308	0.0	15.956900ms	210	15.956900ms	4.107077042959333E-5	15.956900ms	210	15.956900ms	4.107077042959333E-5	46.470100ms	100	46.470100ms	0.027106482022350754	0s	0	0s	0.0	0s	0	0s	0.0	
11	220	21	216477	310	29	2.083088343E9	48	2.102939444E9	2	2.115246598E9	44	2.299189996E9	25	2.182472095E9	1.7976931348623157E308	0.0	15.063900ms	210	15.063900ms	3.860554923623535E-5	15.063900ms	210	15.063900ms	3.860554923623535E-5	54.406ms	100	54.406ms	0.017281942644433106	0s	0	0s	0.0	0s	0	0s	0.0	
12	241	20	216787	310	33	1.982921757E9	19	2.046313147E9	32	2.058010113E9	12	2.210984963E9	42	2.120546478E9	1.7976931348623157E308	0.0	14.801800ms	210	14.801800ms	5.4550874358279726E-5	14.801800ms	210	14.801800ms	5.4550874358279726E-5	48.301500ms	100	48.301500ms	0.014551405438043204	0s	0	0s	0.0	0s	0	0s	0.0	
13	262	21	217097	310	33	1.967718369E9	21	1.981555296E9	28	2.001351838E9	0	2.174712092E9	6	2.073334416E9	1.7976931348623157E308	0.0	14.621600ms	210	14.621600ms	3.651030882016063E-5	14.621600ms	210	14.621600ms	3.651030882016063E-5	49.474800ms	100	49.474800ms	0.01245312399985049	0s	0	0s	0.0	0s	0	0s	0.0	
14	283	21	217407	310	38	1.915807737E9	10	1.94817381E9	33	1.954630749E9	30	2.119977468E9	8	2.020902948E9	1.7976931348623157E308	0.0	14.812400ms	210	14.812400ms	3.1672215385005645E-5	14.812400ms	210	14.812400ms	3.1672215385005645E-5	51.647ms	100	51.647ms	0.01262136996501074	0s	0	0s	0.0	0s	0	0s	0.0	
15	304	20	217716	309	31	1.873905542E9	9	1.892778525E9	38	1.893437198E9	43	2.062257589E9	47	1.980677407E9	1.7976931348623157E308	0.0	14.610200ms	210	14.610200ms	5.560389705769093E-5	14.610200ms	210	14.610200ms	5.560389705769093E-5	46.965700ms	100	46.965700ms	0.011066826046985851	0s	0	0s	0.0	0s	0	0s	0.0	
16	326	22	218024	308	2	1.834222658E9	27	1.849764613E9	31	1.852038912E9	3	1.996123528E9	10	1.929107418E9	1.7976931348623157E308	0.0	14.581600ms	210	14.581600ms	5.556673332246837E-5	14.581600ms	210	14.581600ms	5.556673332246837E-5	62.265ms	100	62.265ms	0.01164827268753751	0s	0	0s	0.0	0s	0	0s	0.0	
17	347	20	218333	309	42	1.807340117E9	29	1.810303761E9	15	1.816669686E9	0	1.93924859E9	28	1.885645965E9	1.7976931348623157E308	0.0	14.877900ms	210	14.877900ms	2.0451718115187057E-5	14.877900ms	210	14.877900ms	2.0451718115187057E-5	45.711700ms	100	45.711700ms	0.011769501626882806	0s	0	0s	0.0	0s	0	0s	0.0	
18	367	20	218643	310	18	1.757506271E9	34	1.761813054E9	42	1.797037608E9	21	1.916234459E9	0	1.860224264E9	1.7976931348623157E308	0.0	14.768300ms	210	14.768300ms	2.7144623308700003E-5	14.768300ms	210	14.768300ms	2.7144623308700003E-5	45.213500ms	100	45.213500ms	0.006127580386122414	0s	0	0s	0.0	0s	0	0s	0.0	
19	388	20	218953	310	22	1.736333856E9	18	1.748040442E9	1	1.751405485E9	21	1.891165823E9	12	1.821825831E9	1.7976931348623157E308	0.0	14.526500ms	210	14.526500ms	2.5647348708934287E-5	14.526500ms	210	14.526500ms	2.5647348708934287E-5	46.668ms	100	46.668ms	0.009723828853729192	0s	0	0s	0.0	0s	0	0s	0.0	
20	409	21	219263	310	17	1.71555621E9	18	1.726944349E9	22	1.731642048E9	28	1.872846791E9	23	1.79370722E9	1.7976931348623157E308	0.0	15.689900ms	210	15.689900ms	1.2867308196484738E-5	15.689900ms	210	15.689900ms	1.2867308196484738E-5	45.259100ms	100	45.259100ms	0.006519329991681799	0s	0	0s	0.0	0s	0	0s	0.0	
21	430	20	219572	309	38	1.693437446E9	2	1.704965535E9	17	1.711625541E9	28	1.831713445E9	43	1.776229365E9	1.7976931348623157E308	0.0	15.146ms	210	15.146ms	1.0910439028151353E-5	15.146ms	210	15.146ms	1.0910439028151353E-5	45.529300ms	100	45.529300ms	0.006806662789673789	0s	0	0s	0.0	0s	0	0s	0.0	
22	451	20	219882	310	38	1.680424668E9	44	1.685027229E9	26	1.691905884E9	3	1.805529651E9	8	1.755616082E9	1.7976931348623157E308	0.0	14.915200ms	210	14.915200ms	3.659161409839869E-5	14.915200ms	210	14.915200ms	3.659161409839869E-5	44.788900ms	100	44.788900ms	0.006312060870185675	0s	0	0s	0.0	0s	0	0s	0.0	
23	471	20	220191	309	25	1.660020848E9	38	1.669801843E9	20	1.678901633E9	47	1.772769587E9	0	1.732468436E9	1.7976931348623157E308	0.0	14.467200ms	210	14.467200ms	3.0102438934430707E-5	14.467200ms	210	14.467200ms	3.0102438934430707E-5	44.754300ms	100	44.754300ms	0.0046303885507226715	0s	0	0s	0.0	0s	0	0s	0.0	
24	492	20	220501	310	25	1.655902443E9	46	1.666447289E9	38	1.669801843E9	9	1.75942983E9	19	1.721925121E9	1.7976931348623157E308	0.0	14.859400ms	210	14.859400ms	1.181397956813633E-5	14.859400ms	210	14.859400ms	1.181397956813633E-5	45.245600ms	100	45.245600ms	0.0034923675400134846	0s	0	0s	0.0	0s	0	0s	0.0	
25	512	20	220810	309	25	1.650205041E9	47	1.657789524E9	5	1.663734086E9	10	1.737313549E9	18	1.700413863E9	1.7976931348623157E308	0.0	14.723700ms	210	14.723700ms	1.638410875530421E-5	14.723700ms	210	14.723700ms	1.638410875530421E-5	44.569400ms	100	44.569400ms	0.005388211531581164	0s	0	0s	0.0	0s	0	0s	0.0	
26	548	36	221120	310	15	1.627299024E9	9	1.631796313E9	25	1.640361685E9	21	1.731106594E9	48	1.684737018E9	1.7976931348623157E308	0.0	28.783300ms	210	28.783300ms	2.8404424083639497E-5	28.783300ms	210	28.783300ms	2.8404424083639497E-5	47.143100ms	100	47.143100ms	0.004713747442273757	0s	0	0s	0.0	0s	0	0s	0.0	
27	573	24	221429	309	32	1.589215403E9	15	1.603712868E9	29	1.607253398E9	11	1.710809204E9	34	1.667047735E9	1.7976931348623157E308	0.0	18.391ms	210	18.391ms	6.901929326753439E-5	18.391ms	210	18.391ms	6.901929326753439E-5	48.075900ms	100	48.075900ms	0.004597987731515013	0s	0	0s	0.0	0s	0	0s	0.0	
28	593	20	221738	309	9	1.563874087E9	49	1.570592048E9	32	1.579672232E9	40	1.702306092E9	42	1.65684035E9	1.7976931348623157E308	0.0	14.800300ms	210	14.800300ms	2.8595035854036184E-5	14.800300ms	210	14.800300ms	2.8595035854036184E-5	44.815ms	100	44.815ms	0.004507200392425891	0s	0	0s	0.0	0s	0	0s	0.0	
29	614	20	222048	310	9	1.556810391E9	49	1.570592048E9	32	1.579672232E9	36	1.692722382E9	40	1.646318381E9	1.7976931348623157E308	0.0	14.603ms	210	14.603ms	2.1508539529274408E-5	14.603ms	210	14.603ms	2.1508539529274408E-5	44.570700ms	100	44.570700ms	0.0035699144404819304	0s	0	0s	0.0	0s	0	0s	0.0	
30	635	21	222358	310	9	1.549230173E9	49	1.570592048E9	32	1.579672232E9	10	1.681851148E9	37	1.633046303E9	1.7976931348623157E308	0.0	14.923900ms	210	14.923900ms	2.3186045262255757E-5	14.923900ms	210	14.923900ms	2.3186045262255757E-5	45.142100ms	100	45.142100ms	0.002419837524037365	0s	0	0s	0.0	0s	0	0s	0.0	
31	657	21	222668	310	9	1.540281424E9	49	1.570592048E9	32	1.579672232E9	44	1.675027879E9	43	1.617117372E9	1.7976931348623157E308	0.0	14.986300ms	210	14.986300ms	2.750597762608289E-5	14.986300ms	210	14.986300ms	2.750597762608289E-5	49.256500ms	100	49.256500ms	0.0035503678296579856	0s	0	0s	0.0	0s	0	0s	0.0	
32	678	21	222978	310	4	1.521059122E9	9	1.525439047E9	33	1.542430971E9	2	1.657395941E9	12	1.612054529E9	1.7976931348623157E308	0.0	14.971ms	210	14.971ms	4.5886410504607826E-5	14.971ms	210	14.971ms	4.5886410504607826E-5	45.408700ms	100	45.408700ms	0.003631660452337372	0s	0	0s	0.0	0s	0	0s	0.0	
33	698	20	223288	310	4	1.514779638E9	9	1.525439047E9	33	1.542430971E9	30	1.64133774E9	5	1.593933571E9	1.7976931348623157E308	0.0	14.503700ms	210	14.503700ms	1.9658870802199307E-5	14.503700ms	210	14.503700ms	1.9658870802199307E-5	44.508500ms	100	44.508500ms	0.004151560010741068	0s	0	0s	0.0	0s	0	0s	0.0	
34	719	20	223597	309	4	1.505516454E9	9	1.525439047E9	33	1.542430971E9	3	1.625937627E9	7	1.587114697E9	1.7976931348623157E308	0.0	14.900700ms	210	14.900700ms	2.9120011184095387E-5	14.900700ms	210	14.900700ms	2.9120011184095387E-5	44.296100ms	100	44.296100ms	0.0031473427716340206	0s	0	0s	0.0	0s	0	0s	0.0	
35	743	23	223907	310	4	1.49701615E9	47	1.50220313E9	9	1.525439047E9	16	1.614550833E9	48	1.577522161E9	1.7976931348623157E308	0.0	17.867500ms	210	17.867500ms	2.6886214353681404E-5	17.867500ms	210	17.867500ms	2.6886214353681404E-5	45.440400ms	100	45.440400ms	0.002932707059590718	0s	0	0s	0.0	0s	0	0s	0.0	
36	763	20	224215	308	4	1.487519967E9	47	1.50220313E9	19	1.502513715E9	16	1.613869791E9	6	1.572657462E9	1.7976931348623157E308	0.0	14.617400ms	210	14.617400ms	3.0206700874682447E-5	14.617400ms	210	14.617400ms	3.0206700874682447E-5	45.645500ms	100	45.645500ms	0.0018878929944780142	0s	0	0s	0.0	0s	0	0s	0.0	
37	784	20	224525	310	4	1.485229084E9	47	1.50220313E9	19	1.502513715E9	29	1.607253398E9	10	1.564706736E9	1.7976931348623157E308	0.0	15.018100ms	210	15.018100ms	7.33366066249704E-6	15.018100ms	210	15.018100ms	7.33366066249704E-6	44.914800ms	100	44.914800ms	0.0029343628709815506	0s	0	0s	0.0	0s	0	0s	0.0	
38	804	20	224835	310	48	1.466833637E9	4	1.476426432E9	47	1.50220313E9	12	1.589426218E9	17	1.556182389E9	1.7976931348623157E308	0.0	14.451200ms	210	14.451200ms	2.8222845167628444E-5	14.451200ms	210	14.451200ms	2.8222845167628444E-5	45.450100ms	100	45.450100ms	0.0025238220377312827	0s	0	0s	0.0	0s	0	0s	0.0	
39	827	22	225145	310	48	1.46344703E9	4	1.476426432E9	47	1.50220313E9	14	1.58434233E9	36	1.548236829E9	1.7976931348623157E308	0.0	15.171200ms	210	15.171200ms	1.0994225652598873E-5	15.171200ms	210	15.171200ms	1.0994225652598873E-5	48.149500ms	100	48.149500ms	0.001988201936470244	0s	0	0s	0.0	0s	0	0s	0.0	
40	847	20	225455	310	48	1.459942212E9	4	1.476426432E9	40	1.486301349E9	21	1.573077768E9	45	1.545033752E9	1.7976931348623157E308	0.0	14.858300ms	210	14.858300ms	1.1404314048735738E-5	14.858300ms	210	14.858300ms	1.1404314048735738E-5	43.925ms	100	43.925ms	0.0012550006672621694	0s	0	0s	0.0	0s	0	0s	0.0	
41	869	21	225765	310	31	1.453474654E9	48	1.457462827E9	4	1.476426432E9	21	1.569772864E9	33	1.542430971E9	1.7976931348623157E308	0.0	14.977900ms	210	14.977900ms	8.087029158449737E-6	14.977900ms	210	14.977900ms	8.087029158449737E-6	45.206900ms	100	45.206900ms	0.0013096582105195276	0s	0	0s	0.0	0s	0	0s	0.0	
42	889	20	226075	310	31	1.447797183E9	48	1.457462827E9	4	1.476426432E9	21	1.569772864E9	29	1.53142335E9	1.7976931348623157E308	0.0	14.895500ms	210	14.895500ms	1.8600651972894026E-5	14.895500ms	210	14.895500ms	1.8600651972894026E-5	43.826400ms	100	43.826400ms	0.0022753526831679528	0s	0	0s	0.0	0s	0	0s	0.0	
43	910	21	226385	310	31	1.434571104E9	48	1.457462827E9	4	1.476426432E9	21	1.569772864E9	28	1.52679755E9	1.7976931348623157E308	0.0	14.894900ms	210	14.894900ms	4.350148578195463E-5	14.894900ms	210	14.894900ms	4.350148578195463E-5	48.948700ms	100	48.948700ms	0.0018983154035636107	0s	0	0s	0.0	0s	0	0s	0.0	
44	930	20	226695	310	31	1.426584869E9	48	1.457462827E9	4	1.476426432E9	14	1.567225027E9	34	1.520946485E9	1.7976931348623157E308	0.0	14.470700ms	210	14.470700ms	2.6509449667676067E-5	14.470700ms	210	14.470700ms	2.6509449667676067E-5	43.940500ms	100	43.940500ms	0.001952814604360673	0s	0	0s	0.0	0s	0	0s	0.0	
45	951	20	227005	310	31	1.426161583E9	48	1.457462827E9	4	1.476426432E9	20	1.549285531E9	34	1.516236789E9	1.7976931348623157E308	0.0	14.792800ms	210	14.792800ms	1.4129181255513535E-6	14.792800ms	210	14.792800ms	1.4129181255513535E-6	45.399300ms	100	45.399300ms	0.0014191667186474576	0s	0	0s	0.0	0s	0	0s	0.0	
46	971	20	227314	309	31	1.425657273E9	48	1.457462827E9	15	1.463651925E9	20	1.549285531E9	37	1.506452693E9	1.7976931348623157E308	0.0	14.811300ms	210	14.811300ms	1.6838738464855903E-6	14.811300ms	210	14.811300ms	1.6838738464855903E-6	45.347700ms	100	45.347700ms	0.0020181588392315887	0s	0	0s	0.0	0s	0	0s	0.0	
47	992	20	227623	309	31	1.42259022E9	48	1.457462827E9	15	1.463651925E9	20	1.549285531E9	42	1.505648346E9	1.7976931348623157E308	0.0	14.851300ms	210	14.851300ms	1.024440765835733E-5	14.851300ms	210	14.851300ms	1.024440765835733E-5	44.280900ms	100	44.280900ms	4.383147239730278E-4	0s	0	0s	0.0	0s	0	0s	0.0	
48	1013	20	227933	310	31	1.417944108E9	48	1.457462827E9	15	1.463651925E9	20	1.549285531E9	19	1.502513715E9	1.7976931348623157E308	0.0	14.711500ms	210	14.711500ms	1.5552154475758268E-5	14.711500ms	210	14.711500ms	1.5552154475758268E-5	44.961300ms	100	44.961300ms	0.001284236613710089	0s	0	0s	0.0	0s	0	0s	0.0	
49	1034	20	228242	309	31	1.413165451E9	32	1.45268151E9	48	1.457462827E9	27	1.527446629E9	12	1.498320875E9	1.7976931348623157E308	0.0	15.108100ms	210	15.108100ms	1.6048241531823367E-5	15.108100ms	210	15.108100ms	1.6048241531823367E-5	44.569200ms	100	44.569200ms	0.0015570850689823324	0s	0	0s	0.0	0s	0	0s	0.0	
