"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	607	607	1300	1300	15	3.463310494E9	68	4.3883722E9	67	4.401883165E9	66	4.785379423E9	81	4.532199713E9	1.7976931348623157E308	0.0	416.944900ms	1100	416.944900ms	2.3775683200563154E-4	416.944900ms	1100	416.944900ms	2.3775683200563154E-4	1.795090200s	100	1.795090200s	0.0640195255953289	0s	0	0s	0.0	0s	0	0s	0.0	
3	896	289	2499	1199	15	3.183220564E9	68	4.042338608E9	29	4.069453905E9	17	4.57074439E9	87	4.214270147E9	1.7976931348623157E308	0.0	260.271700ms	1100	260.271700ms	7.352133443768243E-5	260.271700ms	1100	260.271700ms	7.352133443768243E-5	183.842100ms	100	183.842100ms	0.06714786367481836	0s	0	0s	0.0	0s	0	0s	0.0	
4	1175	279	3699	1200	15	3.059408323E9	68	3.739498588E9	75	3.761951546E9	47	4.261151342E9	16	3.896729037E9	1.7976931348623157E308	0.0	262.536300ms	1100	262.536300ms	3.5359341416742816E-5	262.536300ms	1100	262.536300ms	3.5359341416742816E-5	110.104900ms	100	110.104900ms	0.07139968309669474	0s	0	0s	0.0	0s	0	0s	0.0	
5	1440	264	4897	1198	15	2.971353988E9	75	3.475208092E9	18	3.485677445E9	33	3.890241851E9	12	3.607615939E9	1.7976931348623157E308	0.0	252.986ms	1100	252.986ms	2.6164992378673515E-5	252.986ms	1100	252.986ms	2.6164992378673515E-5	59.863500ms	100	59.863500ms	0.07796036806222345	0s	0	0s	0.0	0s	0	0s	0.0	
6	1730	289	6095	1198	15	2.92903784E9	77	3.116321449E9	28	3.163194881E9	38	3.567270031E9	65	3.305646075E9	1.7976931348623157E308	0.0	276.281400ms	1100	276.281400ms	1.2946698915681534E-5	276.281400ms	1100	276.281400ms	1.2946698915681534E-5	70.671400ms	100	70.671400ms	0.08053004704882062	0s	0	0s	0.0	0s	0	0s	0.0	
7	1997	266	7295	1200	8	2.826273648E9	20	2.826936577E9	77	2.841807369E9	50	3.395418848E9	89	3.015809488E9	1.7976931348623157E308	0.0	253.591700ms	1100	253.591700ms	1.7411769220806954E-5	253.591700ms	1100	253.591700ms	1.7411769220806954E-5	71.323700ms	100	71.323700ms	0.08333164089117848	0s	0	0s	0.0	0s	0	0s	0.0	
8	2266	269	8494	1199	5	2.604462873E9	48	2.616669666E9	37	2.637490992E9	10	3.17537929E9	72	2.784971513E9	1.7976931348623157E308	0.0	255.263400ms	1100	255.263400ms	5.374645584148392E-5	255.263400ms	1100	255.263400ms	5.374645584148392E-5	84.062400ms	100	84.062400ms	0.07719871434569812	0s	0	0s	0.0	0s	0	0s	0.0	
9	2515	249	9694	1200	61	2.386179904E9	58	2.432463498E9	34	2.438445161E9	17	2.731935021E9	96	2.590967208E9	1.7976931348623157E308	0.0	239.284800ms	1100	239.284800ms	3.309399799261763E-5	239.284800ms	1100	239.284800ms	3.309399799261763E-5	54.842200ms	100	54.842200ms	0.07307870493797586	0s	0	0s	0.0	0s	0	0s	0.0	
10	2744	228	10893	1199	44	2.211261371E9	39	2.279615224E9	59	2.303465838E9	89	2.663947407E9	60	2.406231038E9	1.7976931348623157E308	0.0	220.220800ms	1100	220.220800ms	3.018031451831387E-5	220.220800ms	1100	220.220800ms	3.018031451831387E-5	55.600600ms	100	55.600600ms	0.06477096160278951	0s	0	0s	0.0	0s	0	0s	0.0	
11	2976	231	12093	1200	51	2.095477555E9	44	2.140955565E9	29	2.141901931E9	66	2.400912979E9	11	2.268414613E9	1.7976931348623157E308	0.0	224.071200ms	1100	224.071200ms	2.8904031847671167E-5	224.071200ms	1100	224.071200ms	2.8904031847671167E-5	49.609800ms	100	49.609800ms	0.060951733679919504	0s	0	0s	0.0	0s	0	0s	0.0	
12	3206	230	13293	1200	60	1.98258751E9	47	2.011181884E9	1	2.024567747E9	95	2.307284749E9	85	2.150455204E9	1.7976931348623157E308	0.0	223.147400ms	1100	223.147400ms	1.684795773091794E-5	223.147400ms	1100	223.147400ms	1.684795773091794E-5	48.536900ms	100	48.536900ms	0.05021104063099717	0s	0	0s	0.0	0s	0	0s	0.0	
13	3436	229	14491	1198	17	1.91043363E9	40	1.922576609E9	45	1.936311642E9	12	2.176293679E9	86	2.056673125E9	1.7976931348623157E308	0.0	222.488600ms	1100	222.488600ms	1.1678934666545894E-5	222.488600ms	1100	222.488600ms	1.1678934666545894E-5	49.680800ms	100	49.680800ms	0.041660993589706624	0s	0	0s	0.0	0s	0	0s	0.0	
14	3660	224	15691	1200	86	1.796417253E9	99	1.846187381E9	8	1.871930414E9	83	2.136392986E9	25	1.989473923E9	1.7976931348623157E308	0.0	217.072300ms	1100	217.072300ms	1.766064588078981E-5	217.072300ms	1100	217.072300ms	1.766064588078981E-5	49.610800ms	100	49.610800ms	0.033400567294123454	0s	0	0s	0.0	0s	0	0s	0.0	
15	3883	222	16891	1200	86	1.774993382E9	85	1.787560741E9	62	1.819657579E9	54	2.051093356E9	82	1.921824297E9	1.7976931348623157E308	0.0	215.288200ms	1100	215.288200ms	1.084171638360256E-5	215.288200ms	1100	215.288200ms	1.084171638360256E-5	48.901400ms	100	48.901400ms	0.03233105237651514	0s	0	0s	0.0	0s	0	0s	0.0	
16	4109	226	18091	1200	86	1.751545391E9	95	1.76211953E9	97	1.772487571E9	48	1.989920082E9	61	1.877250908E9	1.7976931348623157E308	0.0	216.966400ms	1100	216.966400ms	1.2009259116519551E-5	216.966400ms	1100	216.966400ms	1.2009259116519551E-5	64.993500ms	100	64.993500ms	0.023182688964356924	0s	0	0s	0.0	0s	0	0s	0.0	
17	4333	224	19291	1200	86	1.732070892E9	42	1.742291244E9	11	1.745998934E9	94	1.924178989E9	1	1.844390393E9	1.7976931348623157E308	0.0	217.731800ms	1100	217.731800ms	1.010769694634761E-5	217.731800ms	1100	217.731800ms	1.010769694634761E-5	48.305200ms	100	48.305200ms	0.01974669483909801	0s	0	0s	0.0	0s	0	0s	0.0	
18	4562	228	20491	1200	10	1.698066173E9	84	1.710289645E9	76	1.723774703E9	2	1.911322297E9	40	1.803050468E9	1.7976931348623157E308	0.0	221.399600ms	1100	221.399600ms	3.606744038301413E-6	221.399600ms	1100	221.399600ms	3.606744038301413E-6	50.927500ms	100	50.927500ms	0.020779274578628222	0s	0	0s	0.0	0s	0	0s	0.0	
19	4791	229	21691	1200	23	1.659489424E9	67	1.669550374E9	10	1.690783874E9	75	1.84807621E9	14	1.767873476E9	1.7976931348623157E308	0.0	222.085400ms	1100	222.085400ms	3.89871250216692E-6	222.085400ms	1100	222.085400ms	3.89871250216692E-6	53.199200ms	100	53.199200ms	0.018029706145334005	0s	0	0s	0.0	0s	0	0s	0.0	
