"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	23	23	213832	213832	13	4.105925342E9	25	4.114743834E9	30	4.137459327E9	35	4.623719987E9	28	4.220117479E9	1.7976931348623157E308	0.0	15.233600ms	210	15.233600ms	1.1505749483142493E-4	15.233600ms	210	15.233600ms	1.1505749483142493E-4	62.001300ms	100	62.001300ms	0.04124118652665758	0s	0	0s	0.0	0s	0	0s	0.0	
3	49	26	214142	310	25	3.748729164E9	9	3.751154589E9	12	3.774955686E9	1	4.159767372E9	38	3.86812434E9	1.7976931348623157E308	0.0	18.078700ms	210	18.078700ms	8.248235703064062E-5	18.078700ms	210	18.078700ms	8.248235703064062E-5	55.780300ms	100	55.780300ms	0.04176761470810187	0s	0	0s	0.0	0s	0	0s	0.0	
4	71	22	214452	310	4	3.400984837E9	12	3.401747877E9	38	3.423820836E9	27	3.922512094E9	31	3.553066487E9	1.7976931348623157E308	0.0	15.517600ms	210	15.517600ms	6.30670743629055E-5	15.517600ms	210	15.517600ms	6.30670743629055E-5	52.181900ms	100	52.181900ms	0.042684894074710406	0s	0	0s	0.0	0s	0	0s	0.0	
5	93	21	214762	310	23	3.095234682E9	35	3.110876668E9	9	3.12835464E9	17	3.562741893E9	21	3.248428433E9	1.7976931348623157E308	0.0	15.018300ms	210	15.018300ms	7.622345628458908E-5	15.018300ms	210	15.018300ms	7.622345628458908E-5	48.521400ms	100	48.521400ms	0.04331135344934179	0s	0	0s	0.0	0s	0	0s	0.0	
6	116	22	215071	309	18	2.817012371E9	37	2.836245794E9	12	2.851094518E9	38	3.128716936E9	44	2.99131923E9	1.7976931348623157E308	0.0	15.205600ms	210	15.205600ms	2.5879453153652776E-5	15.205600ms	210	15.205600ms	2.5879453153652776E-5	53.053400ms	100	53.053400ms	0.04022056657885315	0s	0	0s	0.0	0s	0	0s	0.0	
7	139	23	215381	310	30	2.632263193E9	31	2.667100497E9	22	2.668432423E9	3	3.018193158E9	46	2.772384851E9	1.7976931348623157E308	0.0	17.579200ms	210	17.579200ms	8.216838672334057E-5	17.579200ms	210	17.579200ms	8.216838672334057E-5	46.688800ms	100	46.688800ms	0.035872806241198735	0s	0	0s	0.0	0s	0	0s	0.0	
8	161	21	215691	310	47	2.466656721E9	19	2.477844823E9	42	2.488327104E9	15	2.772790967E9	5	2.577893141E9	1.7976931348623157E308	0.0	15.727ms	210	15.727ms	9.093049685780586E-6	15.727ms	210	15.727ms	9.093049685780586E-6	47.894900ms	100	47.894900ms	0.03391722924505191	0s	0	0s	0.0	0s	0	0s	0.0	
9	186	24	216000	309	14	2.314272438E9	11	2.324792859E9	33	2.328635302E9	38	2.589226182E9	0	2.41507952E9	1.7976931348623157E308	0.0	18.391600ms	210	18.391600ms	4.161001526305365E-5	18.391600ms	210	18.391600ms	4.161001526305365E-5	48.633500ms	100	48.633500ms	0.031065821916119504	0s	0	0s	0.0	0s	0	0s	0.0	
10	209	23	216309	309	44	2.163160663E9	18	2.197322666E9	31	2.204621582E9	38	2.589226182E9	29	2.316217209E9	1.7976931348623157E308	0.0	16.960900ms	210	16.960900ms	1.8661530923294986E-5	16.960900ms	210	16.960900ms	1.8661530923294986E-5	49.034800ms	100	49.034800ms	0.021441514141707207	0s	0	0s	0.0	0s	0	0s	0.0	
11	230	21	216618	309	45	2.098905498E9	23	2.119527329E9	21	2.1433323E9	36	2.333277024E9	28	2.219681301E9	1.7976931348623157E308	0.0	14.502900ms	210	14.502900ms	3.1282523285013936E-5	14.502900ms	210	14.502900ms	3.1282523285013936E-5	47.569100ms	100	47.569100ms	0.02021241821124299	0s	0	0s	0.0	0s	0	0s	0.0	
12	256	25	216928	310	1	2.061844211E9	46	2.064069226E9	45	2.083507571E9	32	2.2497583E9	9	2.145836998E9	1.7976931348623157E308	0.0	18.919900ms	210	18.919900ms	3.493414161553751E-5	18.919900ms	210	18.919900ms	3.493414161553751E-5	49.463200ms	100	49.463200ms	0.01542978862745207	0s	0	0s	0.0	0s	0	0s	0.0	
13	278	22	217237	309	43	1.988843198E9	7	2.014300891E9	2	2.019684458E9	39	2.175532067E9	48	2.094167024E9	1.7976931348623157E308	0.0	15.013100ms	210	15.013100ms	4.9480651687362434E-5	15.013100ms	210	15.013100ms	4.9480651687362434E-5	49.899500ms	100	49.899500ms	0.01342685124868321	0s	0	0s	0.0	0s	0	0s	0.0	
14	304	25	217547	310	2	1.909954124E9	28	1.937181114E9	47	1.956838165E9	12	2.157934402E9	46	2.033692052E9	1.7976931348623157E308	0.0	17.652400ms	210	17.652400ms	4.385400905750427E-5	17.652400ms	210	17.652400ms	4.385400905750427E-5	53.330400ms	100	53.330400ms	0.013867194888534771	0s	0	0s	0.0	0s	0	0s	0.0	
15	328	23	217857	310	14	1.854313585E9	3	1.870849411E9	2	1.892857473E9	12	2.074957159E9	27	1.992910706E9	1.7976931348623157E308	0.0	17.965800ms	210	17.965800ms	4.26254341853103E-5	17.965800ms	210	17.965800ms	4.26254341853103E-5	47.287900ms	100	47.287900ms	0.010730837874273948	0s	0	0s	0.0	0s	0	0s	0.0	
16	348	20	218167	310	14	1.826456575E9	15	1.852664651E9	36	1.854446298E9	44	2.050235918E9	25	1.951019697E9	1.7976931348623157E308	0.0	14.500600ms	210	14.500600ms	7.153721444122863E-5	14.500600ms	210	14.500600ms	7.153721444122863E-5	44.226600ms	100	44.226600ms	0.010718014806579381	0s	0	0s	0.0	0s	0	0s	0.0	
17	375	26	218477	310	14	1.822244359E9	24	1.826072262E9	34	1.832102639E9	43	1.970527261E9	39	1.914552619E9	1.7976931348623157E308	0.0	16.092700ms	210	16.092700ms	1.0982013863960365E-5	16.092700ms	210	16.092700ms	1.0982013863960365E-5	71.006400ms	100	71.006400ms	0.010500713013993444	0s	0	0s	0.0	0s	0	0s	0.0	
18	400	25	218786	309	28	1.773382774E9	19	1.79584326E9	16	1.802070273E9	40	1.940378265E9	5	1.865721038E9	1.7976931348623157E308	0.0	18.874200ms	210	18.874200ms	2.6313793574356524E-5	18.874200ms	210	18.874200ms	2.6313793574356524E-5	49.726900ms	100	49.726900ms	0.010205154015553664	0s	0	0s	0.0	0s	0	0s	0.0	
19	420	20	219096	310	30	1.734106007E9	23	1.740882104E9	28	1.764001022E9	2	1.892198786E9	25	1.835861277E9	1.7976931348623157E308	0.0	14.608100ms	210	14.608100ms	2.5191972189422685E-5	14.608100ms	210	14.608100ms	2.5191972189422685E-5	45.503500ms	100	45.503500ms	0.008202879897641005	0s	0	0s	0.0	0s	0	0s	0.0	
20	441	20	219406	310	30	1.724920094E9	23	1.740882104E9	22	1.742188665E9	2	1.866322825E9	45	1.807145148E9	1.7976931348623157E308	0.0	14.379300ms	210	14.379300ms	2.5224780192542727E-5	14.379300ms	210	14.379300ms	2.5224780192542727E-5	47.170400ms	100	47.170400ms	0.006967480553718624	0s	0	0s	0.0	0s	0	0s	0.0	
21	463	22	219716	310	30	1.700051192E9	3	1.73467662E9	7	1.738668353E9	29	1.82991509E9	35	1.787787927E9	1.7976931348623157E308	0.0	16.696500ms	210	16.696500ms	6.865439348122248E-5	16.696500ms	210	16.696500ms	6.865439348122248E-5	46.118900ms	100	46.118900ms	0.006175567889681935	0s	0	0s	0.0	0s	0	0s	0.0	
22	488	24	220026	310	30	1.673800079E9	9	1.675405747E9	42	1.687351928E9	24	1.804893957E9	15	1.768901838E9	1.7976931348623157E308	0.0	17.895ms	210	17.895ms	7.353031519770863E-5	17.895ms	210	17.895ms	7.353031519770863E-5	49.577900ms	100	49.577900ms	0.004632649678012104	0s	0	0s	0.0	0s	0	0s	0.0	
23	512	23	220336	310	30	1.66668625E9	9	1.675405747E9	42	1.687351928E9	14	1.79715318E9	5	1.748723179E9	1.7976931348623157E308	0.0	17.013300ms	210	17.013300ms	2.0238603531859344E-5	17.013300ms	210	17.013300ms	2.0238603531859344E-5	50.660400ms	100	50.660400ms	0.0052098705843357926	0s	0	0s	0.0	0s	0	0s	0.0	
24	534	22	220646	310	36	1.638162819E9	25	1.639145163E9	30	1.665083552E9	14	1.772763681E9	38	1.731791081E9	1.7976931348623157E308	0.0	16.100100ms	210	16.100100ms	4.579083338627856E-6	16.100100ms	210	16.100100ms	4.579083338627856E-6	48.232ms	100	48.232ms	0.005362202764339654	0s	0	0s	0.0	0s	0	0s	0.0	
25	562	27	220955	309	36	1.621422817E9	17	1.637448719E9	25	1.639145163E9	33	1.767582836E9	40	1.722664627E9	1.7976931348623157E308	0.0	21.797300ms	210	21.797300ms	4.8660788972586046E-5	21.797300ms	210	21.797300ms	4.8660788972586046E-5	48.580500ms	100	48.580500ms	0.0038371824078272956	0s	0	0s	0.0	0s	0	0s	0.0	
26	588	26	221264	309	36	1.619015362E9	17	1.637448719E9	25	1.639145163E9	33	1.7633336E9	46	1.703810915E9	1.7976931348623157E308	0.0	16.646500ms	210	16.646500ms	7.070377515583899E-6	16.646500ms	210	16.646500ms	7.070377515583899E-6	57.183500ms	100	57.183500ms	0.0038782417391062985	0s	0	0s	0.0	0s	0	0s	0.0	
27	609	21	221574	310	36	1.599354696E9	17	1.637448719E9	38	1.638974882E9	33	1.747105837E9	15	1.691692175E9	1.7976931348623157E308	0.0	15.170100ms	210	15.170100ms	5.7826640342661936E-5	15.170100ms	210	15.170100ms	5.7826640342661936E-5	47.412600ms	100	47.412600ms	0.003896937840479312	0s	0	0s	0.0	0s	0	0s	0.0	
28	631	21	221883	309	36	1.584480962E9	24	1.613347143E9	13	1.613709555E9	33	1.747105837E9	31	1.675512437E9	1.7976931348623157E308	0.0	15.554800ms	210	15.554800ms	4.428492625122148E-5	15.554800ms	210	15.554800ms	4.428492625122148E-5	48.087700ms	100	48.087700ms	0.003383068086026293	0s	0	0s	0.0	0s	0	0s	0.0	
29	655	23	222193	310	36	1.559492603E9	44	1.606154748E9	24	1.613347143E9	27	1.705184353E9	31	1.660709414E9	1.7976931348623157E308	0.0	15.613700ms	210	15.613700ms	7.509852662671885E-5	15.613700ms	210	15.613700ms	7.509852662671885E-5	55.870700ms	100	55.870700ms	0.004632295347615834	0s	0	0s	0.0	0s	0	0s	0.0	
30	675	20	222503	310	36	1.549194811E9	46	1.592943413E9	44	1.606154748E9	3	1.690375205E9	9	1.645363399E9	1.7976931348623157E308	0.0	14.641700ms	210	14.641700ms	3.1444268903598376E-5	14.641700ms	210	14.641700ms	3.1444268903598376E-5	44.815800ms	100	44.815800ms	0.004251620722382723	0s	0	0s	0.0	0s	0	0s	0.0	
31	696	20	222812	309	36	1.543634856E9	9	1.558957974E9	46	1.592943413E9	3	1.690375205E9	1	1.636659426E9	1.7976931348623157E308	0.0	14.776800ms	210	14.776800ms	1.7090152899096058E-5	14.776800ms	210	14.776800ms	1.7090152899096058E-5	47.032ms	100	47.032ms	0.0026548392521223707	0s	0	0s	0.0	0s	0	0s	0.0	
32	721	25	223122	310	36	1.541315196E9	9	1.558957974E9	46	1.592943413E9	4	1.67587742E9	35	1.632334975E9	1.7976931348623157E308	0.0	17.434300ms	210	17.434300ms	7.155837377644961E-6	17.434300ms	210	17.434300ms	7.155837377644961E-6	61.418ms	100	61.418ms	0.0022557559713987617	0s	0	0s	0.0	0s	0	0s	0.0	
33	742	20	223432	310	36	1.539873125E9	35	1.551515336E9	9	1.558957974E9	4	1.67587742E9	39	1.615118356E9	1.7976931348623157E308	0.0	15.085200ms	210	15.085200ms	4.455289080212712E-6	15.085200ms	210	15.085200ms	4.455289080212712E-6	44.266400ms	100	44.266400ms	0.0024223380604763245	0s	0	0s	0.0	0s	0	0s	0.0	
34	764	22	223742	310	6	1.513101014E9	36	1.531998337E9	13	1.543932197E9	4	1.67587742E9	17	1.611055522E9	1.7976931348623157E308	0.0	15.782300ms	210	15.782300ms	2.4352000088442454E-5	15.782300ms	210	15.782300ms	2.4352000088442454E-5	50.452600ms	100	50.452600ms	0.0033546963269430897	0s	0	0s	0.0	0s	0	0s	0.0	
35	786	21	224052	310	6	1.505333983E9	36	1.531998337E9	13	1.543932197E9	47	1.655775448E9	32	1.606356022E9	1.7976931348623157E308	0.0	15.009500ms	210	15.009500ms	2.444374933500772E-5	15.009500ms	210	15.009500ms	2.444374933500772E-5	46.262300ms	100	46.262300ms	0.002645982084129456	0s	0	0s	0.0	0s	0	0s	0.0	
36	808	22	224360	308	6	1.501045385E9	21	1.528614904E9	36	1.531998337E9	8	1.63176183E9	34	1.598129736E9	1.7976931348623157E308	0.0	16.400200ms	210	16.400200ms	1.3566355020695158E-5	16.400200ms	210	16.400200ms	1.3566355020695158E-5	45.359200ms	100	45.359200ms	0.0035042004604021195	0s	0	0s	0.0	0s	0	0s	0.0	
37	829	21	224669	309	6	1.500098308E9	49	1.527759116E9	21	1.528614904E9	8	1.63176183E9	47	1.582048923E9	1.7976931348623157E308	0.0	14.801600ms	210	14.801600ms	3.00449974481653E-6	14.801600ms	210	14.801600ms	3.00449974481653E-6	53.240200ms	100	53.240200ms	0.002498017271966686	0s	0	0s	0.0	0s	0	0s	0.0	
38	849	19	224978	309	6	1.497251762E9	49	1.527759116E9	21	1.528614904E9	39	1.615118356E9	31	1.571509521E9	1.7976931348623157E308	0.0	14.304500ms	210	14.304500ms	9.036061756814309E-6	14.304500ms	210	14.304500ms	9.036061756814309E-6	44.467100ms	100	44.467100ms	0.0026057424588563803	0s	0	0s	0.0	0s	0	0s	0.0	
39	872	22	225287	309	6	1.488981569E9	49	1.527759116E9	21	1.528614904E9	39	1.615118356E9	42	1.567008824E9	1.7976931348623157E308	0.0	16.749800ms	210	16.749800ms	2.630277180369847E-5	16.749800ms	210	16.749800ms	2.630277180369847E-5	43.779300ms	100	43.779300ms	0.001374647078493253	0s	0	0s	0.0	0s	0	0s	0.0	
40	894	22	225597	310	6	1.481188005E9	7	1.520669982E9	49	1.527759116E9	39	1.615118356E9	12	1.562273296E9	1.7976931348623157E308	0.0	14.854900ms	210	14.854900ms	2.492455937432065E-5	14.854900ms	210	14.854900ms	2.492455937432065E-5	60.576100ms	100	60.576100ms	0.0016698394357861246	0s	0	0s	0.0	0s	0	0s	0.0	
41	916	21	225907	310	6	1.467408084E9	28	1.514210392E9	42	1.515864124E9	16	1.601613005E9	39	1.552808247E9	1.7976931348623157E308	0.0	14.935600ms	210	14.935600ms	4.4301379167981695E-5	14.935600ms	210	14.935600ms	4.4301379167981695E-5	45.816200ms	100	45.816200ms	0.0023009324132827625	0s	0	0s	0.0	0s	0	0s	0.0	
42	939	23	226217	310	6	1.462925579E9	27	1.473629515E9	8	1.482335391E9	32	1.598595503E9	41	1.545362085E9	1.7976931348623157E308	0.0	15.346400ms	210	15.346400ms	1.454623436895434E-5	15.346400ms	210	15.346400ms	1.454623436895434E-5	56.091700ms	100	56.091700ms	0.002594938271723024	0s	0	0s	0.0	0s	0	0s	0.0	
43	961	21	226527	310	6	1.459611934E9	27	1.473629515E9	8	1.482335391E9	23	1.59473145E9	40	1.540376347E9	1.7976931348623157E308	0.0	15.038500ms	210	15.038500ms	1.0786100216764183E-5	15.038500ms	210	15.038500ms	1.0786100216764183E-5	49.039ms	100	49.039ms	0.0013361123460520563	0s	0	0s	0.0	0s	0	0s	0.0	
