"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	264	264	1299	1299	3	3.363790692E9	20	4.384182011E9	34	4.389200041E9	62	4.850501442E9	39	4.540777257E9	1.7976931348623157E308	0.0	226.119200ms	1100	226.119200ms	2.556411200680744E-4	226.119200ms	1100	226.119200ms	2.556411200680744E-4	383.144200ms	100	383.144200ms	0.062354689557137674	0s	0	0s	0.0	0s	0	0s	0.0	
3	485	221	2498	1199	3	3.067858181E9	20	4.100020027E9	51	4.108437476E9	19	4.495985135E9	80	4.213043658E9	1.7976931348623157E308	0.0	214.034900ms	1100	214.034900ms	7.997809022254867E-5	214.034900ms	1100	214.034900ms	7.997809022254867E-5	52.852200ms	100	52.852200ms	0.06672911895991987	0s	0	0s	0.0	0s	0	0s	0.0	
4	703	218	3698	1200	3	2.99788586E9	97	3.771312005E9	20	3.773564391E9	27	4.22433666E9	42	3.903838176E9	1.7976931348623157E308	0.0	211.235700ms	1100	211.235700ms	2.073472669077425E-5	211.235700ms	1100	211.235700ms	2.073472669077425E-5	55.863600ms	100	55.863600ms	0.07362340818793094	0s	0	0s	0.0	0s	0	0s	0.0	
5	927	224	4898	1200	3	2.934469075E9	14	3.397109667E9	96	3.426181243E9	36	3.923945885E9	79	3.586419966E9	1.7976931348623157E308	0.0	216.683700ms	1100	216.683700ms	1.9230759748562528E-5	216.683700ms	1100	216.683700ms	1.9230759748562528E-5	56.17ms	100	56.17ms	0.08028146257428097	0s	0	0s	0.0	0s	0	0s	0.0	
6	1156	228	6098	1200	3	2.864242698E9	47	3.093013809E9	17	3.103996254E9	70	3.631901178E9	61	3.280796094E9	1.7976931348623157E308	0.0	221.884400ms	1100	221.884400ms	2.1755949467312417E-5	221.884400ms	1100	221.884400ms	2.1755949467312417E-5	50.486900ms	100	50.486900ms	0.08466224679100477	0s	0	0s	0.0	0s	0	0s	0.0	
7	1377	221	7298	1200	3	2.813705469E9	54	2.858826296E9	40	2.871409478E9	66	3.334911381E9	64	3.001152302E9	1.7976931348623157E308	0.0	214.911ms	1100	214.911ms	1.604016848384596E-5	214.911ms	1100	214.911ms	1.604016848384596E-5	51.021600ms	100	51.021600ms	0.08282845129222122	0s	0	0s	0.0	0s	0	0s	0.0	
8	1596	218	8497	1199	46	2.559178247E9	80	2.619957193E9	68	2.634140643E9	51	3.147917569E9	92	2.752245635E9	1.7976931348623157E308	0.0	211.948400ms	1100	211.948400ms	9.013773121138562E-6	211.948400ms	1100	211.948400ms	9.013773121138562E-6	50.620800ms	100	50.620800ms	0.08254144553507174	0s	0	0s	0.0	0s	0	0s	0.0	
9	1814	218	9697	1200	22	2.362205752E9	56	2.400548034E9	4	2.401449298E9	92	2.752245635E9	94	2.533272361E9	1.7976931348623157E308	0.0	211.644200ms	1100	211.644200ms	3.0640585544176844E-5	211.644200ms	1100	211.644200ms	3.0640585544176844E-5	50.139900ms	100	50.139900ms	0.07747234217617947	0s	0	0s	0.0	0s	0	0s	0.0	
10	2036	221	10897	1200	22	2.231850719E9	0	2.236444133E9	69	2.241787836E9	10	2.618816003E9	98	2.366710339E9	1.7976931348623157E308	0.0	215.318300ms	1100	215.318300ms	5.0166915119147303E-5	215.318300ms	1100	215.318300ms	5.0166915119147303E-5	52.802600ms	100	52.802600ms	0.06411942628479621	0s	0	0s	0.0	0s	0	0s	0.0	
11	2254	217	12096	1199	80	2.08704521E9	7	2.106787344E9	71	2.112893191E9	79	2.428665313E9	88	2.238115277E9	1.7976931348623157E308	0.0	211.376900ms	1100	211.376900ms	1.7710242009979302E-5	211.376900ms	1100	211.376900ms	1.7710242009979302E-5	48.810400ms	100	48.810400ms	0.0586225230985711	0s	0	0s	0.0	0s	0	0s	0.0	
12	2472	217	13295	1199	63	2.000915007E9	7	2.004488121E9	48	2.004633735E9	54	2.268430393E9	70	2.143551012E9	1.7976931348623157E308	0.0	211.375600ms	1100	211.375600ms	2.6871961332269473E-5	211.375600ms	1100	211.375600ms	2.6871961332269473E-5	49.286900ms	100	49.286900ms	0.043340082364755554	0s	0	0s	0.0	0s	0	0s	0.0	
13	2689	216	14495	1200	67	1.908020436E9	2	1.938645796E9	36	1.940759283E9	93	2.188472541E9	96	2.062970171E9	1.7976931348623157E308	0.0	210.647500ms	1100	210.647500ms	1.7949265875312303E-5	210.647500ms	1100	210.647500ms	1.7949265875312303E-5	48.616ms	100	48.616ms	0.03711855068818496	0s	0	0s	0.0	0s	0	0s	0.0	
14	2912	223	15695	1200	54	1.827780075E9	67	1.840444428E9	79	1.855887755E9	56	2.10819956E9	4	1.984024512E9	1.7976931348623157E308	0.0	216.333800ms	1100	216.333800ms	3.219710511814174E-5	216.333800ms	1100	216.333800ms	3.219710511814174E-5	52.336400ms	100	52.336400ms	0.0332152242954571	0s	0	0s	0.0	0s	0	0s	0.0	
15	3142	230	16895	1200	58	1.785980675E9	54	1.78966808E9	41	1.836624935E9	94	2.035623258E9	35	1.939189104E9	1.7976931348623157E308	0.0	223.903700ms	1100	223.903700ms	1.8955928372191138E-5	223.903700ms	1100	223.903700ms	1.8955928372191138E-5	48.203800ms	100	48.203800ms	0.024890931960481675	0s	0	0s	0.0	0s	0	0s	0.0	
16	3361	218	18093	1198	58	1.733777691E9	30	1.772626307E9	68	1.776205662E9	66	2.007530373E9	3	1.890504773E9	1.7976931348623157E308	0.0	212.406700ms	1100	212.406700ms	2.657210060899352E-5	212.406700ms	1100	212.406700ms	2.657210060899352E-5	47.388500ms	100	47.388500ms	0.022585785895005595	0s	0	0s	0.0	0s	0	0s	0.0	
17	3576	215	19292	1199	58	1.721373734E9	89	1.76501469E9	30	1.772626307E9	97	1.976225489E9	69	1.85061298E9	1.7976931348623157E308	0.0	208.926100ms	1100	208.926100ms	6.5039045109356726E-6	208.926100ms	1100	208.926100ms	6.5039045109356726E-6	47.352800ms	100	47.352800ms	0.01956106905639681	0s	0	0s	0.0	0s	0	0s	0.0	
