"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	22	22	213797	213797	1	4.104829251E9	25	4.108472929E9	31	4.118119405E9	2	4.562633967E9	14	4.20650081E9	1.7976931348623157E308	0.0	14.806700ms	210	14.806700ms	1.1288826944197602E-4	14.806700ms	210	14.806700ms	1.1288826944197602E-4	51.699900ms	100	51.699900ms	0.042941419662911054	0s	0	0s	0.0	0s	0	0s	0.0	
3	49	27	214104	307	13	3.745548351E9	35	3.758220659E9	14	3.759845105E9	41	4.15902437E9	16	3.846766241E9	1.7976931348623157E308	0.0	19.298100ms	210	19.298100ms	9.345300617312652E-5	19.298100ms	210	19.298100ms	9.345300617312652E-5	56.185500ms	100	56.185500ms	0.042029152459424374	0s	0	0s	0.0	0s	0	0s	0.0	
4	71	22	214414	310	6	3.42278148E9	14	3.434268816E9	15	3.437025909E9	28	3.85535947E9	43	3.548337613E9	1.7976931348623157E308	0.0	15.573300ms	210	15.573300ms	1.0943230906429827E-4	15.573300ms	210	15.573300ms	1.0943230906429827E-4	51.615ms	100	51.615ms	0.037834104102248294	0s	0	0s	0.0	0s	0	0s	0.0	
5	92	20	214722	308	22	3.084640644E9	19	3.093024875E9	34	3.099793761E9	43	3.548337613E9	31	3.270713684E9	1.7976931348623157E308	0.0	14.581300ms	210	14.581300ms	7.348848034663588E-5	14.581300ms	210	14.581300ms	7.348848034663588E-5	49.216100ms	100	49.216100ms	0.044095158229242405	0s	0	0s	0.0	0s	0	0s	0.0	
6	122	29	215032	310	15	2.86365269E9	31	2.863774092E9	35	2.863903569E9	5	3.304152509E9	12	2.998531694E9	1.7976931348623157E308	0.0	16.883ms	210	16.883ms	8.183420328549922E-5	16.883ms	210	16.883ms	8.183420328549922E-5	65.994500ms	100	65.994500ms	0.03902323836369425	0s	0	0s	0.0	0s	0	0s	0.0	
7	145	23	215341	309	42	2.684109897E9	23	2.698411903E9	24	2.705946923E9	20	3.027244295E9	26	2.776102365E9	1.7976931348623157E308	0.0	16.210400ms	210	16.210400ms	6.703734599550045E-5	16.210400ms	210	16.210400ms	6.703734599550045E-5	53.598400ms	100	53.598400ms	0.034743289953286564	0s	0	0s	0.0	0s	0	0s	0.0	
8	174	28	215651	310	37	2.454229233E9	10	2.464221307E9	0	2.490448721E9	41	2.795137495E9	32	2.606792761E9	1.7976931348623157E308	0.0	15.511ms	210	15.511ms	7.620035912979556E-5	15.511ms	210	15.511ms	7.620035912979556E-5	85.713200ms	100	85.713200ms	0.034309907775747384	0s	0	0s	0.0	0s	0	0s	0.0	
9	200	25	215961	310	42	2.348478806E9	21	2.356414636E9	3	2.363542362E9	2	2.643033295E9	44	2.449305868E9	1.7976931348623157E308	0.0	16.227ms	210	16.227ms	2.5773542300716864E-5	16.227ms	210	16.227ms	2.5773542300716864E-5	61.058900ms	100	61.058900ms	0.026419347104908363	0s	0	0s	0.0	0s	0	0s	0.0	
10	221	21	216271	310	17	2.232736917E9	27	2.237065228E9	14	2.249526425E9	24	2.574600566E9	13	2.335460653E9	1.7976931348623157E308	0.0	14.942ms	210	14.942ms	5.6283456518408616E-5	14.942ms	210	14.942ms	5.6283456518408616E-5	46.052600ms	100	46.052600ms	0.023901279610409026	0s	0	0s	0.0	0s	0	0s	0.0	
11	242	21	216581	310	40	2.142453012E9	25	2.14772549E9	0	2.158473505E9	28	2.378481376E9	41	2.222357568E9	1.7976931348623157E308	0.0	14.799800ms	210	14.799800ms	3.701208244819935E-5	14.799800ms	210	14.799800ms	3.701208244819935E-5	50.493100ms	100	50.493100ms	0.02328327995615667	0s	0	0s	0.0	0s	0	0s	0.0	
