"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	233	233	1299	1299	39	3.398531248E9	44	4.371871808E9	40	4.381673471E9	5	4.881016057E9	84	4.543955268E9	1.7976931348623157E308	0.0	225.311700ms	1100	225.311700ms	2.4220267177838732E-4	225.311700ms	1100	225.311700ms	2.4220267177838732E-4	57.213900ms	100	57.213900ms	0.06294677776866514	0s	0	0s	0.0	0s	0	0s	0.0	
3	458	225	2499	1200	39	3.103572343E9	65	4.031010924E9	61	4.05568831E9	83	4.609628846E9	33	4.22489976E9	1.7976931348623157E308	0.0	216.819700ms	1100	216.819700ms	7.890010110947467E-5	216.819700ms	1100	216.819700ms	7.890010110947467E-5	65.234900ms	100	65.234900ms	0.06886931290610572	0s	0	0s	0.0	0s	0	0s	0.0	
4	681	222	3699	1200	39	2.976215508E9	56	3.757491635E9	92	3.764920681E9	69	4.217140557E9	12	3.896245932E9	1.7976931348623157E308	0.0	214.044300ms	1100	214.044300ms	3.730505627498144E-5	214.044300ms	1100	214.044300ms	3.730505627498144E-5	60.151700ms	100	60.151700ms	0.07420865854805346	0s	0	0s	0.0	0s	0	0s	0.0	
5	902	221	4898	1199	39	2.877067887E9	56	3.38469331E9	54	3.38550042E9	74	3.793976166E9	2	3.57157054E9	1.7976931348623157E308	0.0	214.367ms	1100	214.367ms	3.028483678914123E-5	214.367ms	1100	214.367ms	3.028483678914123E-5	53.747200ms	100	53.747200ms	0.08404675607001673	0s	0	0s	0.0	0s	0	0s	0.0	
6	1137	234	6097	1199	39	2.787650249E9	85	3.116378464E9	12	3.133485577E9	35	3.58667248E9	31	3.258007709E9	1.7976931348623157E308	0.0	227.817100ms	1100	227.817100ms	2.8254029800785758E-5	227.817100ms	1100	227.817100ms	2.8254029800785758E-5	51.014600ms	100	51.014600ms	0.08555134988064675	0s	0	0s	0.0	0s	0	0s	0.0	
7	1369	231	7297	1200	39	2.723337424E9	41	2.773926516E9	14	2.812714084E9	15	3.187711344E9	94	2.982116819E9	1.7976931348623157E308	0.0	223.479600ms	1100	223.479600ms	2.0973292674153688E-5	223.479600ms	1100	223.479600ms	2.0973292674153688E-5	63.131700ms	100	63.131700ms	0.08565008893056987	0s	0	0s	0.0	0s	0	0s	0.0	
8	1590	221	8496	1199	18	2.582019681E9	57	2.591915456E9	29	2.601052795E9	30	2.922844255E9	4	2.751778082E9	1.7976931348623157E308	0.0	214.519400ms	1100	214.519400ms	1.1141637765305786E-5	214.519400ms	1100	214.519400ms	1.1141637765305786E-5	51.186100ms	100	51.186100ms	0.0784988438625053	0s	0	0s	0.0	0s	0	0s	0.0	
9	1810	219	9696	1200	76	2.344358137E9	33	2.364088453E9	8	2.368080299E9	67	2.764696873E9	83	2.519883272E9	1.7976931348623157E308	0.0	212.627400ms	1100	212.627400ms	4.248552046571324E-5	212.627400ms	1100	212.627400ms	4.248552046571324E-5	50.774700ms	100	50.774700ms	0.07985639003293915	0s	0	0s	0.0	0s	0	0s	0.0	
10	2035	225	10896	1200	88	2.198041241E9	55	2.199700778E9	81	2.246186722E9	21	2.653810134E9	93	2.335062733E9	1.7976931348623157E308	0.0	216.537300ms	1100	216.537300ms	2.2216461297517914E-5	216.537300ms	1100	216.537300ms	2.2216461297517914E-5	70.201ms	100	70.201ms	0.06723350580956201	0s	0	0s	0.0	0s	0	0s	0.0	
11	2252	216	12096	1200	6	2.046068629E9	18	2.086731268E9	3	2.093145166E9	21	2.394320843E9	43	2.219305221E9	1.7976931348623157E308	0.0	210.252200ms	1100	210.252200ms	7.285060597442928E-6	210.252200ms	1100	210.252200ms	7.285060597442928E-6	50.419900ms	100	50.419900ms	0.055945731676826455	0s	0	0s	0.0	0s	0	0s	0.0	
12	2470	217	13295	1199	6	1.980704948E9	15	1.998101953E9	87	2.013586863E9	62	2.217788341E9	35	2.114444657E9	1.7976931348623157E308	0.0	211.411800ms	1100	211.411800ms	2.9041805997905342E-5	211.411800ms	1100	211.411800ms	2.9041805997905342E-5	51.244800ms	100	51.244800ms	0.04505322701958409	0s	0	0s	0.0	0s	0	0s	0.0	
13	2692	222	14495	1200	78	1.903805953E9	70	1.92046162E9	4	1.9322647E9	69	2.128273481E9	24	2.034611304E9	1.7976931348623157E308	0.0	216.011100ms	1100	216.011100ms	8.904647821377535E-6	216.011100ms	1100	216.011100ms	8.904647821377535E-6	53.370500ms	100	53.370500ms	0.03791496940080753	0s	0	0s	0.0	0s	0	0s	0.0	
14	2919	227	15695	1200	47	1.813696762E9	78	1.824899221E9	16	1.850238012E9	97	2.105501453E9	58	1.969965267E9	1.7976931348623157E308	0.0	220.754ms	1100	220.754ms	3.767894128823158E-5	220.754ms	1100	220.754ms	3.767894128823158E-5	48.504600ms	100	48.504600ms	0.030424159328048882	0s	0	0s	0.0	0s	0	0s	0.0	
15	3144	224	16894	1199	3	1.759466476E9	47	1.771105743E9	9	1.784832017E9	72	2.032153944E9	89	1.92464438E9	1.7976931348623157E308	0.0	215.625400ms	1100	215.625400ms	2.13481707598804E-5	215.625400ms	1100	215.625400ms	2.13481707598804E-5	63.635ms	100	63.635ms	0.02453652679553307	0s	0	0s	0.0	0s	0	0s	0.0	
16	3365	221	18094	1200	3	1.685420579E9	47	1.771105743E9	9	1.784832017E9	87	1.959736751E9	71	1.880733734E9	1.7976931348623157E308	0.0	215.400600ms	1100	215.400600ms	3.8258445236885445E-5	215.400600ms	1100	215.400600ms	3.8258445236885445E-5	48.962500ms	100	48.962500ms	0.021037239956822426	0s	0	0s	0.0	0s	0	0s	0.0	
17	3582	216	19294	1200	3	1.67124932E9	17	1.69010094E9	33	1.746738657E9	77	1.95212892E9	34	1.844381706E9	1.7976931348623157E308	0.0	210.219300ms	1100	210.219300ms	7.64376731113403E-6	210.219300ms	1100	210.219300ms	7.64376731113403E-6	50.790500ms	100	50.790500ms	0.020387923236042958	0s	0	0s	0.0	0s	0	0s	0.0	
18	3811	229	20492	1198	3	1.64920965E9	56	1.689191173E9	17	1.69010094E9	80	1.916178748E9	37	1.804828393E9	1.7976931348623157E308	0.0	223.043700ms	1100	223.043700ms	1.1988674219094745E-5	223.043700ms	1100	223.043700ms	1.1988674219094745E-5	48.861900ms	100	48.861900ms	0.018377179827967632	0s	0	0s	0.0	0s	0	0s	0.0	
19	4032	221	21691	1199	3	1.63794667E9	78	1.644731692E9	63	1.681841403E9	50	1.845832379E9	47	1.771105743E9	1.7976931348623157E308	0.0	214.539800ms	1100	214.539800ms	6.208472480907905E-6	214.539800ms	1100	214.539800ms	6.208472480907905E-6	50.039900ms	100	50.039900ms	0.018898768864601283	0s	0	0s	0.0	0s	0	0s	0.0	
20	4249	216	22891	1200	3	1.635910668E9	78	1.644731692E9	1	1.66731794E9	89	1.819976043E9	33	1.746738657E9	1.7976931348623157E308	0.0	210.356400ms	1100	210.356400ms	1.1300190311390835E-6	210.356400ms	1100	210.356400ms	1.1300190311390835E-6	47.430300ms	100	47.430300ms	0.014182659903774188	0s	0	0s	0.0	0s	0	0s	0.0	
21	4469	220	24091	1200	3	1.633569587E9	78	1.644731692E9	8	1.649085866E9	43	1.790572542E9	2	1.720536697E9	1.7976931348623157E308	0.0	214.437700ms	1100	214.437700ms	1.300960679685134E-6	214.437700ms	1100	214.437700ms	1.300960679685134E-6	48.018600ms	100	48.018600ms	0.01375062602772545	0s	0	0s	0.0	0s	0	0s	0.0	
22	4701	231	25291	1200	31	1.601041628E9	0	1.623336493E9	3	1.630483296E9	70	1.755865735E9	67	1.702502268E9	1.7976931348623157E308	0.0	225.334700ms	1100	225.334700ms	1.7175387649458574E-6	225.334700ms	1100	225.334700ms	1.7175387649458574E-6	48.227500ms	100	48.227500ms	0.012024351130369157	0s	0	0s	0.0	0s	0	0s	0.0	
23	4920	218	26488	1197	31	1.54704853E9	15	1.598818999E9	60	1.603767482E9	27	1.743142559E9	96	1.687072659E9	1.7976931348623157E308	0.0	212.857300ms	1100	212.857300ms	3.0657937736928406E-5	212.857300ms	1100	212.857300ms	3.0657937736928406E-5	46.797400ms	100	46.797400ms	0.009113684489560198	0s	0	0s	0.0	0s	0	0s	0.0	
24	5140	220	27687	1199	31	1.542940173E9	26	1.571635393E9	87	1.596730771E9	2	1.719065542E9	50	1.665635826E9	1.7976931348623157E308	0.0	214.076300ms	1100	214.076300ms	2.414190587802688E-6	214.076300ms	1100	214.076300ms	2.414190587802688E-6	46.668ms	100	46.668ms	0.012368015880782741	0s	0	0s	0.0	0s	0	0s	0.0	
25	5356	215	28887	1200	31	1.525818805E9	38	1.562545763E9	26	1.571635393E9	48	1.708522441E9	72	1.651814586E9	1.7976931348623157E308	0.0	207.903200ms	1100	207.903200ms	1.008780526450138E-5	207.903200ms	1100	207.903200ms	1.008780526450138E-5	60.179600ms	100	60.179600ms	0.00837218897053762	0s	0	0s	0.0	0s	0	0s	0.0	
26	5574	218	30087	1200	31	1.510944605E9	7	1.547865019E9	54	1.553423848E9	71	1.684754195E9	20	1.637203013E9	1.7976931348623157E308	0.0	212.119300ms	1100	212.119300ms	8.8621269810605E-6	212.119300ms	1100	212.119300ms	8.8621269810605E-6	47.518500ms	100	47.518500ms	0.0074688619405675035	0s	0	0s	0.0	0s	0	0s	0.0	
27	5798	223	31287	1200	31	1.499817814E9	91	1.508542273E9	88	1.528822566E9	63	1.681841403E9	55	1.620783105E9	1.7976931348623157E308	0.0	216.969500ms	1100	216.969500ms	6.694662737456548E-6	216.969500ms	1100	216.969500ms	6.694662737456548E-6	49.905500ms	100	49.905500ms	0.010526134454446919	0s	0	0s	0.0	0s	0	0s	0.0	
28	6015	217	32487	1200	31	1.490659358E9	91	1.508542273E9	76	1.518103549E9	99	1.649870963E9	78	1.610497224E9	1.7976931348623157E308	0.0	211.182ms	1100	211.182ms	5.5512536344024735E-6	211.182ms	1100	211.182ms	5.5512536344024735E-6	48.697ms	100	48.697ms	0.008951256734126658	0s	0	0s	0.0	0s	0	0s	0.0	
29	6240	224	33687	1200	74	1.482011293E9	31	1.485645596E9	75	1.501857763E9	92	1.648388487E9	41	1.597736296E9	1.7976931348623157E308	0.0	218.252100ms	1100	218.252100ms	3.0576841248699325E-6	218.252100ms	1100	218.252100ms	3.0576841248699325E-6	48.997900ms	100	48.997900ms	0.008782051790229603	0s	0	0s	0.0	0s	0	0s	0.0	
30	6467	227	34887	1200	74	1.448166794E9	31	1.485645596E9	52	1.486002602E9	83	1.631692629E9	61	1.581232893E9	1.7976931348623157E308	0.0	219.943800ms	1100	219.943800ms	2.076079076385043E-5	219.943800ms	1100	219.943800ms	2.076079076385043E-5	63.804ms	100	63.804ms	0.007789515633446761	0s	0	0s	0.0	0s	0	0s	0.0	
31	6684	217	36087	1200	74	1.437874098E9	31	1.485645596E9	52	1.486002602E9	83	1.631692629E9	46	1.565636135E9	1.7976931348623157E308	0.0	210.701500ms	1100	210.701500ms	6.461269794614759E-6	210.701500ms	1100	210.701500ms	6.461269794614759E-6	49.255800ms	100	49.255800ms	0.0054112308665337375	0s	0	0s	0.0	0s	0	0s	0.0	
32	6903	218	37287	1200	74	1.434303557E9	31	1.485645596E9	52	1.486002602E9	86	1.612098292E9	39	1.559838721E9	1.7976931348623157E308	0.0	212.212700ms	1100	212.212700ms	2.257462157605674E-6	212.212700ms	1100	212.212700ms	2.257462157605674E-6	49.094100ms	100	49.094100ms	0.0047217466522199636	0s	0	0s	0.0	0s	0	0s	0.0	
33	7125	222	38487	1200	74	1.427720895E9	31	1.485645596E9	52	1.486002602E9	58	1.612037602E9	37	1.547387966E9	1.7976931348623157E308	0.0	216.343600ms	1100	216.343600ms	4.172225713735847E-6	216.343600ms	1100	216.343600ms	4.172225713735847E-6	48.492200ms	100	48.492200ms	0.00602225940772995	0s	0	0s	0.0	0s	0	0s	0.0	
34	7354	229	39687	1200	74	1.416021833E9	47	1.471843022E9	78	1.484013196E9	86	1.604946804E9	13	1.54071521E9	1.7976931348623157E308	0.0	222.979100ms	1100	222.979100ms	7.4492927478594674E-6	222.979100ms	1100	222.979100ms	7.4492927478594674E-6	47.904400ms	100	47.904400ms	0.006217260421395369	0s	0	0s	0.0	0s	0	0s	0.0	
35	7572	218	40887	1200	74	1.407903314E9	14	1.47073778E9	47	1.471843022E9	53	1.59879822E9	98	1.536253925E9	1.7976931348623157E308	0.0	212.187400ms	1100	212.187400ms	5.212117247193464E-6	212.187400ms	1100	212.187400ms	5.212117247193464E-6	45.345700ms	100	45.345700ms	0.004202740560996459	0s	0	0s	0.0	0s	0	0s	0.0	
36	7789	216	42087	1200	74	1.39799874E9	67	1.433904867E9	44	1.459057254E9	53	1.59879822E9	22	1.520785471E9	1.7976931348623157E308	0.0	210.796800ms	1100	210.796800ms	6.395437877219281E-6	210.796800ms	1100	210.796800ms	6.395437877219281E-6	47.103600ms	100	47.103600ms	0.006498950699542106	0s	0	0s	0.0	0s	0	0s	0.0	
37	8007	218	43286	1199	74	1.391237314E9	67	1.433904867E9	29	1.442455217E9	86	1.571574325E9	0	1.512533026E9	1.7976931348623157E308	0.0	212.490700ms	1100	212.490700ms	4.396821494339065E-6	212.490700ms	1100	212.490700ms	4.396821494339065E-6	46.816ms	100	46.816ms	0.007280286290269662	0s	0	0s	0.0	0s	0	0s	0.0	
38	8251	243	44486	1200	74	1.368473726E9	30	1.430965322E9	67	1.433904867E9	53	1.561114669E9	46	1.505789049E9	1.7976931348623157E308	0.0	236.380100ms	1100	236.380100ms	1.4874652010009895E-5	236.380100ms	1100	236.380100ms	1.4874652010009895E-5	62.007900ms	100	62.007900ms	0.006245431955005931	0s	0	0s	0.0	0s	0	0s	0.0	
39	8474	222	45686	1200	74	1.366596708E9	86	1.412874923E9	30	1.430965322E9	5	1.549903966E9	18	1.493506325E9	1.7976931348623157E308	0.0	216.754800ms	1100	216.754800ms	1.2469220033823286E-6	216.754800ms	1100	216.754800ms	1.2469220033823286E-6	47.929300ms	100	47.929300ms	0.007105430639375266	0s	0	0s	0.0	0s	0	0s	0.0	
40	8728	253	46886	1200	74	1.363498098E9	86	1.412874923E9	30	1.430965322E9	40	1.54169209E9	18	1.488832549E9	1.7976931348623157E308	0.0	239.481800ms	1100	239.481800ms	2.0612651598881572E-6	239.481800ms	1100	239.481800ms	2.0612651598881572E-6	55.373ms	100	55.373ms	0.004045884807904302	0s	0	0s	0.0	0s	0	0s	0.0	
41	8943	215	48086	1200	74	1.362584117E9	86	1.412874923E9	60	1.43010195E9	96	1.53326513E9	62	1.480205446E9	1.7976931348623157E308	0.0	209.978400ms	1100	209.978400ms	6.093824548787778E-7	209.978400ms	1100	209.978400ms	6.093824548787778E-7	46.629600ms	100	46.629600ms	0.004747355674395121	0s	0	0s	0.0	0s	0	0s	0.0	
42	9166	223	49286	1200	74	1.351453155E9	86	1.412874923E9	60	1.43010195E9	1	1.518990164E9	11	1.47234763E9	1.7976931348623157E308	0.0	217.205600ms	1100	217.205600ms	7.426371874872182E-6	217.205600ms	1100	217.205600ms	7.426371874872182E-6	46.611200ms	100	46.611200ms	0.0028919411216138512	0s	0	0s	0.0	0s	0	0s	0.0	
43	9385	219	50485	1199	74	1.348806378E9	86	1.412874923E9	63	1.415991698E9	27	1.514466029E9	59	1.470672632E9	1.7976931348623157E308	0.0	211.707400ms	1100	211.707400ms	1.7804249449481325E-6	211.707400ms	1100	211.707400ms	1.7804249449481325E-6	62.001ms	100	62.001ms	0.0030436228360125692	0s	0	0s	0.0	0s	0	0s	0.0	
44	9607	221	51685	1200	74	1.346551396E9	86	1.412874923E9	63	1.415991698E9	4	1.51164455E9	1	1.465978105E9	1.7976931348623157E308	0.0	215.354700ms	1100	215.354700ms	1.5198501948095314E-6	215.354700ms	1100	215.354700ms	1.5198501948095314E-6	46.855800ms	100	46.855800ms	0.0027505801339324544	0s	0	0s	0.0	0s	0	0s	0.0	
45	9826	218	52885	1200	74	1.343053041E9	86	1.412874923E9	33	1.415364066E9	23	1.507745416E9	40	1.454890769E9	1.7976931348623157E308	0.0	212.473200ms	1100	212.473200ms	2.3618279530362493E-6	212.473200ms	1100	212.473200ms	2.3618279530362493E-6	49.29ms	100	49.29ms	0.0039020761335480914	0s	0	0s	0.0	0s	0	0s	0.0	
46	10050	224	54085	1200	74	1.334433495E9	75	1.406648595E9	86	1.412874923E9	23	1.507745416E9	9	1.451083938E9	1.7976931348623157E308	0.0	218.438800ms	1100	218.438800ms	5.834431455705219E-6	218.438800ms	1100	218.438800ms	5.834431455705219E-6	47.933600ms	100	47.933600ms	0.002611726177256468	0s	0	0s	0.0	0s	0	0s	0.0	
47	10269	219	55285	1200	74	1.330390764E9	84	1.377823034E9	10	1.396502229E9	82	1.495436417E9	22	1.446393159E9	1.7976931348623157E308	0.0	213.359700ms	1100	213.359700ms	2.7541350046822456E-6	213.359700ms	1100	213.359700ms	2.7541350046822456E-6	46.700900ms	100	46.700900ms	0.0044651320126322955	0s	0	0s	0.0	0s	0	0s	0.0	
48	10493	224	56485	1200	74	1.328010939E9	84	1.377823034E9	14	1.391951319E9	71	1.485321754E9	21	1.443370695E9	1.7976931348623157E308	0.0	217.988100ms	1100	217.988100ms	1.6261968522861144E-6	217.988100ms	1100	217.988100ms	1.6261968522861144E-6	48.733700ms	100	48.733700ms	0.003923137634330883	0s	0	0s	0.0	0s	0	0s	0.0	
49	10715	221	57685	1200	74	1.327494789E9	84	1.377823034E9	14	1.391951319E9	96	1.477617438E9	62	1.44029445E9	1.7976931348623157E308	0.0	213.863800ms	1100	213.863800ms	3.5333087924754365E-7	213.863800ms	1100	213.863800ms	3.5333087924754365E-7	56.083500ms	100	56.083500ms	0.002617477208468748	0s	0	0s	0.0	0s	0	0s	0.0	
50	10933	217	58885	1200	74	1.327494789E9	84	1.377823034E9	19	1.388214362E9	32	1.471481961E9	40	1.436560625E9	1.7976931348623157E308	0.0	212.070800ms	1100	212.070800ms	0.0	212.070800ms	1100	212.070800ms	0.0	45.520100ms	100	45.520100ms	0.002802396191182386	0s	0	0s	0.0	0s	0	0s	0.0	
51	11322	389	60248	1363	74	1.324445333E9	84	1.377823034E9	19	1.388214362E9	32	1.471481961E9	45	1.433460025E9	1.7976931348623157E308	0.0	364.794700ms	1100	364.794700ms	2.0574941946480887E-6	364.794700ms	1100	364.794700ms	2.0574941946480887E-6	63.613700ms	100	63.613700ms	0.001963696794471884	16.258600ms	163	16.258600ms	2.0849272511514735E-7	16.258600ms	163	16.258600ms	2.0849272511514735E-7	
52	11582	259	61448	1200	74	1.321171927E9	96	1.355721093E9	84	1.377823034E9	32	1.471481961E9	81	1.42771221E9	1.7976931348623157E308	0.0	252.903200ms	1100	252.903200ms	2.2468451979237608E-6	252.903200ms	1100	252.903200ms	2.2468451979237608E-6	53.108100ms	100	53.108100ms	0.0028556818146853614	0s	0	0s	0.0	0s	0	0s	0.0	
53	11830	248	62647	1199	74	1.319964121E9	96	1.355721093E9	88	1.3672373E9	32	1.471481961E9	67	1.426111929E9	1.7976931348623157E308	0.0	242.396ms	1100	242.396ms	8.310844577501127E-7	242.396ms	1100	242.396ms	8.310844577501127E-7	47.976600ms	100	47.976600ms	0.002429967760146514	0s	0	0s	0.0	0s	0	0s	0.0	
