"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	276	276	1299	1299	50	3.523638344E9	62	4.413741637E9	84	4.429505453E9	15	4.821143089E9	8	4.531875571E9	1.7976931348623157E308	0.0	263.812400ms	1100	263.812400ms	2.302303534598484E-4	263.812400ms	1100	263.812400ms	2.302303534598484E-4	75.236300ms	100	75.236300ms	0.06370467839578894	0s	0	0s	0.0	0s	0	0s	0.0	
3	528	252	2499	1200	50	3.242631269E9	60	4.097563719E9	11	4.105364197E9	82	4.517874237E9	87	4.21379661E9	1.7976931348623157E308	0.0	243.368200ms	1100	243.368200ms	7.249920460983817E-5	243.368200ms	1100	243.368200ms	7.249920460983817E-5	58.738300ms	100	58.738300ms	0.06698677699357647	0s	0	0s	0.0	0s	0	0s	0.0	
4	769	241	3698	1199	50	3.082843305E9	60	3.773856577E9	39	3.795197965E9	78	4.170127857E9	75	3.897021671E9	1.7976931348623157E308	0.0	234.052400ms	1100	234.052400ms	4.479750344828534E-5	234.052400ms	1100	234.052400ms	4.479750344828534E-5	51.817200ms	100	51.817200ms	0.0750387779604913	0s	0	0s	0.0	0s	0	0s	0.0	
5	1003	233	4898	1200	50	3.019818286E9	53	3.462459936E9	17	3.4675388E9	7	3.996524995E9	44	3.597967806E9	1.7976931348623157E308	0.0	226.474200ms	1100	226.474200ms	1.8585268905901035E-5	226.474200ms	1100	226.474200ms	1.8585268905901035E-5	53.540300ms	100	53.540300ms	0.07650183074513721	0s	0	0s	0.0	0s	0	0s	0.0	
6	1236	232	6098	1200	50	2.941625379E9	34	3.130264253E9	20	3.132169885E9	12	3.560880588E9	74	3.29642196E9	1.7976931348623157E308	0.0	225.814600ms	1100	225.814600ms	2.3539317328675455E-5	225.814600ms	1100	225.814600ms	2.3539317328675455E-5	51.008400ms	100	51.008400ms	0.08269574696155538	0s	0	0s	0.0	0s	0	0s	0.0	
7	1475	239	7298	1200	50	2.849333038E9	53	2.855301455E9	41	2.877705549E9	75	3.407462279E9	19	3.008316722E9	1.7976931348623157E308	0.0	229.524300ms	1100	229.524300ms	2.852237024496319E-5	229.524300ms	1100	229.524300ms	2.852237024496319E-5	69.262700ms	100	69.262700ms	0.0836482234950335	0s	0	0s	0.0	0s	0	0s	0.0	
8	1716	240	8498	1200	97	2.60403251E9	14	2.614185363E9	57	2.618658903E9	40	3.027081544E9	17	2.775668233E9	1.7976931348623157E308	0.0	233.609400ms	1100	233.609400ms	1.4785844260250587E-5	233.609400ms	1100	233.609400ms	1.4785844260250587E-5	52.446600ms	100	52.446600ms	0.08139029395084614	0s	0	0s	0.0	0s	0	0s	0.0	
9	1958	242	9698	1200	34	2.38402116E9	47	2.397170166E9	45	2.411899375E9	82	2.750067617E9	67	2.532559449E9	1.7976931348623157E308	0.0	235.514300ms	1100	235.514300ms	5.418284993963947E-5	235.514300ms	1100	235.514300ms	5.418284993963947E-5	51.040800ms	100	51.040800ms	0.08356508531978711	0s	0	0s	0.0	0s	0	0s	0.0	
10	2196	237	10898	1200	59	2.235528313E9	73	2.244030092E9	34	2.265007266E9	16	2.514630152E9	64	2.353965709E9	1.7976931348623157E308	0.0	230.702200ms	1100	230.702200ms	4.538317482505449E-5	230.702200ms	1100	230.702200ms	4.538317482505449E-5	52.528300ms	100	52.528300ms	0.06738785840747752	0s	0	0s	0.0	0s	0	0s	0.0	
11	2441	245	12098	1200	91	2.075803143E9	97	2.10284057E9	1	2.113372193E9	17	2.409150359E9	20	2.22886222E9	1.7976931348623157E308	0.0	235.889400ms	1100	235.889400ms	2.1585453218181596E-5	235.889400ms	1100	235.889400ms	2.1585453218181596E-5	50.043800ms	100	50.043800ms	0.055373776763076206	0s	0	0s	0.0	0s	0	0s	0.0	
