"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	21	21	213561	213561	20	4.097991535E9	27	4.115772973E9	35	4.117438758E9	15	4.61194611E9	21	4.215954402E9	1.7976931348623157E308	0.0	15.197100ms	210	15.197100ms	8.878980816350143E-5	15.197100ms	210	15.197100ms	8.878980816350143E-5	48.679900ms	100	48.679900ms	0.04200961990685521	0s	0	0s	0.0	0s	0	0s	0.0	
3	42	20	213870	309	16	3.756515253E9	11	3.779759164E9	19	3.786929418E9	34	4.193102982E9	35	3.868659353E9	1.7976931348623157E308	0.0	14.096500ms	210	14.096500ms	7.405380050865499E-5	14.096500ms	210	14.096500ms	7.405380050865499E-5	47.822500ms	100	47.822500ms	0.039866230503880946	0s	0	0s	0.0	0s	0	0s	0.0	
4	63	20	214179	309	46	3.364338162E9	13	3.387740412E9	19	3.392431171E9	37	3.897721425E9	31	3.559431639E9	1.7976931348623157E308	0.0	14.419600ms	210	14.419600ms	7.710540716264124E-5	14.419600ms	210	14.419600ms	7.710540716264124E-5	47.465ms	100	47.465ms	0.042301861334334834	0s	0	0s	0.0	0s	0	0s	0.0	
5	83	20	214489	310	34	3.111367211E9	12	3.12095617E9	5	3.126480892E9	37	3.897721425E9	15	3.257390423E9	1.7976931348623157E308	0.0	14.454300ms	210	14.454300ms	7.359267579447551E-5	14.454300ms	210	14.454300ms	7.359267579447551E-5	47.251ms	100	47.251ms	0.03928170372661744	0s	0	0s	0.0	0s	0	0s	0.0	
6	104	20	214799	310	4	2.8705609E9	31	2.883664075E9	28	2.88594546E9	24	3.334206814E9	18	2.983240896E9	1.7976931348623157E308	0.0	14.568ms	210	14.568ms	5.5078363518087E-5	14.568ms	210	14.568ms	5.5078363518087E-5	46.256ms	100	46.256ms	0.043967529837631615	0s	0	0s	0.0	0s	0	0s	0.0	
7	126	22	215109	310	5	2.601915201E9	8	2.621185873E9	48	2.667239371E9	18	2.964683645E9	44	2.750800043E9	1.7976931348623157E308	0.0	14.321300ms	210	14.321300ms	7.361406682044668E-5	14.321300ms	210	14.321300ms	7.361406682044668E-5	55.620500ms	100	55.620500ms	0.03746588489422638	0s	0	0s	0.0	0s	0	0s	0.0	
8	147	20	215418	309	25	2.452378809E9	12	2.462904445E9	34	2.473167994E9	22	2.938311834E9	45	2.580936309E9	1.7976931348623157E308	0.0	14.451200ms	210	14.451200ms	3.146971085612196E-5	14.451200ms	210	14.451200ms	3.146971085612196E-5	45.668ms	100	45.668ms	0.03402429014475543	0s	0	0s	0.0	0s	0	0s	0.0	
9	167	20	215728	310	17	2.313403493E9	18	2.325729642E9	32	2.354009772E9	22	2.622100822E9	25	2.440158226E9	1.7976931348623157E308	0.0	14.480300ms	210	14.480300ms	2.3729308118056313E-5	14.480300ms	210	14.480300ms	2.3729308118056313E-5	44.772100ms	100	44.772100ms	0.025241982951568483	0s	0	0s	0.0	0s	0	0s	0.0	
10	187	20	216037	309	21	2.235122824E9	10	2.246818549E9	3	2.247447144E9	39	2.611269091E9	36	2.327759837E9	1.7976931348623157E308	0.0	14.559700ms	210	14.559700ms	6.101784477512047E-5	14.559700ms	210	14.559700ms	6.101784477512047E-5	44.715400ms	100	44.715400ms	0.022060508194309873	0s	0	0s	0.0	0s	0	0s	0.0	
11	207	19	216346	309	19	2.139126789E9	36	2.140459973E9	8	2.157169901E9	38	2.354902724E9	46	2.227160726E9	1.7976931348623157E308	0.0	14.076ms	210	14.076ms	3.0109117703894106E-5	14.076ms	210	14.076ms	3.0109117703894106E-5	44.675700ms	100	44.675700ms	0.022266349409341853	0s	0	0s	0.0	0s	0	0s	0.0	
