"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	271	271	1407892	1407892	0	1312301.0	5	1527634.0	6	1578238.0	9	1740710.0	8	1650750.0	1.7976931348623157E308	0.0	199.020900ms	550	199.020900ms	3.7317277738498165E-4	199.020900ms	550	199.020900ms	3.7317277738498165E-4	670.892900ms	20	670.892900ms	0.01772080393884491	0s	0	0s	0.0	0s	0	0s	0.0	
3	493	222	1408462	570	0	1133275.0	4	1304518.0	1	1364530.0	9	1740710.0	6	1578238.0	1.7976931348623157E308	0.0	205.997600ms	550	205.997600ms	2.480389927172334E-4	205.997600ms	550	205.997600ms	2.480389927172334E-4	157.619900ms	20	157.619900ms	0.03071448038686882	0s	0	0s	0.0	0s	0	0s	0.0	
4	704	210	1409032	570	0	974383.0	7	1097812.0	3	1156440.0	9	1740710.0	8	1425979.0	1.7976931348623157E308	0.0	200.780800ms	550	200.780800ms	2.5492007275775566E-4	200.780800ms	550	200.780800ms	2.5492007275775566E-4	88.667ms	20	88.667ms	0.041116981352439595	0s	0	0s	0.0	0s	0	0s	0.0	
5	894	189	1409602	570	0	907803.0	7	1097812.0	5	1150466.0	8	1425979.0	4	1304518.0	1.7976931348623157E308	0.0	181.141100ms	550	181.141100ms	1.2423712796153608E-4	181.141100ms	550	181.141100ms	1.2423712796153608E-4	71.294300ms	20	71.294300ms	0.039358110190176585	0s	0	0s	0.0	0s	0	0s	0.0	
6	1082	187	1410172	570	4	837241.0	0	871797.0	6	1004225.0	1	1364530.0	9	1110816.0	1.7976931348623157E308	0.0	179.799100ms	550	179.799100ms	7.21141641363319E-5	179.799100ms	550	179.799100ms	7.21141641363319E-5	69.389600ms	20	69.389600ms	0.053878802816584706	0s	0	0s	0.0	0s	0	0s	0.0	
7	1299	217	1410742	570	4	768612.0	0	871797.0	6	1004225.0	3	1156440.0	7	1097812.0	1.7976931348623157E308	0.0	185.284100ms	550	185.284100ms	1.4903713506624741E-4	185.284100ms	550	185.284100ms	1.4903713506624741E-4	341.834700ms	20	341.834700ms	0.018242832595215374	0s	0	0s	0.0	0s	0	0s	0.0	
8	1486	187	1411312	570	4	729015.0	0	871797.0	5	944055.0	1	1124094.0	8	1035288.0	1.7976931348623157E308	0.0	182.350400ms	550	182.350400ms	9.366825583590346E-5	182.350400ms	550	182.350400ms	9.366825583590346E-5	39.074100ms	20	39.074100ms	0.012957673551402277	0s	0	0s	0.0	0s	0	0s	0.0	
9	1672	185	1411882	570	4	689445.0	0	871797.0	5	944055.0	2	1110615.0	7	1019955.0	1.7976931348623157E308	0.0	180.478700ms	550	180.478700ms	9.868857917251975E-5	180.478700ms	550	180.478700ms	9.868857917251975E-5	40.876600ms	20	40.876600ms	0.008121559334191591	0s	0	0s	0.0	0s	0	0s	0.0	
10	1855	183	1412452	570	4	666424.0	0	871797.0	5	944055.0	2	1110615.0	7	1019955.0	1.7976931348623157E308	0.0	178.161900ms	550	178.161900ms	6.071022871492819E-5	178.161900ms	550	178.161900ms	6.071022871492819E-5	33.629500ms	20	33.629500ms	2.2824566690621273E-4	0s	0	0s	0.0	0s	0	0s	0.0	
11	2050	194	1413022	570	4	647213.0	3	844014.0	0	871797.0	2	1080939.0	9	991154.0	1.7976931348623157E308	0.0	190.212ms	550	190.212ms	5.241271459174786E-5	190.212ms	550	190.212ms	5.241271459174786E-5	33.193700ms	20	33.193700ms	0.019309422275350496	0s	0	0s	0.0	0s	0	0s	0.0	
