"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	100	100	3070698	3070698	0	1278312.0	null	null	null	null	0	1278312.0	0	1278312.0	1.7976931348623157E308	0.0	93.283900ms	300	93.283900ms	6.312222694306871E-4	93.283900ms	300	93.283900ms	6.312222694306871E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
3	188	88	3070998	300	0	1100195.0	null	null	null	null	0	1100195.0	0	1100195.0	1.7976931348623157E308	0.0	87.820800ms	300	87.820800ms	4.6445885928735183E-4	87.820800ms	300	87.820800ms	4.6445885928735183E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
4	274	86	3071298	300	0	973966.0	null	null	null	null	0	973966.0	0	973966.0	1.7976931348623157E308	0.0	85.423ms	300	85.423ms	3.824443242637291E-4	85.423ms	300	85.423ms	3.824443242637291E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
5	363	88	3071598	300	0	908427.0	null	null	null	null	0	908427.0	0	908427.0	1.7976931348623157E308	0.0	87.739600ms	300	87.739600ms	2.2430283329534452E-4	87.739600ms	300	87.739600ms	2.2430283329534452E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
6	462	99	3071898	300	0	876432.0	null	null	null	null	0	876432.0	0	876432.0	1.7976931348623157E308	0.0	98.908300ms	300	98.908300ms	1.1740073775878528E-4	98.908300ms	300	98.908300ms	1.1740073775878528E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
7	557	94	3072198	300	0	826456.0	null	null	null	null	0	826456.0	0	826456.0	1.7976931348623157E308	0.0	94.275700ms	300	94.275700ms	1.90073692729917E-4	94.275700ms	300	94.275700ms	1.90073692729917E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
8	641	83	3072498	300	0	802115.0	null	null	null	null	0	802115.0	0	802115.0	1.7976931348623157E308	0.0	82.746ms	300	82.746ms	9.81742121379318E-5	82.746ms	300	82.746ms	9.81742121379318E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
9	726	85	3072798	300	0	781039.0	null	null	null	null	0	781039.0	0	781039.0	1.7976931348623157E308	0.0	84.976400ms	300	84.976400ms	8.758511352279083E-5	84.976400ms	300	84.976400ms	8.758511352279083E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
10	808	81	3073098	300	0	766523.0	null	null	null	null	0	766523.0	0	766523.0	1.7976931348623157E308	0.0	81.224100ms	300	81.224100ms	6.195166523908095E-5	81.224100ms	300	81.224100ms	6.195166523908095E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
11	895	86	3073398	300	0	753901.0	null	null	null	null	0	753901.0	0	753901.0	1.7976931348623157E308	0.0	85.979400ms	300	85.979400ms	5.4888546505888666E-5	85.979400ms	300	85.979400ms	5.4888546505888666E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
