"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	1442	1442	6971	6971	527	1342593.0	2034	2353018.0	5042	2560487.0	5042	2560487.0	2034	2353018.0	1.7976931348623157E308	0.0	1.224650800s	1100	1.224650800s	4.256650560789156E-4	1.224650800s	1100	1.224650800s	4.256650560789156E-4	782.506400ms	6	782.506400ms	0.013458701252261415	0s	0	0s	0.0	0s	0	0s	0.0	
3	2063	620	8077	1106	527	949942.0	5042	2246988.0	2034	2353018.0	2034	2353018.0	5042	2246988.0	1.7976931348623157E308	0.0	566.92ms	1100	566.92ms	2.6587018891462605E-4	566.92ms	1100	566.92ms	2.6587018891462605E-4	278.071300ms	6	278.071300ms	0.020753282595631584	0s	0	0s	0.0	0s	0	0s	0.0	
4	2714	650	9183	1106	527	778088.0	2034	2075990.0	5042	2246988.0	5042	2246988.0	2034	2075990.0	1.7976931348623157E308	0.0	612.884800ms	1100	612.884800ms	1.6446362945412362E-4	612.884800ms	1100	612.884800ms	1.6446362945412362E-4	187.712800ms	6	187.712800ms	0.02018260012817617	0s	0	0s	0.0	0s	0	0s	0.0	
5	3264	549	10289	1106	527	727033.0	2034	2075990.0	5042	2127130.0	5042	2127130.0	2034	2075990.0	1.7976931348623157E308	0.0	518.354800ms	1100	518.354800ms	5.96508831438557E-5	518.354800ms	1100	518.354800ms	5.96508831438557E-5	160.968600ms	6	160.968600ms	0.008890271480458881	0s	0	0s	0.0	0s	0	0s	0.0	
6	3955	691	11395	1106	527	686159.0	5042	2013894.0	2034	2075990.0	2034	2075990.0	5042	2013894.0	1.7976931348623157E308	0.0	667.546800ms	1100	667.546800ms	5.1109346918477975E-5	667.546800ms	1100	667.546800ms	5.1109346918477975E-5	110.137700ms	6	110.137700ms	0.008972019354200536	0s	0	0s	0.0	0s	0	0s	0.0	
7	4410	455	12501	1106	527	663354.0	5042	2013894.0	2034	2027405.0	2034	2027405.0	5042	2013894.0	1.7976931348623157E308	0.0	433.14ms	1100	433.14ms	3.0214306278600384E-5	433.14ms	1100	433.14ms	3.0214306278600384E-5	96.825ms	6	96.825ms	0.003919053614494387	0s	0	0s	0.0	0s	0	0s	0.0	
8	4939	528	13607	1106	527	635740.0	2034	1812080.0	5042	2013894.0	5042	2013894.0	2034	1812080.0	1.7976931348623157E308	0.0	505.735500ms	1100	505.735500ms	3.784349889144616E-5	505.735500ms	1100	505.735500ms	3.784349889144616E-5	98.139200ms	6	98.139200ms	0.01770119931636747	0s	0	0s	0.0	0s	0	0s	0.0	
9	5492	553	14713	1106	527	614731.0	5042	1772265.0	2034	1812080.0	2034	1812080.0	5042	1772265.0	1.7976931348623157E308	0.0	532.145800ms	1100	532.145800ms	3.004229859548069E-5	532.145800ms	1100	532.145800ms	3.004229859548069E-5	100.152ms	6	100.152ms	0.019996832008040144	0s	0	0s	0.0	0s	0	0s	0.0	
10	6035	542	15819	1106	527	599857.0	2034	1721138.0	5042	1772265.0	5042	1772265.0	2034	1721138.0	1.7976931348623157E308	0.0	526.210900ms	1100	526.210900ms	2.1996317384056093E-5	526.210900ms	1100	526.210900ms	2.1996317384056093E-5	81.693900ms	6	81.693900ms	0.008449346285892759	0s	0	0s	0.0	0s	0	0s	0.0	
11	6512	476	16925	1106	527	586864.0	5042	1709462.0	2034	1721138.0	2034	1721138.0	5042	1709462.0	1.7976931348623157E308	0.0	450.087200ms	1100	450.087200ms	1.9691056671537023E-5	450.087200ms	1100	450.087200ms	1.9691056671537023E-5	130.674100ms	6	130.674100ms	0.005906095683583819	0s	0	0s	0.0	0s	0	0s	0.0	
12	6884	372	18031	1106	527	575176.0	2034	1272506.0	5042	1709462.0	5042	1709462.0	2034	1272506.0	1.7976931348623157E308	0.0	355.850500ms	1100	355.850500ms	1.8105480222768093E-5	355.850500ms	1100	355.850500ms	1.8105480222768093E-5	79.718400ms	6	79.718400ms	0.043443349690727884	0s	0	0s	0.0	0s	0	0s	0.0	
13	7462	577	19137	1106	527	570287.0	2034	1272506.0	5042	1709462.0	5042	1709462.0	2034	1272506.0	1.7976931348623157E308	0.0	559.574800ms	1100	559.574800ms	7.727279049448295E-6	559.574800ms	1100	559.574800ms	7.727279049448295E-6	84.248600ms	6	84.248600ms	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
14	8057	595	20243	1106	527	566089.0	2034	1272506.0	5042	1565794.0	5042	1565794.0	2034	1272506.0	1.7976931348623157E308	0.0	567.866800ms	1100	567.866800ms	6.692005317258917E-6	567.866800ms	1100	567.866800ms	6.692005317258917E-6	143.511200ms	6	143.511200ms	0.014312541382141294	0s	0	0s	0.0	0s	0	0s	0.0	
15	8495	438	21349	1106	527	560354.0	2034	1272506.0	5042	1433747.0	5042	1433747.0	2034	1272506.0	1.7976931348623157E308	0.0	417.847700ms	1100	417.847700ms	9.209923463689177E-6	417.847700ms	1100	417.847700ms	9.209923463689177E-6	104.132500ms	6	104.132500ms	0.014055382338502601	0s	0	0s	0.0	0s	0	0s	0.0	
16	8916	420	22455	1106	527	554243.0	2034	1272506.0	5042	1396872.0	5042	1396872.0	2034	1272506.0	1.7976931348623157E308	0.0	396.202100ms	1100	396.202100ms	9.914187362728826E-6	396.202100ms	1100	396.202100ms	9.914187362728826E-6	131.336700ms	6	131.336700ms	0.0042865535783742454	0s	0	0s	0.0	0s	0	0s	0.0	
17	9617	700	23561	1106	527	549375.0	2034	1272506.0	5042	1396872.0	5042	1396872.0	2034	1272506.0	1.7976931348623157E308	0.0	682.454700ms	1100	682.454700ms	7.984682793385842E-6	682.454700ms	1100	682.454700ms	7.984682793385842E-6	88.750600ms	6	88.750600ms	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
18	10159	542	24667	1106	527	536409.0	2034	1272506.0	5042	1396872.0	5042	1396872.0	2034	1272506.0	1.7976931348623157E308	0.0	519.742ms	1100	519.742ms	2.1455786534284795E-5	519.742ms	1100	519.742ms	2.1455786534284795E-5	116.651100ms	6	116.651100ms	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
19	10714	555	25772	1105	527	530246.0	2034	1272506.0	5042	1396872.0	5042	1396872.0	2034	1272506.0	1.7976931348623157E308	0.0	538.950800ms	1100	538.950800ms	1.0444879322918275E-5	538.950800ms	1100	538.950800ms	1.0444879322918275E-5	90.070800ms	6	90.070800ms	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
