"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	524	524	2150689	2150689	0	984812.0	54	1240301.0	67	1280102.0	99	1345619.0	46	1327356.0	1.7976931348623157E308	0.0	372.734300ms	1100	372.734300ms	2.107635274463143E-4	372.734300ms	1100	372.734300ms	2.107635274463143E-4	1.611780900s	100	1.611780900s	0.0014681875819990264	0s	0	0s	0.0	0s	0	0s	0.0	
3	939	415	2151889	1200	0	838239.0	60	1105596.0	67	1107506.0	99	1345619.0	43	1326574.0	1.7976931348623157E308	0.0	357.308200ms	1100	357.308200ms	1.3530316630806877E-4	357.308200ms	1100	357.308200ms	1.3530316630806877E-4	632.194100ms	100	632.194100ms	0.005584041852512216	0s	0	0s	0.0	0s	0	0s	0.0	
4	1316	376	2153089	1200	0	728984.0	90	1053433.0	60	1105596.0	99	1345619.0	36	1324435.0	1.7976931348623157E308	0.0	356.345900ms	1100	356.345900ms	1.1848974728296733E-4	356.345900ms	1100	356.345900ms	1.1848974728296733E-4	186.715ms	100	186.715ms	0.007674950502524505	0s	0	0s	0.0	0s	0	0s	0.0	
5	1683	367	2154289	1200	0	695343.0	47	980214.0	98	993207.0	99	1345619.0	21	1314410.0	1.7976931348623157E308	0.0	353.183200ms	1100	353.183200ms	4.195253568353667E-5	353.183200ms	1100	353.183200ms	4.195253568353667E-5	121.759200ms	100	121.759200ms	0.025406235552755306	0s	0	0s	0.0	0s	0	0s	0.0	
6	2036	352	2155489	1200	0	675199.0	5	804252.0	1	964769.0	93	1344199.0	6	1296070.0	1.7976931348623157E308	0.0	340.887700ms	1100	340.887700ms	2.633625027177566E-5	340.887700ms	1100	340.887700ms	2.633625027177566E-5	93.129900ms	100	93.129900ms	0.03859171211102295	0s	0	0s	0.0	0s	0	0s	0.0	
7	2386	350	2156688	1199	0	655560.0	5	804252.0	84	837851.0	93	1344199.0	95	1134610.0	1.7976931348623157E308	0.0	337.59ms	1100	337.59ms	2.644203614584203E-5	337.59ms	1100	337.59ms	2.644203614584203E-5	95.620700ms	100	95.620700ms	0.06488416868671272	0s	0	0s	0.0	0s	0	0s	0.0	
8	2734	347	2157888	1200	0	639946.0	77	736452.0	72	780758.0	74	1337156.0	35	1038755.0	1.7976931348623157E308	0.0	335.893600ms	1100	335.893600ms	2.16525496591394E-5	335.893600ms	1100	335.893600ms	2.16525496591394E-5	96.216500ms	100	96.216500ms	0.07646714510768697	0s	0	0s	0.0	0s	0	0s	0.0	
9	3082	348	2159088	1200	0	617895.0	26	685258.0	4	685986.0	74	1215990.0	7	957549.0	1.7976931348623157E308	0.0	336.096ms	1100	336.096ms	3.13250862359693E-5	336.096ms	1100	336.096ms	3.13250862359693E-5	96.604ms	100	96.604ms	0.08845215626747908	0s	0	0s	0.0	0s	0	0s	0.0	
10	3431	348	2160287	1199	0	603306.0	31	642255.0	26	685258.0	74	1128917.0	33	862654.0	1.7976931348623157E308	0.0	336.996300ms	1100	336.996300ms	2.1464370601359933E-5	336.996300ms	1100	336.996300ms	2.1464370601359933E-5	88.499ms	100	88.499ms	0.07724284402561539	0s	0	0s	0.0	0s	0	0s	0.0	
11	3781	350	2161487	1200	35	562246.0	0	593226.0	13	620243.0	60	1022565.0	19	783934.0	1.7976931348623157E308	0.0	338.180100ms	1100	338.180100ms	1.5189035686096903E-5	338.180100ms	1100	338.180100ms	1.5189035686096903E-5	98.948200ms	100	98.948200ms	0.08030894649711648	0s	0	0s	0.0	0s	0	0s	0.0	
