"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	473	473	2150544	2150544	0	975789.0	1	1265318.0	2	1280077.0	97	1363868.0	49	1347267.0	1.7976931348623157E308	0.0	349.900100ms	1100	349.900100ms	2.070042246553059E-4	349.900100ms	1100	349.900100ms	2.070042246553059E-4	1.296521100s	100	1.296521100s	8.513462422676488E-4	0s	0	0s	0.0	0s	0	0s	0.0	
3	844	370	2151744	1200	0	790156.0	71	1245765.0	27	1264172.0	97	1363868.0	47	1346831.0	1.7976931348623157E308	0.0	332.162800ms	1100	332.162800ms	1.7294443032999217E-4	332.162800ms	1100	332.162800ms	1.7294443032999217E-4	374.094800ms	100	374.094800ms	0.001998113910628172	0s	0	0s	0.0	0s	0	0s	0.0	
4	1198	353	2152944	1200	0	700366.0	86	1204137.0	19	1222327.0	97	1363868.0	38	1343995.0	1.7976931348623157E308	0.0	333.099500ms	1100	333.099500ms	1.0330526215996928E-4	333.099500ms	1100	333.099500ms	1.0330526215996928E-4	193.387200ms	100	193.387200ms	0.006048181739322685	0s	0	0s	0.0	0s	0	0s	0.0	
5	1533	335	2154144	1200	0	677877.0	90	904257.0	19	984848.0	97	1363868.0	29	1340513.0	1.7976931348623157E308	0.0	322.993500ms	1100	322.993500ms	2.919123066303254E-5	322.993500ms	1100	322.993500ms	2.919123066303254E-5	102.725600ms	100	102.725600ms	0.022874440924854324	0s	0	0s	0.0	0s	0	0s	0.0	
6	1873	339	2155344	1200	0	655334.0	65	867052.0	90	904257.0	96	1363800.0	4	1287246.0	1.7976931348623157E308	0.0	327.530700ms	1100	327.530700ms	3.023208688838299E-5	327.530700ms	1100	327.530700ms	3.023208688838299E-5	99.064600ms	100	99.064600ms	0.04056358586262277	0s	0	0s	0.0	0s	0	0s	0.0	
7	2214	340	2156542	1198	0	641061.0	65	867052.0	64	888935.0	96	1363800.0	97	1157291.0	1.7976931348623157E308	0.0	327.403300ms	1100	327.403300ms	1.9799757902770987E-5	327.403300ms	1100	327.403300ms	1.9799757902770987E-5	108.378200ms	100	108.378200ms	0.06821429847885023	0s	0	0s	0.0	0s	0	0s	0.0	
8	2552	338	2157742	1200	0	630719.0	66	715316.0	68	741269.0	91	1362463.0	28	1035056.0	1.7976931348623157E308	0.0	326.925ms	1100	326.925ms	1.4666027385565783E-5	326.925ms	1100	326.925ms	1.4666027385565783E-5	89.808500ms	100	89.808500ms	0.09108016286950578	0s	0	0s	0.0	0s	0	0s	0.0	
9	2887	334	2158942	1200	0	618999.0	48	713061.0	66	715316.0	91	1362463.0	77	960200.0	1.7976931348623157E308	0.0	323.391200ms	1100	323.391200ms	1.6892697785456657E-5	323.391200ms	1100	323.391200ms	1.6892697785456657E-5	90.116ms	100	90.116ms	0.07674432500450731	0s	0	0s	0.0	0s	0	0s	0.0	
10	3229	342	2160142	1200	0	606734.0	60	693565.0	72	696231.0	91	1133517.0	99	848762.0	1.7976931348623157E308	0.0	330.720900ms	1100	330.720900ms	1.8012953171168337E-5	330.720900ms	1100	330.720900ms	1.8012953171168337E-5	87.952800ms	100	87.952800ms	0.08929944982676208	0s	0	0s	0.0	0s	0	0s	0.0	
11	3562	332	2161342	1200	50	576777.0	0	590719.0	84	601809.0	71	953878.0	98	797575.0	1.7976931348623157E308	0.0	320.652200ms	1100	320.652200ms	2.399583822414917E-5	320.652200ms	1100	320.652200ms	2.399583822414917E-5	92.954700ms	100	92.954700ms	0.07481035163728426	0s	0	0s	0.0	0s	0	0s	0.0	
12	3894	332	2162542	1200	50	527561.0	90	533478.0	62	545783.0	41	924470.0	58	744868.0	1.7976931348623157E308	0.0	321.180600ms	1100	321.180600ms	7.757212611081612E-5	321.180600ms	1100	321.180600ms	7.757212611081612E-5	88.831800ms	100	88.831800ms	0.06069591793672668	0s	0	0s	0.0	0s	0	0s	0.0	
13	4223	328	2163741	1199	50	517433.0	90	533478.0	62	545783.0	46	824764.0	48	712375.0	1.7976931348623157E308	0.0	317.745100ms	1100	317.745100ms	1.7452527247603075E-5	317.745100ms	1100	317.745100ms	1.7452527247603075E-5	90.395700ms	100	90.395700ms	0.051540234812959405	0s	0	0s	0.0	0s	0	0s	0.0	
14	4552	329	2164941	1200	50	505634.0	27	517757.0	24	530850.0	92	782071.0	49	658465.0	1.7976931348623157E308	0.0	318.714700ms	1100	318.714700ms	2.072995660571246E-5	318.714700ms	1100	318.714700ms	2.072995660571246E-5	88.784300ms	100	88.784300ms	0.057607072281136956	0s	0	0s	0.0	0s	0	0s	0.0	
15	4892	339	2166141	1200	50	498705.0	27	517757.0	24	530850.0	92	782071.0	7	633564.0	1.7976931348623157E308	0.0	327.534200ms	1100	327.534200ms	1.2457807246132425E-5	327.534200ms	1100	327.534200ms	1.2457807246132425E-5	89.575100ms	100	89.575100ms	0.033958333576989665	0s	0	0s	0.0	0s	0	0s	0.0	
16	5228	336	2167341	1200	39	469328.0	50	495492.0	46	500918.0	45	727756.0	88	616819.0	1.7976931348623157E308	0.0	324.460300ms	1100	324.460300ms	5.856987780168814E-6	324.460300ms	1100	324.460300ms	5.856987780168814E-6	92.576900ms	100	92.576900ms	0.0287065666913007	0s	0	0s	0.0	0s	0	0s	0.0	
17	5563	334	2168541	1200	39	451002.0	12	458537.0	68	484490.0	72	696231.0	36	598432.0	1.7976931348623157E308	0.0	322.995800ms	1100	322.995800ms	3.549756247230085E-5	322.995800ms	1100	322.995800ms	3.549756247230085E-5	88.909600ms	100	88.909600ms	0.0243375408968579	0s	0	0s	0.0	0s	0	0s	0.0	
18	5896	333	2169741	1200	39	435234.0	26	446412.0	12	458537.0	72	696231.0	10	580193.0	1.7976931348623157E308	0.0	322.351100ms	1100	322.351100ms	3.1783773585362005E-5	322.351100ms	1100	322.351100ms	3.1783773585362005E-5	92.765700ms	100	92.765700ms	0.028027002456931824	0s	0	0s	0.0	0s	0	0s	0.0	
19	6231	334	2170941	1200	39	415750.0	34	435516.0	26	446412.0	72	696231.0	33	567952.0	1.7976931348623157E308	0.0	324.123300ms	1100	324.123300ms	4.0697021079987494E-5	324.123300ms	1100	324.123300ms	4.0697021079987494E-5	87.830100ms	100	87.830100ms	0.019824398815922857	0s	0	0s	0.0	0s	0	0s	0.0	
20	6563	332	2172141	1200	39	400480.0	34	435516.0	26	446412.0	11	648072.0	43	557922.0	1.7976931348623157E308	0.0	320.680300ms	1100	320.680300ms	3.338982124309841E-5	320.680300ms	1100	320.680300ms	3.338982124309841E-5	88.302300ms	100	88.302300ms	0.01938428562935094	0s	0	0s	0.0	0s	0	0s	0.0	
21	6902	338	2173341	1200	39	396850.0	34	435516.0	26	446412.0	11	648072.0	96	552990.0	1.7976931348623157E308	0.0	327.097300ms	1100	327.097300ms	8.240111865761064E-6	327.097300ms	1100	327.097300ms	8.240111865761064E-6	96.590500ms	100	96.590500ms	0.010367141950857956	0s	0	0s	0.0	0s	0	0s	0.0	
22	7233	330	2174541	1200	39	388427.0	34	435516.0	26	446412.0	11	643664.0	63	541463.0	1.7976931348623157E308	0.0	319.587300ms	1100	319.587300ms	1.92951309746068E-5	319.587300ms	1100	319.587300ms	1.92951309746068E-5	98.395100ms	100	98.395100ms	0.015953286143752757	0s	0	0s	0.0	0s	0	0s	0.0	
23	7564	331	2175741	1200	39	379081.0	34	435516.0	26	446412.0	11	640336.0	60	538997.0	1.7976931348623157E308	0.0	320.832600ms	1100	320.832600ms	2.1873771999278173E-5	320.832600ms	1100	320.832600ms	2.1873771999278173E-5	89.730400ms	100	89.730400ms	0.010909484612421139	0s	0	0s	0.0	0s	0	0s	0.0	
24	7895	330	2176941	1200	39	375911.0	98	423275.0	34	435516.0	76	620983.0	51	529659.0	1.7976931348623157E308	0.0	320.520200ms	1100	320.520200ms	7.602117177643233E-6	320.520200ms	1100	320.520200ms	7.602117177643233E-6	88.000800ms	100	88.000800ms	0.01271982883077686	0s	0	0s	0.0	0s	0	0s	0.0	
