"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	103	103	614350	614350	0	1307268.0	null	null	null	null	0	1307268.0	0	1307268.0	1.7976931348623157E308	0.0	95.054300ms	300	95.054300ms	8.799484125330822E-4	95.054300ms	300	95.054300ms	8.799484125330822E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
3	192	89	614650	300	0	1185354.0	null	null	null	null	0	1185354.0	0	1185354.0	1.7976931348623157E308	0.0	88.382900ms	300	88.382900ms	3.108620420602356E-4	88.382900ms	300	88.382900ms	3.108620420602356E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
4	278	86	614950	300	0	1073189.0	null	null	null	null	0	1073189.0	0	1073189.0	1.7976931348623157E308	0.0	85.796700ms	300	85.796700ms	3.1541913498696025E-4	85.796700ms	300	85.796700ms	3.1541913498696025E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
5	360	81	615250	300	0	987355.0	null	null	null	null	0	987355.0	0	987355.0	1.7976931348623157E308	0.0	81.120300ms	300	81.120300ms	2.666010677833386E-4	81.120300ms	300	81.120300ms	2.666010677833386E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
6	445	84	615550	300	0	883874.0	null	null	null	null	0	883874.0	0	883874.0	1.7976931348623157E308	0.0	84.111500ms	300	84.111500ms	3.493542511727462E-4	84.111500ms	300	84.111500ms	3.493542511727462E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
7	527	81	615850	300	0	854476.0	null	null	null	null	0	854476.0	0	854476.0	1.7976931348623157E308	0.0	81.206900ms	300	81.206900ms	1.1086798947964679E-4	81.206900ms	300	81.206900ms	1.1086798947964679E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
8	611	84	616150	300	0	827482.0	null	null	null	null	0	827482.0	0	827482.0	1.7976931348623157E308	0.0	83.843900ms	300	83.843900ms	1.053043034561533E-4	83.843900ms	300	83.843900ms	1.053043034561533E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
9	694	82	616450	300	0	795365.0	null	null	null	null	0	795365.0	0	795365.0	1.7976931348623157E308	0.0	81.814ms	300	81.814ms	1.2937642953764168E-4	81.814ms	300	81.814ms	1.2937642953764168E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
10	790	96	616750	300	0	766203.0	null	null	null	null	0	766203.0	0	766203.0	1.7976931348623157E308	0.0	95.448400ms	300	95.448400ms	1.222164247441952E-4	95.448400ms	300	95.448400ms	1.222164247441952E-4	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
11	879	89	617050	300	0	747746.0	null	null	null	null	0	747746.0	0	747746.0	1.7976931348623157E308	0.0	88.81ms	300	88.81ms	8.02963879459273E-5	88.81ms	300	88.81ms	8.02963879459273E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
12	976	97	617350	300	0	737311.0	null	null	null	null	0	737311.0	0	737311.0	1.7976931348623157E308	0.0	96.604800ms	300	96.604800ms	4.6517578607352394E-5	96.604800ms	300	96.604800ms	4.6517578607352394E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
13	1064	87	617650	300	0	731581.0	null	null	null	null	0	731581.0	0	731581.0	1.7976931348623157E308	0.0	87.060200ms	300	87.060200ms	2.5904943775421815E-5	87.060200ms	300	87.060200ms	2.5904943775421815E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
14	1149	85	617950	300	0	723761.0	null	null	null	null	0	723761.0	0	723761.0	1.7976931348623157E308	0.0	84.774900ms	300	84.774900ms	3.56305954729097E-5	84.774900ms	300	84.774900ms	3.56305954729097E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
15	1231	81	618250	300	0	720540.0	null	null	null	null	0	720540.0	0	720540.0	1.7976931348623157E308	0.0	80.641200ms	300	80.641200ms	1.4834547131810834E-5	80.641200ms	300	80.641200ms	1.4834547131810834E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
16	1314	83	618550	300	0	705411.0	null	null	null	null	0	705411.0	0	705411.0	1.7976931348623157E308	0.0	82.701400ms	300	82.701400ms	6.998917478557742E-5	82.701400ms	300	82.701400ms	6.998917478557742E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
17	1399	84	618850	300	0	691756.0	null	null	null	null	0	691756.0	0	691756.0	1.7976931348623157E308	0.0	84.074600ms	300	84.074600ms	6.452503103391738E-5	84.074600ms	300	84.074600ms	6.452503103391738E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
18	1479	80	619150	300	0	683262.0	null	null	null	null	0	683262.0	0	683262.0	1.7976931348623157E308	0.0	79.662900ms	300	79.662900ms	4.0929653423075935E-5	79.662900ms	300	79.662900ms	4.0929653423075935E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
19	1564	85	619450	300	0	676842.0	null	null	null	null	0	676842.0	0	676842.0	1.7976931348623157E308	0.0	84.577400ms	300	84.577400ms	3.1320342708946276E-5	84.577400ms	300	84.577400ms	3.1320342708946276E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
20	1646	81	619750	300	0	671304.0	null	null	null	null	0	671304.0	0	671304.0	1.7976931348623157E308	0.0	81.381ms	300	81.381ms	2.727372119342486E-5	81.381ms	300	81.381ms	2.727372119342486E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
21	1736	89	620050	300	0	668150.0	null	null	null	null	0	668150.0	0	668150.0	1.7976931348623157E308	0.0	89.275100ms	300	89.275100ms	1.5661061655127077E-5	89.275100ms	300	89.275100ms	1.5661061655127077E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
22	1824	88	620350	300	0	663458.0	null	null	null	null	0	663458.0	0	663458.0	1.7976931348623157E308	0.0	87.927700ms	300	87.927700ms	2.3407917383820864E-5	87.927700ms	300	87.927700ms	2.3407917383820864E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
23	1933	108	620650	300	0	652678.0	null	null	null	null	0	652678.0	0	652678.0	1.7976931348623157E308	0.0	107.717400ms	300	107.717400ms	5.41606753303651E-5	107.717400ms	300	107.717400ms	5.41606753303651E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
24	2024	91	620950	300	0	651649.0	null	null	null	null	0	651649.0	0	651649.0	1.7976931348623157E308	0.0	90.821700ms	300	90.821700ms	5.255271358924155E-6	90.821700ms	300	90.821700ms	5.255271358924155E-6	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
25	2112	87	621250	300	0	648496.0	null	null	null	null	0	648496.0	0	648496.0	1.7976931348623157E308	0.0	86.989300ms	300	86.989300ms	1.6128314476044532E-5	86.989300ms	300	86.989300ms	1.6128314476044532E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
26	2224	112	621550	300	0	642303.0	null	null	null	null	0	642303.0	0	642303.0	1.7976931348623157E308	0.0	111.243400ms	300	111.243400ms	3.183263016785509E-5	111.243400ms	300	111.243400ms	3.183263016785509E-5	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
27	2336	111	621850	300	0	640869.0	null	null	null	null	0	640869.0	0	640869.0	1.7976931348623157E308	0.0	111.237ms	300	111.237ms	7.441970534155888E-6	111.237ms	300	111.237ms	7.441970534155888E-6	0s	0	0s	0.0	0s	0	0s	0.0	0s	0	0s	0.0	
