"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementCountPerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementCountPerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementCountPerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementCountPerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementCountPerBudgetOfBoostOnBest"	
2	534	534	2150851	2150851	0	946528.0	1	1303973.0	2	1309877.0	99	1392469.0	64	1379608.0	1.7976931348623157E308	0.0	374.741500ms	1100	374.741500ms	2.3951242263024858E-4	374.741500ms	1100	374.741500ms	2.3951242263024858E-4	1.687667800s	100	1.687667800s	0.001174956580009795	0s	0	0s	0.0	0s	0	0s	0.0	
3	941	406	2152050	1199	0	838403.0	78	1158515.0	30	1162428.0	99	1392469.0	40	1374802.0	1.7976931348623157E308	0.0	378.951600ms	1100	378.951600ms	1.0384843823474266E-4	378.951600ms	1100	378.951600ms	1.0384843823474266E-4	275.585800ms	100	275.585800ms	0.008231665861690815	0s	0	0s	0.0	0s	0	0s	0.0	
4	1323	382	2153250	1200	0	767633.0	48	1142165.0	95	1142290.0	99	1392469.0	24	1363816.0	1.7976931348623157E308	0.0	369.329200ms	1100	369.329200ms	7.673680036493622E-5	369.329200ms	1100	369.329200ms	7.673680036493622E-5	99.774200ms	100	99.774200ms	0.01406098335250761	0s	0	0s	0.0	0s	0	0s	0.0	
5	1697	374	2154450	1200	0	718263.0	46	952058.0	17	1055351.0	99	1392469.0	11	1349240.0	1.7976931348623157E308	0.0	362.099400ms	1100	362.099400ms	5.846780711852951E-5	362.099400ms	1100	362.099400ms	5.846780711852951E-5	95.355500ms	100	95.355500ms	0.02618913823445005	0s	0	0s	0.0	0s	0	0s	0.0	
6	2073	375	2155649	1199	0	682640.0	96	858136.0	50	939818.0	89	1390800.0	90	1261716.0	1.7976931348623157E308	0.0	363.081800ms	1100	363.081800ms	4.508730848525605E-5	363.081800ms	1100	363.081800ms	4.508730848525605E-5	93.592900ms	100	93.592900ms	0.05242499427758354	0s	0	0s	0.0	0s	0	0s	0.0	
7	2447	373	2156849	1200	0	649798.0	4	762179.0	30	854767.0	67	1385320.0	23	1111654.0	1.7976931348623157E308	0.0	361.685800ms	1100	361.685800ms	4.373661613202225E-5	361.685800ms	1100	361.685800ms	4.373661613202225E-5	95.714500ms	100	95.714500ms	0.09295542674798529	0s	0	0s	0.0	0s	0	0s	0.0	
8	2826	378	2158049	1200	0	622975.0	47	747555.0	93	759852.0	99	1308544.0	49	1007446.0	1.7976931348623157E308	0.0	366.390500ms	1100	366.390500ms	3.752634734878443E-5	366.390500ms	1100	366.390500ms	3.752634734878443E-5	92.785200ms	100	92.785200ms	0.08638426197803513	0s	0	0s	0.0	0s	0	0s	0.0	
9	3199	373	2159249	1200	0	616200.0	47	747555.0	93	759852.0	63	1279447.0	58	918429.0	1.7976931348623157E308	0.0	359.816200ms	1100	359.816200ms	9.886577967159043E-6	359.816200ms	1100	359.816200ms	9.886577967159043E-6	120.248900ms	100	120.248900ms	0.08149375179958378	0s	0	0s	0.0	0s	0	0s	0.0	
10	3578	378	2160449	1200	0	602748.0	37	615900.0	50	641375.0	1	1061648.0	62	850471.0	1.7976931348623157E308	0.0	366.824ms	1100	366.824ms	1.9845976808002113E-5	366.824ms	1100	366.824ms	1.9845976808002113E-5	96.899900ms	100	96.899900ms	0.08119532194908699	0s	0	0s	0.0	0s	0	0s	0.0	
11	3953	375	2161648	1199	75	542478.0	65	546493.0	40	572795.0	94	946111.0	19	778625.0	1.7976931348623157E308	0.0	362.888800ms	1100	362.888800ms	2.7005104500177042E-5	362.888800ms	1100	362.888800ms	2.7005104500177042E-5	88.094200ms	100	88.094200ms	0.06705808165806289	0s	0	0s	0.0	0s	0	0s	0.0	
