"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	878	878	400797	400797	12	4154943.086464802	0	4169197.3041650346	25	4179225.127443847	45	4413133.619662077	33	4368506.164130406	1.7976931348623157E308	0.0	273.532500ms	205	1	1.262126254017294E-4	273.532500ms	205	1	1.262126254017294E-4	5.759109200s	100	0	0.00545625808067462	0s	0	0	0.0	0s	0	0	0.0	
3	1301	423	401101	304	12	4056053.114120622	2	4135024.757998854	0	4169197.3041650346	45	4413133.619662077	16	4352881.978831913	1.7976931348623157E308	0.0	256.706700ms	205	1	1.1610029282168452E-4	256.706700ms	205	1	1.1610029282168452E-4	1.584357100s	100	0	0.00198010586576466	0s	0	0	0.0	0s	0	0	0.0	
4	1702	400	401406	305	22	3935265.547213186	12	4045069.949796086	29	4125902.4450093447	45	4413133.619662077	34	4306584.971005096	1.7976931348623157E308	0.0	252.289100ms	205	1	1.3209001418812969E-5	252.289100ms	205	1	1.3209001418812969E-5	959.953900ms	100	0	0.003984057529269392	0s	0	0	0.0	0s	0	0	0.0	
5	1902	199	401711	305	22	3888584.890865262	12	4045069.949796086	18	4059791.84647546	45	4413133.619662077	35	4299053.50033383	1.7976931348623157E308	0.0	102.172300ms	205	1	5.786407957440548E-5	102.172300ms	205	1	5.786407957440548E-5	863.584500ms	100	0	0.0017628255965873862	0s	0	0	0.0	0s	0	0	0.0	
6	2170	267	402014	303	22	3863073.6548684957	12	4045069.949796086	18	4059791.84647546	44	4404914.367168633	14	4292857.685849403	1.7976931348623157E308	0.0	175.468200ms	205	1	3.200265832825189E-5	175.468200ms	205	1	3.200265832825189E-5	768.298ms	100	0	6.985533265368548E-4	0s	0	0	0.0	0s	0	0	0.0	
7	2306	135	402319	305	22	3829544.932762484	12	4045069.949796086	18	4059791.84647546	44	4404914.367168633	27	4285792.8007989535	1.7976931348623157E308	0.0	40.178300ms	205	1	4.2337981771178865E-5	40.178300ms	205	1	4.2337981771178865E-5	835.792700ms	100	0	7.288051079682534E-4	0s	0	0	0.0	0s	0	0	0.0	
8	2455	149	402623	304	22	3756254.5220410544	12	4045069.949796086	18	4059791.84647546	44	4404914.367168633	5	4285451.882333193	1.7976931348623157E308	0.0	39.397200ms	205	1	9.335683610408082E-5	39.397200ms	205	1	9.335683610408082E-5	860.430700ms	100	0	2.281488319580738E-4	0s	0	0	0.0	0s	0	0	0.0	
9	2648	192	402928	305	22	3717573.8211321663	12	4045069.949796086	18	4059791.84647546	32	4398062.985007661	20	4285224.514022223	1.7976931348623157E308	0.0	89.297900ms	205	1	5.0232577369247996E-5	89.297900ms	205	1	5.0232577369247996E-5	934.987300ms	100	0	2.7520610852854954E-4	0s	0	0	0.0	0s	0	0	0.0	
10	3059	410	403233	305	22	3666122.461353571	12	4045069.949796086	18	4059791.84647546	32	4398062.985007661	20	4285224.514022223	1.7976931348623157E308	0.0	295.208ms	205	1	6.75123763234325E-5	295.208ms	205	1	6.75123763234325E-5	996.111400ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
11	3209	150	403538	305	22	3620564.097470238	12	4045069.949796086	18	4059791.84647546	32	4398062.985007661	20	4285224.514022223	1.7976931348623157E308	0.0	48.591900ms	205	1	6.061879375956846E-5	48.591900ms	205	1	6.061879375956846E-5	902.655100ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
12	3381	171	403843	305	22	3590603.882483894	12	4045069.949796086	18	4059791.84647546	32	4398062.985007661	20	4285224.514022223	1.7976931348623157E308	0.0	84.579400ms	205	1	4.036591708993725E-5	84.579400ms	205	1	4.036591708993725E-5	832.579600ms	100	0	8.890073306908609E-5	0s	0	0	0.0	0s	0	0	0.0	
13	3509	127	404148	305	22	3548929.5615166165	12	4045069.949796086	18	4059791.84647546	32	4398062.985007661	42	4281897.136426127	1.7976931348623157E308	0.0	48.554200ms	205	1	5.661704193096737E-5	48.554200ms	205	1	5.661704193096737E-5	715.975ms	100	0	4.107615086522476E-4	0s	0	0	0.0	0s	0	0	0.0	
14	3640	131	404452	304	22	3510270.0983908293	12	4045069.949796086	18	4059791.84647546	32	4398062.985007661	42	4281897.136426127	1.7976931348623157E308	0.0	36.610900ms	205	1	5.313792333327419E-5	36.610900ms	205	1	5.313792333327419E-5	821.761700ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
15	3781	140	404757	305	22	3471724.899898802	12	4045069.949796086	18	4059791.84647546	32	4398062.985007661	14	4273627.264246151	1.7976931348623157E308	0.0	44.030500ms	205	1	5.3564356367872865E-5	44.030500ms	205	1	5.3564356367872865E-5	887.176400ms	100	0	2.126659197737546E-4	0s	0	0	0.0	0s	0	0	0.0	
16	3911	129	405062	305	22	3427357.042898594	12	4045069.949796086	18	4059791.84647546	32	4398062.985007661	14	4273627.264246151	1.7976931348623157E308	0.0	41.319500ms	205	1	6.234035730740942E-5	41.319500ms	205	1	6.234035730740942E-5	805.662500ms	100	0	9.342960302488934E-5	0s	0	0	0.0	0s	0	0	0.0	
17	4051	140	405367	305	22	3347266.2928203573	12	4045069.949796086	18	4059791.84647546	32	4398062.985007661	14	4273627.264246151	1.7976931348623157E308	0.0	48.989200ms	205	1	1.139906291808696E-4	48.989200ms	205	1	1.139906291808696E-4	845.976700ms	100	0	5.3194169611353594E-5	0s	0	0	0.0	0s	0	0	0.0	
18	4140	88	405672	305	22	3316381.0122151095	12	4045069.949796086	18	4059791.84647546	32	4398062.985007661	14	4273627.264246151	1.7976931348623157E308	0.0	37.550900ms	205	1	4.500983555285311E-5	37.550900ms	205	1	4.500983555285311E-5	393.778800ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
19	4219	79	405976	304	22	3276932.6536322413	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	37	4271944.406141532	1.7976931348623157E308	0.0	38.085800ms	205	1	5.8024399720246755E-5	38.085800ms	205	1	5.8024399720246755E-5	349.134300ms	100	0	7.315694662790473E-5	0s	0	0	0.0	0s	0	0	0.0	
20	4308	88	406280	304	22	3262462.1813686057	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	37	4271944.406141532	1.7976931348623157E308	0.0	39.967300ms	205	1	2.1540775182080154E-5	39.967300ms	205	1	2.1540775182080154E-5	394.794600ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
21	4388	79	406584	304	22	3233006.007018253	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	37	4271944.406141532	1.7976931348623157E308	0.0	37.788400ms	205	1	4.404301027247323E-5	37.788400ms	205	1	4.404301027247323E-5	368.831800ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
22	4476	88	406889	305	22	3226815.829127129	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	37	4271944.406141532	1.7976931348623157E308	0.0	42.873400ms	205	1	9.33991141595498E-6	42.873400ms	205	1	9.33991141595498E-6	347.849800ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
23	4590	114	407194	305	22	3183898.468790564	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	37	4271944.406141532	1.7976931348623157E308	0.0	70.108300ms	205	1	6.487912181469823E-5	70.108300ms	205	1	6.487912181469823E-5	354.588800ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
24	4680	89	407499	305	22	3110161.4978343584	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	37	4271944.406141532	1.7976931348623157E308	0.0	35.159600ms	205	1	1.1297236541164519E-4	35.159600ms	205	1	1.1297236541164519E-4	403.152100ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
25	4769	89	407804	305	22	3052543.028162553	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	37	4271944.406141532	1.7976931348623157E308	0.0	42.725900ms	205	1	9.037013219790444E-5	42.725900ms	205	1	9.037013219790444E-5	363.961700ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
26	4858	88	408107	303	22	3032559.0647492465	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	49	4267913.9631095575	1.7976931348623157E308	0.0	44.030400ms	205	1	3.19349301412701E-5	44.030400ms	205	1	3.19349301412701E-5	371.642ms	100	0	9.535964945261877E-5	0s	0	0	0.0	0s	0	0	0.0	
27	4946	87	408411	304	22	3004640.2864112398	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	49	4267913.9631095575	1.7976931348623157E308	0.0	39.008900ms	205	1	4.490898931120519E-5	39.008900ms	205	1	4.490898931120519E-5	378.465700ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
28	5036	90	408716	305	22	2998606.0442765523	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	49	4267913.9631095575	1.7976931348623157E308	0.0	42.134800ms	205	1	9.796622783567391E-6	42.134800ms	205	1	9.796622783567391E-6	387.736100ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
29	5155	118	409018	302	22	2989491.2268994097	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	49	4267913.9631095575	1.7976931348623157E308	0.0	75.570500ms	205	1	1.4827730997142946E-5	75.570500ms	205	1	1.4827730997142946E-5	349.333ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
30	5241	86	409322	304	22	2962679.434680983	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	49	4267913.9631095575	1.7976931348623157E308	0.0	43.937600ms	205	1	4.3749661867861845E-5	43.937600ms	205	1	4.3749661867861845E-5	347.914800ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
31	5331	89	409627	305	22	2954552.6371838083	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	49	4267913.9631095575	1.7976931348623157E308	0.0	44.569300ms	205	1	1.3380764100329855E-5	44.569300ms	205	1	1.3380764100329855E-5	357.390800ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
32	5420	88	409932	305	22	2924121.427508416	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	42.876400ms	205	1	5.02427756329666E-5	42.876400ms	205	1	5.02427756329666E-5	376.749ms	100	0	5.414401590669726E-4	0s	0	0	0.0	0s	0	0	0.0	
33	5494	74	410237	305	22	2876868.2945368984	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	33.756700ms	205	1	7.882815176466415E-5	33.756700ms	205	1	7.882815176466415E-5	348.738300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
34	5585	91	410541	304	22	2851608.1076135687	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	44.545900ms	205	1	4.283144426536144E-5	44.545900ms	205	1	4.283144426536144E-5	389.160800ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
35	5693	107	410846	305	22	2843146.965235066	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	44.998900ms	205	1	1.4473891118064105E-5	44.998900ms	205	1	1.4473891118064105E-5	463.438200ms	100	0	5.450658916441253E-5	0s	0	0	0.0	0s	0	0	0.0	
36	5808	114	411149	303	22	2827605.3908501123	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	69.794300ms	205	1	2.666501552765014E-5	69.794300ms	205	1	2.666501552765014E-5	363.610200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
37	5948	140	411454	305	22	2810936.786953543	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	70.398200ms	205	1	2.875587349394935E-5	70.398200ms	205	1	2.875587349394935E-5	520.488600ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
38	6037	88	411758	304	22	2782798.934550587	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	38.508300ms	205	1	4.882991934818386E-5	38.508300ms	205	1	4.882991934818386E-5	385.236300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
39	6124	87	412063	305	22	2759076.12346281	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	43.064ms	205	1	4.1584402042025885E-5	43.064ms	205	1	4.1584402042025885E-5	353.461200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
40	6221	97	412368	305	22	2756014.069188537	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	53.827900ms	205	1	5.413714392069531E-6	53.827900ms	205	1	5.413714392069531E-6	360.655100ms	100	0	8.872263985659767E-6	0s	0	0	0.0	0s	0	0	0.0	
41	6299	77	412673	305	22	2726821.8192355386	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	36.024ms	205	1	5.166926427369316E-5	36.024ms	205	1	5.166926427369316E-5	356.672200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
42	6387	87	412978	305	22	2726715.9356457884	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	35.045900ms	205	1	1.894165992846414E-7	35.045900ms	205	1	1.894165992846414E-7	467.274200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
43	6501	114	413283	305	22	2704366.914823087	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	37.922400ms	205	1	3.9982020988722876E-5	37.922400ms	205	1	3.9982020988722876E-5	734.935800ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
44	6618	116	413587	304	22	2692181.056839332	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	40.726900ms	205	1	2.198045293004987E-5	40.726900ms	205	1	2.198045293004987E-5	712.407300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
45	6692	74	413892	305	22	2651257.6752810637	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	33.570300ms	205	1	7.415038115531212E-5	33.570300ms	205	1	7.415038115531212E-5	353.347400ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
46	6778	86	414196	304	22	2630062.291590919	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	41.750900ms	205	1	3.8997384722600355E-5	41.750900ms	205	1	3.8997384722600355E-5	357.809300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
47	6855	76	414500	304	22	2600694.627616449	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	34.928900ms	205	1	5.446901310834863E-5	34.928900ms	205	1	5.446901310834863E-5	354.713ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
48	6943	87	414804	304	22	2586857.3080601715	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	45.803500ms	205	1	2.5954265860341177E-5	45.803500ms	205	1	2.5954265860341177E-5	364.322300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
49	7032	88	415109	305	22	2567077.0838756016	12	4045069.949796086	18	4059791.84647546	32	4393159.069365351	7	4259392.381924333	1.7976931348623157E308	0.0	47.301200ms	205	1	3.729966015546158E-5	47.301200ms	205	1	3.729966015546158E-5	368.182ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
50	7118	86	415414	305	22	2556976.2302375888	40	3925689.981521104	12	4045069.949796086	32	4393159.069365351	30	4256775.150892229	1.7976931348623157E308	0.0	38.628800ms	205	1	1.9193991906314813E-5	38.628800ms	205	1	1.9193991906314813E-5	414.636400ms	100	0	0.0010730633739974937	0s	0	0	0.0	0s	0	0	0.0	
51	7204	85	415719	305	22	2552080.944060089	40	3925689.981521104	12	4045069.949796086	32	4393159.069365351	30	4256775.150892229	1.7976931348623157E308	0.0	42.275700ms	205	1	9.338938894270659E-6	42.275700ms	205	1	9.338938894270659E-6	363.223800ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
52	7289	85	416023	304	22	2532307.2409723313	40	3925689.981521104	12	4045069.949796086	32	4393159.069365351	30	4256775.150892229	1.7976931348623157E308	0.0	43.056500ms	205	1	3.7795465875589144E-5	43.056500ms	205	1	3.7795465875589144E-5	359.777400ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
53	7378	89	416328	305	22	2526440.221699717	40	3925689.981521104	12	4045069.949796086	32	4393159.069365351	30	4256775.150892229	1.7976931348623157E308	0.0	44.714700ms	205	1	1.1301790614035092E-5	44.714700ms	205	1	1.1301790614035092E-5	363.758900ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
54	7569	190	416633	305	22	2522287.292903359	40	3925689.981521104	12	4045069.949796086	32	4393159.069365351	30	4256775.150892229	1.7976931348623157E308	0.0	137.567900ms	205	1	8.018471633141094E-6	137.567900ms	205	1	8.018471633141094E-6	418.872700ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
55	7666	96	416938	305	22	2504959.9561580573	40	3925689.981521104	12	4045069.949796086	32	4393159.069365351	30	4256775.150892229	1.7976931348623157E308	0.0	46.517200ms	205	1	3.3510692504114764E-5	46.517200ms	205	1	3.3510692504114764E-5	391.781100ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
56	7803	137	417242	304	22	2491821.8363356693	40	3925689.981521104	12	4045069.949796086	32	4393159.069365351	30	4256775.150892229	1.7976931348623157E308	0.0	85.280200ms	205	1	2.558459636049314E-5	85.280200ms	205	1	2.558459636049314E-5	408.522300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
57	8061	257	417547	305	22	2459477.9954520087	40	3925689.981521104	12	4045069.949796086	32	4393159.069365351	30	4256775.150892229	1.7976931348623157E308	0.0	202.460700ms	205	1	6.331706034442904E-5	202.460700ms	205	1	6.331706034442904E-5	410.603100ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
58	8184	123	417852	305	22	2454035.3360620528	40	3925689.981521104	12	4045069.949796086	32	4393159.069365351	30	4256775.150892229	1.7976931348623157E308	0.0	73.504500ms	205	1	1.0794793874504766E-5	73.504500ms	205	1	1.0794793874504766E-5	399.046400ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
59	8272	88	418157	305	22	2453404.58339773	40	3925689.981521104	12	4045069.949796086	32	4393159.069365351	30	4256775.150892229	1.7976931348623157E308	0.0	46.144800ms	205	1	1.2537889001744305E-6	46.144800ms	205	1	1.2537889001744305E-6	359.589500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
60	8435	163	418462	305	22	2452670.2119093337	40	3925689.981521104	12	4045069.949796086	32	4393159.069365351	48	4248876.870198871	1.7976931348623157E308	0.0	109.146400ms	205	1	1.4601342019319635E-6	109.146400ms	205	1	1.4601342019319635E-6	419.489300ms	100	0	1.1279225716614438E-4	0s	0	0	0.0	0s	0	0	0.0	
