"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	40	40	429953	429953	0	4082730.433483926	42	4108339.9943017745	20	4141279.0528651895	43	4339015.432378175	10	4289642.300192688	1.7976931348623157E308	0.0	30.469100ms	220	1	1.6604498582795465E-4	30.469100ms	220	1	1.6604498582795465E-4	81.612300ms	100	0	0.004447464551770285	0s	0	0	0.0	0s	0	0	0.0	
3	83	42	430273	320	0	3961197.7016323092	42	4108339.9943017745	12	4129977.6413180637	39	4335154.196127076	1	4265213.793159164	1.7976931348623157E308	0.0	32.265100ms	220	1	1.3530687793782213E-4	32.265100ms	220	1	1.3530687793782213E-4	81.473400ms	100	0	0.003162374040126992	0s	0	0	0.0	0s	0	0	0.0	
4	123	40	430593	320	0	3856742.2335019247	42	4108339.9943017745	12	4129977.6413180637	39	4332993.104977868	22	4245876.4730260065	1.7976931348623157E308	0.0	30.513900ms	220	1	1.198621271074623E-4	30.513900ms	220	1	1.198621271074623E-4	80.658500ms	100	0	7.004694179669713E-4	0s	0	0	0.0	0s	0	0	0.0	
5	166	42	430913	320	0	3739943.1299009607	42	4108339.9943017745	12	4129977.6413180637	39	4332993.104977868	40	4242699.915835136	1.7976931348623157E308	0.0	30.108100ms	220	1	1.3765633900971288E-4	30.108100ms	220	1	1.3765633900971288E-4	82.532100ms	100	0	1.5569457645268848E-4	0s	0	0	0.0	0s	0	0	0.0	
6	208	42	431233	320	0	3613879.3183635487	42	4108339.9943017745	12	4129977.6413180637	39	4332993.104977868	30	4240046.773114339	1.7976931348623157E308	0.0	31.249600ms	220	1	1.532155183293466E-4	31.249600ms	220	1	1.532155183293466E-4	85.476400ms	100	0	2.2001341237214866E-4	0s	0	0	0.0	0s	0	0	0.0	
7	250	41	431553	320	0	3542575.2864853186	11	4083436.7587131117	42	4108339.9943017745	39	4332993.104977868	47	4236005.7864623675	1.7976931348623157E308	0.0	31.230500ms	220	1	8.968457639501401E-5	31.230500ms	220	1	8.968457639501401E-5	80.571900ms	100	0	6.611828117888685E-4	0s	0	0	0.0	0s	0	0	0.0	
8	291	41	431873	320	0	3422157.012529849	11	4083436.7587131117	42	4108339.9943017745	39	4332993.104977868	1	4233619.224040561	1.7976931348623157E308	0.0	31.277600ms	220	1	1.545078781514689E-4	31.277600ms	220	1	1.545078781514689E-4	80.464700ms	100	0	3.633203085114833E-4	0s	0	0	0.0	0s	0	0	0.0	
9	332	40	432191	318	0	3321259.091135003	6	3821721.5361294197	11	4083436.7587131117	39	4332993.104977868	28	4229641.755171763	1.7976931348623157E308	0.0	30.656600ms	220	1	1.3401691206800439E-4	30.656600ms	220	1	1.3401691206800439E-4	80.614400ms	100	0	0.0010778657116285418	0s	0	0	0.0	0s	0	0	0.0	
10	373	41	432509	318	0	3224257.7729685986	6	3821721.5361294197	11	4083436.7587131117	39	4332993.104977868	45	4227653.700903839	1.7976931348623157E308	0.0	31.308900ms	220	1	1.3275540103192842E-4	31.308900ms	220	1	1.3275540103192842E-4	81.907700ms	100	0	3.937225739047989E-4	0s	0	0	0.0	0s	0	0	0.0	
11	415	41	432829	320	0	3142328.097843338	6	3821721.5361294197	11	4083436.7587131117	39	4332993.104977868	45	4227653.700903839	1.7976931348623157E308	0.0	31.284300ms	220	1	1.155018117124217E-4	31.284300ms	220	1	1.155018117124217E-4	81.662ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
12	456	40	433149	320	0	3100014.5114677055	6	3821721.5361294197	11	4083436.7587131117	39	4332993.104977868	22	4227360.710760134	1.7976931348623157E308	0.0	30.984700ms	220	1	6.120763890238099E-5	30.984700ms	220	1	6.120763890238099E-5	80.438700ms	100	0	3.772941832876453E-4	0s	0	0	0.0	0s	0	0	0.0	
13	497	41	433466	317	0	3031142.7167933206	6	3821721.5361294197	11	4083436.7587131117	39	4332993.104977868	22	4227360.710760134	1.7976931348623157E308	0.0	30.989300ms	220	1	1.0098456345873011E-4	30.989300ms	220	1	1.0098456345873011E-4	80.842400ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
