"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	38	38	410415	410415	21	4215688.018600211	27	4217686.498164944	16	4219205.834520626	45	4470371.999046276	18	4394675.066762963	1.7976931348623157E308	0.0	28.065500ms	210	1	1.98252379120898E-5	28.065500ms	210	1	1.98252379120898E-5	82.341900ms	100	0	0.008851059892845639	0s	0	0	0.0	0s	0	0	0.0	
3	76	37	410725	310	21	4190331.649426643	0	4211709.403688557	27	4217686.498164944	40	4468064.671574944	20	4369140.702202372	1.7976931348623157E308	0.0	27.445800ms	210	1	2.8641734060842417E-5	27.445800ms	210	1	2.8641734060842417E-5	80.371200ms	100	0	0.002283801701152378	0s	0	0	0.0	0s	0	0	0.0	
4	114	37	411035	310	21	4171051.708542741	19	4179631.3288556966	17	4199253.44226494	49	4460247.5950071905	41	4355218.140600675	1.7976931348623157E308	0.0	27.705200ms	210	1	2.1909779460262322E-5	27.705200ms	210	1	2.1909779460262322E-5	80.853200ms	100	0	0.002243807383020858	0s	0	0	0.0	0s	0	0	0.0	
5	151	36	411345	310	21	4160322.463926889	19	4179631.3288556966	17	4199253.44226494	49	4460247.5950071905	11	4349898.35087788	1.7976931348623157E308	0.0	26.967ms	210	1	1.2249102767828265E-5	26.967ms	210	1	1.2249102767828265E-5	81.003ms	100	0	2.3674954011877693E-4	0s	0	0	0.0	0s	0	0	0.0	
6	189	37	411653	308	37	4050974.890367914	21	4150094.4613636737	19	4179631.3288556966	49	4460247.5950071905	8	4342517.794182189	1.7976931348623157E308	0.0	27.521600ms	210	1	1.170697092181089E-5	27.521600ms	210	1	1.170697092181089E-5	83.334300ms	100	0	8.722096427420911E-4	0s	0	0	0.0	0s	0	0	0.0	
7	226	37	411963	310	37	4042001.259472736	21	4150094.4613636737	19	4179631.3288556966	33	4442159.263130248	46	4335722.608572246	1.7976931348623157E308	0.0	27.527400ms	210	1	1.0548467183276363E-5	27.527400ms	210	1	1.0548467183276363E-5	81.355800ms	100	0	5.694013084964633E-4	0s	0	0	0.0	0s	0	0	0.0	
8	263	37	412273	310	37	4022576.223879232	21	4150094.4613636737	19	4179631.3288556966	33	4442159.263130248	31	4322706.813114278	1.7976931348623157E308	0.0	27.104800ms	210	1	2.2884745341455486E-5	27.104800ms	210	1	2.2884745341455486E-5	81.009600ms	100	0	1.6132471141040993E-4	0s	0	0	0.0	0s	0	0	0.0	
9	301	37	412583	310	37	4016042.2448943444	21	4150094.4613636737	19	4179631.3288556966	33	4442159.263130248	31	4322706.813114278	1.7976931348623157E308	0.0	27.794800ms	210	1	7.734890257049543E-6	27.794800ms	210	1	7.734890257049543E-6	81.288500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
10	339	37	412893	310	37	3983843.901900165	21	4150094.4613636737	19	4179631.3288556966	33	4442159.263130248	31	4322706.813114278	1.7976931348623157E308	0.0	27.365900ms	210	1	3.817824452029907E-5	27.365900ms	210	1	3.817824452029907E-5	80.541200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
11	378	39	413202	309	37	3970955.3811956905	21	4150094.4613636737	19	4179631.3288556966	33	4442159.263130248	47	4315774.989377849	1.7976931348623157E308	0.0	27.610900ms	210	1	1.540570103343456E-5	27.610900ms	210	1	1.540570103343456E-5	104.776600ms	100	0	5.657525773321392E-4	0s	0	0	0.0	0s	0	0	0.0	
