"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	39	39	410467	410467	25	4176380.5837519155	45	4185854.635664914	48	4189399.3264615666	42	4461906.059795062	37	4345268.05019086	1.7976931348623157E308	0.0	28.422200ms	210	1	4.818642414997684E-5	28.422200ms	210	1	4.818642414997684E-5	84.976900ms	100	0	0.009195321509031198	0s	0	0	0.0	0s	0	0	0.0	
3	89	49	410777	310	25	4169156.3227725797	30	4172864.674410974	45	4185854.635664914	41	4461686.804896046	36	4312221.527327397	1.7976931348623157E308	0.0	36.977500ms	210	1	8.237094792696271E-6	36.977500ms	210	1	8.237094792696271E-6	89.094700ms	100	0	0.003444424029151153	0s	0	0	0.0	0s	0	0	0.0	
4	129	40	411087	310	25	4148128.1536755757	30	4172864.674410974	45	4185854.635664914	29	4441302.427728295	27	4308471.435664514	1.7976931348623157E308	0.0	28.512ms	210	1	2.40178421735383E-5	28.512ms	210	1	2.40178421735383E-5	84.039700ms	100	0	9.614251889854453E-4	0s	0	0	0.0	0s	0	0	0.0	
5	168	38	411397	310	25	4146260.1910034725	30	4172864.674410974	45	4185854.635664914	29	4441302.427728295	9	4301726.634057211	1.7976931348623157E308	0.0	28.238200ms	210	1	2.1443552401983243E-6	28.238200ms	210	1	2.1443552401983243E-6	84.002700ms	100	0	5.22745795409687E-4	0s	0	0	0.0	0s	0	0	0.0	
6	213	45	411706	309	25	4120587.483840004	30	4172864.674410974	45	4185854.635664914	29	4441302.427728295	9	4301726.634057211	1.7976931348623157E308	0.0	31.506400ms	210	1	2.9484639376459442E-5	31.506400ms	210	1	2.9484639376459442E-5	90.699700ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
7	254	40	412016	310	25	4101433.3666061	30	4172864.674410974	45	4185854.635664914	29	4441302.427728295	19	4299424.810146469	1.7976931348623157E308	0.0	30.697ms	210	1	2.2135213103450604E-5	30.697ms	210	1	2.2135213103450604E-5	82.335800ms	100	0	3.3195083552482795E-4	0s	0	0	0.0	0s	0	0	0.0	
8	296	41	412326	310	25	4076929.888385714	30	4172864.674410974	45	4185854.635664914	29	4425584.635937363	19	4299424.810146469	1.7976931348623157E308	0.0	31.670200ms	210	1	2.8449378349266964E-5	31.670200ms	210	1	2.8449378349266964E-5	82.119700ms	100	0	3.539005065901768E-5	0s	0	0	0.0	0s	0	0	0.0	
9	338	42	412635	309	25	4069426.394990759	30	4172864.674410974	45	4185854.635664914	29	4425584.635937363	19	4299424.810146469	1.7976931348623157E308	0.0	31.309700ms	210	1	8.764173509617514E-6	31.309700ms	210	1	8.764173509617514E-6	90.55ms	100	0	1.0479404231717005E-4	0s	0	0	0.0	0s	0	0	0.0	
10	376	38	412944	309	25	4062682.785360406	30	4172864.674410974	45	4185854.635664914	29	4425584.635937363	33	4299129.800563289	1.7976931348623157E308	0.0	28.308600ms	210	1	7.891143294969623E-6	28.308600ms	210	1	7.891143294969623E-6	82.160800ms	100	0	7.750165472487635E-5	0s	0	0	0.0	0s	0	0	0.0	
11	418	42	413253	309	25	4038553.410170935	30	4172864.674410974	45	4185854.635664914	29	4425584.635937363	33	4299129.800563289	1.7976931348623157E308	0.0	31.284900ms	210	1	2.8282244193558604E-5	31.284900ms	210	1	2.8282244193558604E-5	87.436500ms	100	0	1.7937587712183456E-4	0s	0	0	0.0	0s	0	0	0.0	
