"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	44	44	400747	400747	28	4184491.282545918	3	4190805.2585575157	48	4225737.437169811	47	4414039.277265915	10	4348459.009803916	1.7976931348623157E308	0.0	33.675800ms	205	1	6.418386815870404E-5	33.675800ms	205	1	6.418386815870404E-5	82.572800ms	100	0	0.004662066374135853	0s	0	0	0.0	0s	0	0	0.0	
3	90	46	401051	304	21	4023554.9545553713	28	4086645.760523247	9	4168053.6908947043	43	4408111.458385341	36	4336237.074629129	1.7976931348623157E308	0.0	35.028100ms	205	1	1.140629044609908E-4	35.028100ms	205	1	1.140629044609908E-4	83.986500ms	100	0	0.0031321588476533936	0s	0	0	0.0	0s	0	0	0.0	
4	137	46	401356	305	21	3988800.492751921	28	4086645.760523247	8	4090639.8278276995	43	4408111.458385341	33	4313593.791954838	1.7976931348623157E308	0.0	35.298800ms	205	1	4.213536584728098E-5	35.298800ms	205	1	4.213536584728098E-5	84.295500ms	100	0	0.0015330783912171108	0s	0	0	0.0	0s	0	0	0.0	
5	184	46	401661	305	21	3922949.7266626367	28	4086645.760523247	8	4090639.8278276995	43	4408111.458385341	7	4307520.141865489	1.7976931348623157E308	0.0	36.666600ms	205	1	8.05312899955056E-5	36.666600ms	205	1	8.05312899955056E-5	83.373900ms	100	0	3.763808290056714E-4	0s	0	0	0.0	0s	0	0	0.0	
6	229	44	401966	305	21	3887085.2581873103	28	4086645.760523247	8	4090639.8278276995	43	4397829.659035767	42	4299696.559184365	1.7976931348623157E308	0.0	34.838500ms	205	1	4.4596193909867565E-5	34.838500ms	205	1	4.4596193909867565E-5	81.354900ms	100	0	4.253485988827854E-4	0s	0	0	0.0	0s	0	0	0.0	
7	274	44	402270	304	21	3838115.9489889564	28	4086645.760523247	8	4090639.8278276995	43	4397829.659035767	35	4293421.008505635	1.7976931348623157E308	0.0	34.528800ms	205	1	6.145341898874525E-5	34.528800ms	205	1	6.145341898874525E-5	84.132500ms	100	0	5.74379976979591E-4	0s	0	0	0.0	0s	0	0	0.0	
8	318	44	402575	305	21	3809617.6963902125	28	4086645.760523247	8	4090639.8278276995	43	4397829.659035767	45	4290699.113787566	1.7976931348623157E308	0.0	34.259ms	205	1	3.621981935484678E-5	34.259ms	205	1	3.621981935484678E-5	82.297700ms	100	0	4.086182843945496E-4	0s	0	0	0.0	0s	0	0	0.0	
9	362	44	402879	304	21	3768015.4973277403	28	4086645.760523247	8	4090639.8278276995	43	4397829.659035767	45	4290699.113787566	1.7976931348623157E308	0.0	34.306500ms	205	1	5.326979570537933E-5	34.306500ms	205	1	5.326979570537933E-5	81.705500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
10	407	44	403184	305	21	3713394.724536433	28	4086645.760523247	8	4090639.8278276995	43	4397829.659035767	45	4290699.113787566	1.7976931348623157E308	0.0	34.444200ms	205	1	7.071170336026975E-5	34.444200ms	205	1	7.071170336026975E-5	83.193600ms	100	0	1.171953488418842E-4	0s	0	0	0.0	0s	0	0	0.0	
11	451	44	403489	305	21	3695055.5264302534	28	4086645.760523247	8	4090639.8278276995	43	4397829.659035767	22	4286126.3461789545	1.7976931348623157E308	0.0	33.930500ms	205	1	2.4091029797038616E-5	33.930500ms	205	1	2.4091029797038616E-5	85.633900ms	100	0	8.571872362787003E-4	0s	0	0	0.0	0s	0	0	0.0	
12	495	43	403793	304	21	3673782.2169070356	28	4086645.760523247	8	4090639.8278276995	43	4397829.659035767	15	4283511.928144045	1.7976931348623157E308	0.0	33.284200ms	205	1	2.8084081777500256E-5	33.284200ms	205	1	2.8084081777500256E-5	81.044900ms	100	0	2.964153068912878E-4	0s	0	0	0.0	0s	0	0	0.0	
13	538	42	404098	305	21	3652033.071379949	28	4086645.760523247	8	4090639.8278276995	43	4397829.659035767	15	4283511.928144045	1.7976931348623157E308	0.0	32.932900ms	205	1	2.8878519887979753E-5	32.932900ms	205	1	2.8878519887979753E-5	82.328700ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
14	582	44	404402	304	21	3630860.211212476	28	4086645.760523247	8	4090639.8278276995	43	4397829.659035767	15	4283511.928144045	1.7976931348623157E308	0.0	33.041800ms	205	1	2.828075285757334E-5	33.041800ms	205	1	2.828075285757334E-5	82.564600ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
