"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	48	48	400729	400729	0	4139771.9229713776	43	4186658.031781191	35	4192147.222936162	49	4405011.538079085	10	4328622.872614406	1.7976931348623157E308	0.0	34.107900ms	205	1	1.0903970748076334E-4	34.107900ms	205	1	1.0903970748076334E-4	93.115900ms	100	0	0.004997332803095529	0s	0	0	0.0	0s	0	0	0.0	
3	91	43	401034	305	0	4025734.1192740668	31	4101145.9634557185	16	4107443.5251161396	49	4405011.538079085	8	4307575.021344301	1.7976931348623157E308	0.0	32.967600ms	205	1	1.3437502828800649E-4	32.967600ms	205	1	1.3437502828800649E-4	83.842200ms	100	0	0.003621977261630228	0s	0	0	0.0	0s	0	0	0.0	
4	135	43	401339	305	0	3982165.6885530325	31	4101145.9634557185	16	4107443.5251161396	33	4391372.773842924	38	4296209.363827604	1.7976931348623157E308	0.0	33.662900ms	205	1	5.2792589885402466E-5	33.662900ms	205	1	5.2792589885402466E-5	80.536900ms	100	0	0.0015915503930321528	0s	0	0	0.0	0s	0	0	0.0	
5	179	43	401644	305	0	3877744.359158714	12	4070274.9439858575	31	4101145.9634557185	33	4391372.773842924	25	4288590.6711774	1.7976931348623157E308	0.0	33.701400ms	205	1	1.2791339646491654E-4	33.701400ms	205	1	1.2791339646491654E-4	81.306800ms	100	0	0.0011929986451507779	0s	0	0	0.0	0s	0	0	0.0	
6	224	45	401948	304	0	3819904.360752966	12	4070274.9439858575	31	4101145.9634557185	29	4364800.341274977	44	4288147.963326252	1.7976931348623157E308	0.0	33.277500ms	205	1	7.276042656607423E-5	33.277500ms	205	1	7.276042656607423E-5	103.886100ms	100	0	3.218265800684328E-4	0s	0	0	0.0	0s	0	0	0.0	
7	268	44	402253	305	0	3739140.909958546	12	4070274.9439858575	31	4101145.9634557185	29	4364800.341274977	1	4282369.458615972	1.7976931348623157E308	0.0	33.493300ms	205	1	1.0313558022642463E-4	33.493300ms	205	1	1.0313558022642463E-4	86.358200ms	100	0	5.112317028960467E-4	0s	0	0	0.0	0s	0	0	0.0	
8	312	44	402556	303	0	3656000.6568663237	12	4070274.9439858575	31	4101145.9634557185	29	4364800.341274977	1	4282369.458615972	1.7976931348623157E308	0.0	33.989ms	205	1	1.0846400816984987E-4	33.989ms	205	1	1.0846400816984987E-4	81.444900ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
9	356	43	402861	305	0	3573505.05934817	12	4070274.9439858575	31	4101145.9634557185	29	4364800.341274977	1	4282369.458615972	1.7976931348623157E308	0.0	33.326900ms	205	1	1.1007042575697065E-4	33.326900ms	205	1	1.1007042575697065E-4	88.226600ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
10	400	44	403165	304	0	3527692.0368554993	12	4070274.9439858575	31	4101145.9634557185	29	4364800.341274977	14	4272174.867708591	1.7976931348623157E308	0.0	33.988500ms	205	1	6.253752402454887E-5	33.988500ms	205	1	6.253752402454887E-5	81.303700ms	100	0	4.971447388058925E-4	0s	0	0	0.0	0s	0	0	0.0	
11	449	49	403470	305	0	3467392.439712456	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	45	4262455.088665553	1.7976931348623157E308	0.0	37.061500ms	205	1	8.338153479228334E-5	37.061500ms	205	1	8.338153479228334E-5	91.741200ms	100	0	2.0920875304203057E-4	0s	0	0	0.0	0s	0	0	0.0	
12	493	43	403775	305	0	3429747.3120760624	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	19	4261889.403547033	1.7976931348623157E308	0.0	33.491100ms	205	1	5.2960480289114714E-5	33.491100ms	205	1	5.2960480289114714E-5	80.957600ms	100	0	2.0645775750004368E-4	0s	0	0	0.0	0s	0	0	0.0	
13	537	44	404079	304	0	3369090.2390321973	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	19	4261889.403547033	1.7976931348623157E308	0.0	33.681300ms	205	1	8.627112561551429E-5	33.681300ms	205	1	8.627112561551429E-5	83.619700ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
14	582	45	404384	305	0	3323715.20631171	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	19	4261889.403547033	1.7976931348623157E308	0.0	35.400900ms	205	1	6.569774251293115E-5	35.400900ms	205	1	6.569774251293115E-5	80.647700ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
15	627	44	404689	305	0	3286792.693506779	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	19	4261889.403547033	1.7976931348623157E308	0.0	34.696600ms	205	1	5.4189305455116095E-5	34.696600ms	205	1	5.4189305455116095E-5	80.620900ms	100	0	3.152759887090739E-5	0s	0	0	0.0	0s	0	0	0.0	
16	671	44	404994	305	0	3200581.7422440676	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	19	4261889.403547033	1.7976931348623157E308	0.0	34.18ms	205	1	1.279488135964774E-4	34.18ms	205	1	1.279488135964774E-4	80.050900ms	100	0	7.765806491537353E-5	0s	0	0	0.0	0s	0	0	0.0	
17	718	47	405299	305	0	3138289.8730565915	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	19	4261889.403547033	1.7976931348623157E308	0.0	33.927800ms	205	1	9.493985812442394E-5	33.927800ms	205	1	9.493985812442394E-5	99.670700ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
18	762	43	405604	305	0	3076288.207079119	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	19	4261889.403547033	1.7976931348623157E308	0.0	33.782100ms	205	1	9.637323617115337E-5	33.782100ms	205	1	9.637323617115337E-5	80.905300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
19	809	47	405908	304	0	3051792.583036138	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	19	4261889.403547033	1.7976931348623157E308	0.0	35.973900ms	205	1	3.8842540408008224E-5	35.973900ms	205	1	3.8842540408008224E-5	88.756ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
20	853	43	406213	305	0	3029809.518735763	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	19	4261889.403547033	1.7976931348623157E308	0.0	33.844200ms	205	1	3.5138187502620345E-5	33.844200ms	205	1	3.5138187502620345E-5	80.762400ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
21	900	47	406518	305	0	2979595.7455575676	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	6	4260128.857867025	1.7976931348623157E308	0.0	36.352500ms	205	1	8.084509389151148E-5	36.352500ms	205	1	8.084509389151148E-5	81.341700ms	100	0	2.940704264085203E-4	0s	0	0	0.0	0s	0	0	0.0	
22	947	46	406823	305	0	2956138.2916960637	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	6	4260128.857867025	1.7976931348623157E308	0.0	36.626700ms	205	1	3.840339897553621E-5	36.626700ms	205	1	3.840339897553621E-5	81.648400ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
23	990	43	407128	305	0	2947848.672508055	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	6	4260128.857867025	1.7976931348623157E308	0.0	33.031900ms	205	1	1.3679051106764664E-5	33.031900ms	205	1	1.3679051106764664E-5	81.364500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
24	1033	43	407432	304	0	2934705.7990558264	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	33	4259446.805682297	1.7976931348623157E308	0.0	33.262100ms	205	1	2.1748598703067634E-5	33.262100ms	205	1	2.1748598703067634E-5	80.505100ms	100	0	3.5475761400290183E-4	0s	0	0	0.0	0s	0	0	0.0	
25	1078	44	407737	305	0	2926187.1715686186	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	33	4259446.805682297	1.7976931348623157E308	0.0	33.859ms	205	1	1.4159606880789562E-5	33.859ms	205	1	1.4159606880789562E-5	87.746800ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
26	1122	43	408042	305	0	2885071.684293372	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	33	4259446.805682297	1.7976931348623157E308	0.0	33.667600ms	205	1	6.854084882569686E-5	33.667600ms	205	1	6.854084882569686E-5	80.509200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
27	1166	44	408347	305	0	2858097.402260168	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	33	4259446.805682297	1.7976931348623157E308	0.0	33.639700ms	205	1	4.5607831615744643E-5	33.639700ms	205	1	4.5607831615744643E-5	85.714700ms	100	0	7.66935812094549E-5	0s	0	0	0.0	0s	0	0	0.0	
28	1212	45	408652	305	0	2782279.861357764	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	33	4259446.805682297	1.7976931348623157E308	0.0	34.210700ms	205	1	1.2940135022903248E-4	34.210700ms	205	1	1.2940135022903248E-4	102.068900ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
29	1255	43	408956	304	0	2736700.65958819	12	4070274.9439858575	31	4101145.9634557185	29	4362512.465051853	33	4259446.805682297	1.7976931348623157E308	0.0	33.568900ms	205	1	7.991200766524527E-5	33.568900ms	205	1	7.991200766524527E-5	81.177100ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
30	1301	45	409260	304	0	2669761.746315269	34	4034233.0053085326	12	4070274.9439858575	29	4362512.465051853	42	4246167.349214381	1.7976931348623157E308	0.0	35.415700ms	205	1	1.1931567419115797E-4	35.415700ms	205	1	1.1931567419115797E-4	81.344600ms	100	0	0.001373841993028575	0s	0	0	0.0	0s	0	0	0.0	
31	1346	44	409565	305	0	2664554.188305893	34	4034233.0053085326	12	4070274.9439858575	29	4362512.465051853	42	4246167.349214381	1.7976931348623157E308	0.0	34.259700ms	205	1	9.514977144314412E-6	34.259700ms	205	1	9.514977144314412E-6	82.284600ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
32	1391	45	409869	304	0	2639883.0705130557	34	4034233.0053085326	12	4070274.9439858575	29	4362512.465051853	42	4246167.349214381	1.7976931348623157E308	0.0	34.241500ms	205	1	4.5165872996990004E-5	34.241500ms	205	1	4.5165872996990004E-5	85.295100ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
33	1435	44	410174	305	0	2619513.8187616905	34	4034233.0053085326	12	4070274.9439858575	29	4362512.465051853	42	4246167.349214381	1.7976931348623157E308	0.0	34.341600ms	205	1	3.7638865438795966E-5	34.341600ms	205	1	3.7638865438795966E-5	82.358500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
34	1482	46	410479	305	0	2590997.3426844724	34	4034233.0053085326	12	4070274.9439858575	29	4362512.465051853	42	4246167.349214381	1.7976931348623157E308	0.0	34.223900ms	205	1	5.310327449161603E-5	34.223900ms	205	1	5.310327449161603E-5	100.009300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
35	1526	44	410784	305	0	2587820.489519532	34	4034233.0053085326	12	4070274.9439858575	29	4362512.465051853	42	4246167.349214381	1.7976931348623157E308	0.0	34.008ms	205	1	5.981034581444914E-6	34.008ms	205	1	5.981034581444914E-6	82.389300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
