"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	46	46	410467	410467	49	4063189.1075369185	12	4117892.127157567	41	4124571.3148303134	47	4423220.763791984	9	4357055.68588771	1.7976931348623157E308	0.0	29.708900ms	210	1	1.0434786603067879E-4	29.708900ms	210	1	1.0434786603067879E-4	97.981800ms	100	0	0.005467414436914791	0s	0	0	0.0	0s	0	0	0.0	
3	87	40	410777	310	49	3957267.467015932	34	4116834.8008135054	12	4117892.127157567	42	4418588.001367643	31	4333214.9187915	1.7976931348623157E308	0.0	30.548600ms	210	1	1.2413617752864267E-4	30.548600ms	210	1	1.2413617752864267E-4	82.844706ms	100	0	0.0033706047396756967	0s	0	0	0.0	0s	0	0	0.0	
4	129	42	411086	309	49	3920865.534848953	34	4116834.8008135054	12	4117892.127157567	28	4394719.23405269	35	4315190.252880495	1.7976931348623157E308	0.0	29.987400ms	210	1	4.380359315444084E-5	29.987400ms	210	1	4.380359315444084E-5	107.030106ms	100	0	0.0017987071847897196	0s	0	0	0.0	0s	0	0	0.0	
5	169	40	411396	310	49	3873735.9916239474	34	4116834.8008135054	12	4117892.127157567	28	4394719.23405269	5	4300445.087562713	1.7976931348623157E308	0.0	30.296600ms	210	1	5.723899335869391E-5	30.296600ms	210	1	5.723899335869391E-5	83.365909ms	100	0	0.001000795068861321	0s	0	0	0.0	0s	0	0	0.0	
6	209	40	411706	310	49	3844405.814272952	34	4116834.8008135054	12	4117892.127157567	32	4392994.4252039585	43	4295263.1529228045	1.7976931348623157E308	0.0	29.963ms	210	1	3.6054989678495416E-5	29.963ms	210	1	3.6054989678495416E-5	81.498998ms	100	0	4.901299879509946E-4	0s	0	0	0.0	0s	0	0	0.0	
7	251	41	412016	310	49	3806717.436694587	34	4116834.8008135054	12	4117892.127157567	32	4392994.4252039585	1	4292759.090041033	1.7976931348623157E308	0.0	30.787ms	210	1	4.6683017696147994E-5	30.787ms	210	1	4.6683017696147994E-5	85.044395ms	100	0	2.181844752627493E-4	0s	0	0	0.0	0s	0	0	0.0	
8	291	40	412325	309	49	3738819.8350818795	34	4116834.8008135054	12	4117892.127157567	32	4392994.4252039585	9	4284452.874484036	1.7976931348623157E308	0.0	29.840400ms	210	1	8.493457100987484E-5	29.840400ms	210	1	8.493457100987484E-5	83.208205ms	100	0	2.0536636241350937E-4	0s	0	0	0.0	0s	0	0	0.0	
9	330	39	412635	310	49	3669850.370510407	34	4116834.8008135054	12	4117892.127157567	32	4392994.4252039585	9	4284452.874484036	1.7976931348623157E308	0.0	29.380299ms	210	1	8.78421631037822E-5	29.380299ms	210	1	8.78421631037822E-5	83.399393ms	100	0	1.1100393430583555E-4	0s	0	0	0.0	0s	0	0	0.0	
10	376	45	412945	310	49	3634271.863011884	34	4116834.8008135054	12	4117892.127157567	28	4388742.801738864	9	4284452.874484036	1.7976931348623157E308	0.0	35.421999ms	210	1	4.616576894799007E-5	35.421999ms	210	1	4.616576894799007E-5	82.831106ms	100	0	3.0143040190084067E-4	0s	0	0	0.0	0s	0	0	0.0	
11	416	40	413255	310	49	3602438.9291083775	34	4116834.8008135054	12	4117892.127157567	28	4388742.801738864	9	4284452.874484036	1.7976931348623157E308	0.0	29.869501ms	210	1	4.170997802428625E-5	29.869501ms	210	1	4.170997802428625E-5	83.816898ms	100	0	3.7766923697694075E-5	0s	0	0	0.0	0s	0	0	0.0	
12	457	40	413565	310	49	3575803.785255316	34	4116834.8008135054	12	4117892.127157567	28	4388742.801738864	9	4284452.874484036	1.7976931348623157E308	0.0	30.430200ms	210	1	3.520781915914481E-5	30.430200ms	210	1	3.520781915914481E-5	82.113987ms	100	0	1.3112325815116787E-4	0s	0	0	0.0	0s	0	0	0.0	
13	498	41	413874	309	49	3535592.383155674	34	4116834.8008135054	12	4117892.127157567	28	4388742.801738864	9	4284452.874484036	1.7976931348623157E308	0.0	31.448700ms	210	1	5.354960133179688E-5	31.448700ms	210	1	5.354960133179688E-5	83.294205ms	100	0	4.8247342879044196E-5	0s	0	0	0.0	0s	0	0	0.0	
14	539	41	414184	310	49	3490095.8608764485	34	4116834.8008135054	12	4117892.127157567	28	4388742.801738864	9	4284452.874484036	1.7976931348623157E308	0.0	30.509ms	210	1	6.127689015388717E-5	30.509ms	210	1	6.127689015388717E-5	85.222302ms	100	0	1.1975823534854268E-4	0s	0	0	0.0	0s	0	0	0.0	
15	581	41	414494	310	49	3449886.8252884815	34	4116834.8008135054	12	4117892.127157567	28	4388742.801738864	9	4284452.874484036	1.7976931348623157E308	0.0	30.027801ms	210	1	5.4861415178967095E-5	30.027801ms	210	1	5.4861415178967095E-5	102.187790ms	100	0	1.965667812272187E-4	0s	0	0	0.0	0s	0	0	0.0	
16	623	41	414804	310	49	3402913.044733941	34	4116834.8008135054	12	4117892.127157567	28	4388742.801738864	9	4284452.874484036	1.7976931348623157E308	0.0	31.394599ms	210	1	6.48382630026222E-5	31.394599ms	210	1	6.48382630026222E-5	81.440792ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
17	665	42	415114	310	49	3357318.0324612893	34	4116834.8008135054	12	4117892.127157567	28	4388742.801738864	9	4284452.874484036	1.7976931348623157E308	0.0	31.932400ms	210	1	6.380389484128663E-5	31.932400ms	210	1	6.380389484128663E-5	85.040902ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
18	705	39	415423	309	49	3324921.282622486	34	4116834.8008135054	12	4117892.127157567	28	4388742.801738864	9	4284452.874484036	1.7976931348623157E308	0.0	29.900300ms	210	1	4.595043896229815E-5	29.900300ms	210	1	4.595043896229815E-5	81.808605ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
19	745	39	415733	310	49	3281895.372736711	34	4116834.8008135054	12	4117892.127157567	28	4388742.801738864	33	4275379.050813247	1.7976931348623157E308	0.0	29.894901ms	210	1	6.162109348007031E-5	29.894901ms	210	1	6.162109348007031E-5	83.174497ms	100	0	2.4573713302138644E-4	0s	0	0	0.0	0s	0	0	0.0	
20	787	42	416042	309	49	3256653.7009791043	34	4116834.8008135054	12	4117892.127157567	28	4388742.801738864	33	4275379.050813247	1.7976931348623157E308	0.0	31.655600ms	210	1	3.662470106131209E-5	31.655600ms	210	1	3.662470106131209E-5	84.069904ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
21	828	41	416352	310	49	3215047.176979294	34	4116834.8008135054	12	4117892.127157567	28	4388742.801738864	33	4275379.050813247	1.7976931348623157E308	0.0	31.009400ms	210	1	6.0837387991678296E-5	31.009400ms	210	1	6.0837387991678296E-5	84.534997ms	100	0	1.7365560542624282E-4	0s	0	0	0.0	0s	0	0	0.0	
