"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	41	41	429953	429953	0	4017176.3863612968	31	4125652.336323126	45	4147676.8785918658	46	4332125.852216338	14	4279418.158539051	1.7976931348623157E308	0.0	30.915100ms	220	1	1.9509700086660793E-4	30.915100ms	220	1	1.9509700086660793E-4	83.995300ms	100	0	0.003340580909578805	0s	0	0	0.0	0s	0	0	0.0	
3	83	41	430272	319	0	3910146.9184660874	22	4115552.7110303454	31	4125652.336323126	46	4332125.852216338	11	4269817.885662862	1.7976931348623157E308	0.0	30.708900ms	220	1	1.2110436150963299E-4	30.708900ms	220	1	1.2110436150963299E-4	86.93ms	100	0	0.001771369235309359	0s	0	0	0.0	0s	0	0	0.0	
4	124	40	430592	320	0	3791854.159531378	35	4034906.897312634	8	4091303.274006206	30	4314395.876749364	24	4257959.890929488	1.7976931348623157E308	0.0	31.047500ms	220	1	1.3751257177954467E-4	31.047500ms	220	1	1.3751257177954467E-4	79.850500ms	100	0	0.0019342959008883398	0s	0	0	0.0	0s	0	0	0.0	
5	167	42	430911	319	0	3641816.8045343366	35	4034906.897312634	8	4091303.274006206	30	4314395.876749364	18	4255848.748153642	1.7976931348623157E308	0.0	32.516300ms	220	1	1.798560673925193E-4	32.516300ms	220	1	1.798560673925193E-4	81.283400ms	100	0	1.8310097503497326E-4	0s	0	0	0.0	0s	0	0	0.0	
6	207	40	431231	320	0	3547410.64121125	35	4034906.897312634	8	4091303.274006206	30	4314395.876749364	6	4254108.583292826	1.7976931348623157E308	0.0	30.577100ms	220	1	1.1783100227929197E-4	30.577100ms	220	1	1.1783100227929197E-4	81.821100ms	100	0	3.196645237221485E-4	0s	0	0	0.0	0s	0	0	0.0	
7	247	40	431551	320	0	3492566.1192781553	35	4034906.897312634	8	4091303.274006206	30	4314395.876749364	41	4246975.747922324	1.7976931348623157E308	0.0	30.311300ms	220	1	7.027471773861144E-5	30.311300ms	220	1	7.027471773861144E-5	80.506200ms	100	0	2.663955283882935E-4	0s	0	0	0.0	0s	0	0	0.0	
8	289	41	431871	320	0	3415063.543988072	35	4034906.897312634	8	4091303.274006206	30	4314395.876749364	41	4246975.747922324	1.7976931348623157E308	0.0	30.803100ms	220	1	1.0086693311036116E-4	30.803100ms	220	1	1.0086693311036116E-4	86.537700ms	100	0	1.3931275208929893E-4	0s	0	0	0.0	0s	0	0	0.0	
9	329	40	432191	320	0	3336933.3766989033	35	4034906.897312634	8	4091303.274006206	48	4312992.161935668	41	4246975.747922324	1.7976931348623157E308	0.0	30.338300ms	220	1	1.0399136632958509E-4	30.338300ms	220	1	1.0399136632958509E-4	79.810300ms	100	0	2.664005705887984E-5	0s	0	0	0.0	0s	0	0	0.0	
10	370	40	432511	320	0	3271711.2364549846	35	4034906.897312634	8	4091303.274006206	30	4309096.243586018	14	4246231.387991601	1.7976931348623157E308	0.0	30.826ms	220	1	8.884333019836164E-5	30.826ms	220	1	8.884333019836164E-5	80.972200ms	100	0	3.156054102416839E-4	0s	0	0	0.0	0s	0	0	0.0	
11	410	39	432831	320	0	3190593.453898299	35	4034906.897312634	8	4091303.274006206	30	4309096.243586018	49	4236161.783208163	1.7976931348623157E308	0.0	29.870100ms	220	1	1.1269857477978332E-4	29.870100ms	220	1	1.1269857477978332E-4	81.647500ms	100	0	2.925422225284191E-4	0s	0	0	0.0	0s	0	0	0.0	
