"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	41	41	400650	400650	13	4100573.6281984244	47	4184316.6214758162	37	4193441.9059517016	41	4462672.020796147	3	4397787.583121025	1.7976931348623157E308	0.0	29.980600ms	205	1	3.621294948645501E-5	29.980600ms	205	1	3.621294948645501E-5	88.399200ms	100	0	0.00885986572578438	0s	0	0	0.0	0s	0	0	0.0	
3	80	39	400955	305	8	3970019.1404872863	13	4067671.600832262	15	4093598.0251593636	38	4460321.55855376	20	4342909.003268481	1.7976931348623157E308	0.0	29.220400ms	205	1	3.914030304574714E-5	29.220400ms	205	1	3.914030304574714E-5	81.972600ms	100	0	0.004425241580228936	0s	0	0	0.0	0s	0	0	0.0	
4	122	41	401260	305	8	3970019.1404872863	13	4067671.600832262	15	4093598.0251593636	38	4460321.55855376	41	4332268.4672681745	1.7976931348623157E308	0.0	31.367600ms	205	0	0.0	31.367600ms	205	0	0.0	80.684200ms	100	0	0.0012584093407127627	0s	0	0	0.0	0s	0	0	0.0	
5	187	65	401753	493	8	3953011.96342714	13	4067671.600832262	15	4093598.0251593636	30	4453155.370634215	23	4329983.526754677	1.7976931348623157E308	0.0	28.443600ms	205	1	2.0661435711540155E-5	28.443600ms	205	1	2.0661435711540155E-5	88.911100ms	100	0	6.167173185394936E-4	25.514200ms	188	1	2.580542790056654E-7	25.514200ms	188	1	2.580542790056654E-7	
6	226	38	402057	304	8	3950341.4496739567	13	4067671.600832262	15	4093598.0251593636	30	4438414.577876288	9	4327593.600557496	1.7976931348623157E308	0.0	28.831ms	205	1	3.2954356013879298E-6	28.831ms	205	1	3.2954356013879298E-6	81.238900ms	100	0	1.7331648456906824E-4	0s	0	0	0.0	0s	0	0	0.0	
7	270	44	402362	305	8	3917185.0622759163	13	4067671.600832262	15	4093598.0251593636	30	4438414.577876288	9	4327593.600557496	1.7976931348623157E308	0.0	32.075100ms	205	1	4.094291016938313E-5	32.075100ms	205	1	4.094291016938313E-5	89.537800ms	100	0	2.7518392311382423E-4	0s	0	0	0.0	0s	0	0	0.0	
8	311	41	402665	303	8	3905730.923255843	13	4067671.600832262	15	4093598.0251593636	30	4438414.577876288	9	4327593.600557496	1.7976931348623157E308	0.0	28.563400ms	205	1	1.426377564248736E-5	28.563400ms	205	1	1.426377564248736E-5	106.664800ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
9	355	43	402970	305	8	3832344.4475209974	13	4067671.600832262	15	4093598.0251593636	30	4438414.577876288	22	4312470.475743822	1.7976931348623157E308	0.0	31.344400ms	205	1	9.165577852051443E-5	31.344400ms	205	1	9.165577852051443E-5	95.488200ms	100	0	4.2738272725664994E-4	0s	0	0	0.0	0s	0	0	0.0	
10	395	39	403274	304	8	3827518.4976287703	13	4067671.600832262	15	4093598.0251593636	30	4438414.577876288	22	4312470.475743822	1.7976931348623157E308	0.0	29.192500ms	205	1	6.14277221393836E-6	29.192500ms	205	1	6.14277221393836E-6	85.616900ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
11	436	41	403579	305	8	3781101.7639897126	13	4067671.600832262	15	4093598.0251593636	30	4438414.577876288	22	4312470.475743822	1.7976931348623157E308	0.0	30.231900ms	205	1	5.915662878246246E-5	30.231900ms	205	1	5.915662878246246E-5	89.397500ms	100	0	2.0834345967376544E-5	0s	0	0	0.0	0s	0	0	0.0	
