"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	44	44	429953	429953	43	4015084.2783926134	0	4067720.568811579	28	4075656.9814939187	49	4333097.0496036345	9	4291989.521248903	1.7976931348623157E308	0.0	32.587ms	220	1	1.63082091955768E-4	32.587ms	220	1	1.63082091955768E-4	85.595200ms	100	0	0.004393165351508238	0s	0	0	0.0	0s	0	0	0.0	
3	85	40	430273	320	43	3935005.452478263	21	4063775.5186281	0	4067720.568811579	45	4330446.411507723	6	4279683.828812593	1.7976931348623157E308	0.0	30.794800ms	220	1	9.065679273680607E-5	30.794800ms	220	1	9.065679273680607E-5	81.174600ms	100	0	0.0021224276386289597	0s	0	0	0.0	0s	0	0	0.0	
4	126	40	430593	320	43	3840053.9503882043	21	4063775.5186281	0	4067720.568811579	45	4330446.411507723	15	4263841.34150504	1.7976931348623157E308	0.0	30.889300ms	220	1	1.0968161086058318E-4	30.889300ms	220	1	1.0968161086058318E-4	80.974ms	100	0	0.001530658705089165	0s	0	0	0.0	0s	0	0	0.0	
5	166	40	430913	320	43	3776037.439937394	21	4063775.5186281	0	4067720.568811579	47	4318424.817791839	17	4258030.866913492	1.7976931348623157E308	0.0	30.552700ms	220	1	7.577605475656304E-5	30.552700ms	220	1	7.577605475656304E-5	81.633ms	100	0	6.926954970404009E-4	0s	0	0	0.0	0s	0	0	0.0	
6	210	43	431233	320	43	3711694.3274302157	21	4063775.5186281	0	4067720.568811579	47	4318424.817791839	8	4254163.884814253	1.7976931348623157E308	0.0	31.183700ms	220	1	7.745386476340034E-5	31.183700ms	220	1	7.745386476340034E-5	100.371600ms	100	0	2.029114138973065E-4	0s	0	0	0.0	0s	0	0	0.0	
7	250	40	431553	320	43	3638371.6994547658	21	4063775.5186281	0	4067720.568811579	47	4318424.817791839	35	4245809.270105882	1.7976931348623157E308	0.0	31.047300ms	220	1	8.979313575275765E-5	31.047300ms	220	1	8.979313575275765E-5	79.498100ms	100	0	3.2485412062061345E-4	0s	0	0	0.0	0s	0	0	0.0	
8	291	40	431872	319	43	3540015.1682635047	21	4063775.5186281	0	4067720.568811579	47	4318424.817791839	35	4245809.270105882	1.7976931348623157E308	0.0	31.114200ms	220	1	1.2287780873115732E-4	31.114200ms	220	1	1.2287780873115732E-4	79.966100ms	100	0	1.1243824482552567E-4	0s	0	0	0.0	0s	0	0	0.0	
9	332	40	432192	320	43	3415933.4070570045	1	4051829.053100054	21	4063775.5186281	47	4318424.817791839	35	4245809.270105882	1.7976931348623157E308	0.0	30.554ms	220	1	1.593236126614555E-4	30.554ms	220	1	1.593236126614555E-4	86.445300ms	100	0	4.1947259250438404E-4	0s	0	0	0.0	0s	0	0	0.0	
10	373	40	432511	319	43	3351974.1083962773	1	4051829.053100054	21	4063775.5186281	47	4318424.817791839	35	4245809.270105882	1.7976931348623157E308	0.0	30.780800ms	220	1	8.510824134360409E-5	30.780800ms	220	1	8.510824134360409E-5	82.529600ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
11	415	42	432830	319	43	3289080.70964438	1	4051829.053100054	21	4063775.5186281	47	4318424.817791839	35	4245809.270105882	1.7976931348623157E308	0.0	31.631800ms	220	1	8.528678205473165E-5	31.631800ms	220	1	8.528678205473165E-5	83.129400ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
