"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	40	40	400621	400621	36	4142999.1072968463	24	4175066.2654303126	43	4181492.878434279	41	4449146.753650195	4	4393046.756028672	1.7976931348623157E308	0.0	30.015700ms	205	1	4.667124931791458E-5	30.015700ms	205	1	4.667124931791458E-5	81.270200ms	100	0	0.007452118096795973	0s	0	0	0.0	0s	0	0	0.0	
3	81	40	400924	303	36	4123545.357094302	19	4164088.6678501014	24	4175066.2654303126	31	4442549.0809658915	16	4347992.816305321	1.7976931348623157E308	0.0	29.660900ms	205	1	2.2905228795318898E-5	29.660900ms	205	1	2.2905228795318898E-5	88.840200ms	100	0	0.003276680727858815	0s	0	0	0.0	0s	0	0	0.0	
4	122	41	401229	305	36	4096461.359089071	19	4164088.6678501014	24	4175066.2654303126	31	4442549.0809658915	27	4328039.716327212	1.7976931348623157E308	0.0	29.997800ms	205	1	3.203967751024056E-5	29.997800ms	205	1	3.203967751024056E-5	87.686500ms	100	0	0.0013282874297718473	0s	0	0	0.0	0s	0	0	0.0	
5	165	42	401534	305	36	4050334.943896336	19	4164088.6678501014	24	4175066.2654303126	17	4426228.2521101935	46	4316409.971750052	1.7976931348623157E308	0.0	29.631400ms	205	1	5.492713921979478E-5	29.631400ms	205	1	5.492713921979478E-5	110.630100ms	100	0	0.001030251757470949	0s	0	0	0.0	0s	0	0	0.0	
6	206	41	401839	305	36	4038605.1655045655	46	4110447.926724114	19	4164088.6678501014	9	4411840.27783375	10	4310975.530150116	1.7976931348623157E308	0.0	28.955400ms	205	1	1.4126839377961388E-5	28.955400ms	205	1	1.4126839377961388E-5	93.986900ms	100	0	8.291583812540804E-4	0s	0	0	0.0	0s	0	0	0.0	
7	247	40	402144	305	36	4021753.067989119	46	4110447.926724114	19	4164088.6678501014	9	4411840.27783375	41	4307640.567280723	1.7976931348623157E308	0.0	30.798800ms	205	1	2.035488748344033E-5	30.798800ms	205	1	2.035488748344033E-5	81.848ms	100	0	2.902220396182298E-4	0s	0	0	0.0	0s	0	0	0.0	
8	289	41	402449	305	36	3993992.5205713813	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	48	4305918.108309485	1.7976931348623157E308	0.0	29.561500ms	205	1	3.3671213072382116E-5	29.561500ms	205	1	3.3671213072382116E-5	96.910400ms	100	0	7.00028995750026E-4	0s	0	0	0.0	0s	0	0	0.0	
9	327	38	402754	305	36	3955362.1524873534	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	48	4305918.108309485	1.7976931348623157E308	0.0	28.351300ms	205	1	4.7181064799572955E-5	28.351300ms	205	1	4.7181064799572955E-5	80.417200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
10	367	39	403059	305	36	3936120.73565301	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	4	4305850.36265359	1.7976931348623157E308	0.0	29.529800ms	205	1	2.372995602048741E-5	29.529800ms	205	1	2.372995602048741E-5	80.092200ms	100	0	6.387796964403359E-4	0s	0	0	0.0	0s	0	0	0.0	
11	406	39	403364	305	36	3915811.098234874	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	4	4305850.36265359	1.7976931348623157E308	0.0	28.703900ms	205	1	2.5169807709989362E-5	28.703900ms	205	1	2.5169807709989362E-5	85.435500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
12	447	40	403669	305	36	3890725.470848729	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	4	4305850.36265359	1.7976931348623157E308	0.0	29.521800ms	205	1	3.124995333250819E-5	29.521800ms	205	1	3.124995333250819E-5	90.182200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
13	487	40	403973	304	36	3870940.6792217265	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	6	4303075.800290787	1.7976931348623157E308	0.0	29.474400ms	205	1	2.4805445511747106E-5	29.474400ms	205	1	2.4805445511747106E-5	89.231300ms	100	0	3.180148573651276E-4	0s	0	0	0.0	0s	0	0	0.0	
14	527	39	404275	302	36	3850353.640317788	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	6	4303075.800290787	1.7976931348623157E308	0.0	29.637900ms	205	1	2.5943197879075815E-5	29.637900ms	205	1	2.5943197879075815E-5	81.866200ms	100	0	7.127257627640105E-5	0s	0	0	0.0	0s	0	0	0.0	
15	569	41	404580	305	36	3784464.5846279943	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	6	4303075.800290787	1.7976931348623157E308	0.0	29.774200ms	205	1	8.347545648522882E-5	29.774200ms	205	1	8.347545648522882E-5	97.352700ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
16	608	39	404885	305	36	3769744.67782267	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	6	4303075.800290787	1.7976931348623157E308	0.0	29.009200ms	205	1	1.8973469518585977E-5	29.009200ms	205	1	1.8973469518585977E-5	82.476400ms	100	0	8.650531258376782E-5	0s	0	0	0.0	0s	0	0	0.0	
17	649	40	405190	305	36	3762862.919375322	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	6	4303075.800290787	1.7976931348623157E308	0.0	29.707300ms	205	1	8.904993910910307E-6	29.707300ms	205	1	8.904993910910307E-6	91.597200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
18	688	39	405495	305	36	3732528.161667455	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	6	4303075.800290787	1.7976931348623157E308	0.0	28.854300ms	205	1	3.932495841964331E-5	28.854300ms	205	1	3.932495841964331E-5	82.700600ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
19	731	43	405800	305	36	3661264.023799105	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	6	4303075.800290787	1.7976931348623157E308	0.0	30.919200ms	205	1	9.313524929063639E-5	30.919200ms	205	1	9.313524929063639E-5	96.409300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
20	771	39	406105	305	36	3594254.702425914	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	37	4292511.83807744	1.7976931348623157E308	0.0	29.082600ms	205	1	8.92792041986172E-5	29.082600ms	205	1	8.92792041986172E-5	81.235700ms	100	0	3.003563759905459E-4	0s	0	0	0.0	0s	0	0	0.0	
21	816	45	406409	304	36	3577156.960717705	46	4110447.926724114	19	4164088.6678501014	40	4400134.642351304	37	4292511.83807744	1.7976931348623157E308	0.0	31.604900ms	205	1	2.3204704450280197E-5	31.604900ms	205	1	2.3204704450280197E-5	101.081900ms	100	0	1.0300750032078532E-4	0s	0	0	0.0	0s	0	0	0.0	
