"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	44	44	400674	400674	41	4135104.4074457632	12	4148095.7601335673	11	4176513.3565246183	39	4466563.642464696	40	4375612.327171175	1.7976931348623157E308	0.0	32.201200ms	205	1	4.830412049130213E-5	32.201200ms	205	1	4.830412049130213E-5	83.865ms	100	0	0.009757671737570014	0s	0	0	0.0	0s	0	0	0.0	
3	87	43	400978	304	41	4071858.6997161014	12	4148095.7601335673	11	4176513.3565246183	39	4434300.532016079	37	4336126.889725074	1.7976931348623157E308	0.0	31.415500ms	205	1	7.460891359991888E-5	31.415500ms	205	1	7.460891359991888E-5	104.063600ms	100	0	0.0041684654233094965	0s	0	0	0.0	0s	0	0	0.0	
4	128	40	401283	305	41	4062863.1688941605	12	4148095.7601335673	11	4176513.3565246183	36	4419097.252198403	34	4323431.079527623	1.7976931348623157E308	0.0	30.769100ms	205	1	1.0776562103903135E-5	30.769100ms	205	1	1.0776562103903135E-5	81.990200ms	100	0	0.0011586321852507398	0s	0	0	0.0	0s	0	0	0.0	
5	172	43	401588	305	41	4029122.398630075	12	4148095.7601335673	11	4176513.3565246183	22	4410941.585823346	31	4317655.958648761	1.7976931348623157E308	0.0	31.379200ms	205	1	4.0510624256203747E-5	31.379200ms	205	1	4.0510624256203747E-5	93.464300ms	100	0	6.200321083654114E-4	0s	0	0	0.0	0s	0	0	0.0	
6	213	40	401893	305	41	3936421.1915300786	12	4148095.7601335673	11	4176513.3565246183	22	4410941.585823346	0	4315654.591192096	1.7976931348623157E308	0.0	30.577400ms	205	1	1.1223312808705864E-4	30.577400ms	205	1	1.1223312808705864E-4	81.955700ms	100	0	5.23721453533773E-4	0s	0	0	0.0	0s	0	0	0.0	
7	256	43	402198	305	41	3914138.3583060745	12	4148095.7601335673	11	4176513.3565246183	22	4410941.585823346	28	4315442.989389595	1.7976931348623157E308	0.0	31.219800ms	205	1	2.76130886776157E-5	31.219800ms	205	1	2.76130886776157E-5	86.979400ms	100	0	1.0399749452828844E-4	0s	0	0	0.0	0s	0	0	0.0	
8	298	41	402503	305	41	3855102.4107408365	12	4148095.7601335673	11	4176513.3565246183	22	4410941.585823346	35	4311607.630787488	1.7976931348623157E308	0.0	30.967ms	205	1	7.357436188080482E-5	30.967ms	205	1	7.357436188080482E-5	82.532200ms	100	0	1.3506401311832227E-4	0s	0	0	0.0	0s	0	0	0.0	
9	340	41	402807	304	41	3817281.619073876	12	4148095.7601335673	11	4176513.3565246183	22	4410941.585823346	35	4311607.630787488	1.7976931348623157E308	0.0	30.292ms	205	1	4.785648914386286E-5	30.292ms	205	1	4.785648914386286E-5	92.209200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
10	381	41	403110	303	41	3811576.72023224	15	4102357.5684867897	12	4148095.7601335673	22	4410941.585823346	47	4311440.463642949	1.7976931348623157E308	0.0	30.700100ms	205	1	7.29020743405385E-6	30.700100ms	205	1	7.29020743405385E-6	81.590500ms	100	0	6.629916715499162E-4	0s	0	0	0.0	0s	0	0	0.0	
11	421	40	403415	305	41	3789533.272740909	15	4102357.5684867897	12	4148095.7601335673	22	4410941.585823346	26	4309119.788328688	1.7976931348623157E308	0.0	30.513100ms	205	1	2.8211163002979615E-5	30.513100ms	205	1	2.8211163002979615E-5	82.205300ms	100	0	7.353579782341524E-5	0s	0	0	0.0	0s	0	0	0.0	
12	467	45	403720	305	41	3774233.192158464	15	4102357.5684867897	27	4126427.3195500113	22	4410941.585823346	25	4308284.146517996	1.7976931348623157E308	0.0	31.615200ms	205	1	1.969491598435765E-5	31.615200ms	205	1	1.969491598435765E-5	114.317400ms	100	0	7.331343286275382E-4	0s	0	0	0.0	0s	0	0	0.0	
13	508	41	404025	305	41	3770562.5874199835	15	4102357.5684867897	27	4126427.3195500113	22	4410941.585823346	25	4308284.146517996	1.7976931348623157E308	0.0	30.682600ms	205	1	4.74411305729539E-6	30.682600ms	205	1	4.74411305729539E-6	89.509900ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
14	550	41	404330	305	41	3757616.937783695	15	4102357.5684867897	27	4126427.3195500113	22	4410941.585823346	25	4308284.146517996	1.7976931348623157E308	0.0	30.103900ms	205	1	1.6748034002037263E-5	30.103900ms	205	1	1.6748034002037263E-5	88.72ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
15	590	39	404635	305	41	3737590.463057314	15	4102357.5684867897	27	4126427.3195500113	22	4410941.585823346	29	4305109.98141719	1.7976931348623157E308	0.0	29.762400ms	205	1	2.5997892343468047E-5	29.762400ms	205	1	2.5997892343468047E-5	81.450700ms	100	0	5.615998406843903E-5	0s	0	0	0.0	0s	0	0	0.0	
16	630	40	404940	305	41	3728975.114090728	15	4102357.5684867897	27	4126427.3195500113	22	4410941.585823346	29	4305109.98141719	1.7976931348623157E308	0.0	30.335400ms	205	1	1.1244167314563244E-5	30.335400ms	205	1	1.1244167314563244E-5	85.285100ms	100	0	3.6964198426138185E-5	0s	0	0	0.0	0s	0	0	0.0	
