"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	162	162	410454	410454	44	4100880.612362393	42	4108137.646041165	34	4115034.620326033	48	4418897.902159051	5	4349407.210516354	1.7976931348623157E308	0.0	35.321700ms	210	1	9.831862046248921E-5	35.321700ms	210	1	9.831862046248921E-5	1.213245485s	100	0	0.006503936968287933	0s	0	0	0.0	0s	0	0	0.0	
3	238	75	410764	310	44	4040930.5324515793	42	4108137.646041165	34	4115034.620326033	48	4417427.380916329	15	4330385.836788086	1.7976931348623157E308	0.0	30.991199ms	210	1	6.961348012504565E-5	30.991199ms	210	1	6.961348012504565E-5	412.181192ms	100	0	0.0029054181677647516	0s	0	0	0.0	0s	0	0	0.0	
4	289	51	411074	310	44	3994203.0430799033	42	4108137.646041165	34	4115034.620326033	48	4417427.380916329	13	4318188.874068829	1.7976931348623157E308	0.0	31.002099ms	210	1	5.5064508623424235E-5	31.002099ms	210	1	5.5064508623424235E-5	181.467607ms	100	0	7.209215277942904E-4	0s	0	0	0.0	0s	0	0	0.0	
5	342	52	411384	310	44	3904232.567515009	42	4108137.646041165	34	4115034.620326033	35	4398217.206642049	32	4307979.938030685	1.7976931348623157E308	0.0	30.557500ms	210	1	1.072631589837619E-4	30.557500ms	210	1	1.072631589837619E-4	184.082905ms	100	0	0.0010241635048464281	0s	0	0	0.0	0s	0	0	0.0	
6	394	51	411694	310	44	3841891.3860056065	9	4033539.463768847	42	4108137.646041165	35	4398217.206642049	19	4303433.913667655	1.7976931348623157E308	0.0	30.428500ms	210	1	7.603613871838118E-5	30.428500ms	210	1	7.603613871838118E-5	187.418007ms	100	0	0.0013088512578153055	0s	0	0	0.0	0s	0	0	0.0	
7	448	53	412004	310	44	3794446.9875115026	9	4033539.463768847	42	4108137.646041165	35	4398217.206642049	5	4300696.923626413	1.7976931348623157E308	0.0	31.942599ms	210	1	5.880585482914279E-5	31.942599ms	210	1	5.880585482914279E-5	179.354607ms	100	0	0.001182979818879304	0s	0	0	0.0	0s	0	0	0.0	
8	500	52	412314	310	44	3761966.5423578406	9	4033539.463768847	42	4108137.646041165	35	4398217.206642049	5	4300696.923626413	1.7976931348623157E308	0.0	31.326700ms	210	1	4.076187833301241E-5	31.326700ms	210	1	4.076187833301241E-5	173.372603ms	100	0	8.334568517511132E-5	0s	0	0	0.0	0s	0	0	0.0	
9	553	52	412624	310	44	3709665.8888166454	9	4033539.463768847	42	4108137.646041165	35	4398217.206642049	1	4297545.10973437	1.7976931348623157E308	0.0	31.530500ms	210	1	6.620227169603008E-5	31.530500ms	210	1	6.620227169603008E-5	187.899295ms	100	0	1.7413050435591604E-4	0s	0	0	0.0	0s	0	0	0.0	
10	603	50	412934	310	44	3681285.4615171878	9	4033539.463768847	42	4108137.646041165	35	4398217.206642049	1	4297545.10973437	1.7976931348623157E308	0.0	30.959900ms	210	1	3.643047539930616E-5	30.959900ms	210	1	3.643047539930616E-5	164.208502ms	100	0	1.0706225575228601E-4	0s	0	0	0.0	0s	0	0	0.0	
11	656	52	413244	310	44	3631544.616518637	9	4033539.463768847	42	4108137.646041165	35	4398217.206642049	29	4287423.69174609	1.7976931348623157E308	0.0	29.845299ms	210	1	6.434197215505966E-5	29.845299ms	210	1	6.434197215505966E-5	177.252399ms	100	0	2.922988908292756E-4	0s	0	0	0.0	0s	0	0	0.0	
