"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	38	38	410416	410416	4	4089788.0910678455	47	4104622.4249553615	42	4104895.4914943855	43	4477287.900626774	45	4381909.318469574	1.7976931348623157E308	0.0	26.879700ms	210	1	2.9407814486523543E-5	26.879700ms	210	1	2.9407814486523543E-5	83.818400ms	100	0	0.00979328690895776	0s	0	0	0.0	0s	0	0	0.0	
3	75	37	410725	309	4	4082689.5597558185	47	4104622.4249553615	42	4104895.4914943855	39	4474433.276832925	19	4336264.940853793	1.7976931348623157E308	0.0	27.586700ms	210	1	8.265105502922692E-6	27.586700ms	210	1	8.265105502922692E-6	79.639900ms	100	0	0.0036989200256607392	0s	0	0	0.0	0s	0	0	0.0	
4	114	38	411035	310	5	3997721.3973304215	4	4068371.265057062	47	4104622.4249553615	48	4466521.907090434	21	4309340.0039873505	1.7976931348623157E308	0.0	28.266500ms	210	1	1.670035272347336E-5	28.266500ms	210	1	1.670035272347336E-5	83.080200ms	100	0	0.0020916283604379983	0s	0	0	0.0	0s	0	0	0.0	
5	153	38	411345	310	5	3993099.033442777	4	4068371.265057062	47	4104622.4249553615	48	4466521.907090434	21	4309340.0039873505	1.7976931348623157E308	0.0	28.169200ms	210	1	5.505950620403388E-6	28.169200ms	210	1	5.505950620403388E-6	81.762800ms	100	0	6.163065218228625E-5	0s	0	0	0.0	0s	0	0	0.0	
6	190	37	411654	309	5	3986415.0754223377	4	4068371.265057062	47	4104622.4249553615	48	4466521.907090434	1	4303534.005416592	1.7976931348623157E308	0.0	27.846900ms	210	1	7.970844514332011E-6	27.846900ms	210	1	7.970844514332011E-6	81.693800ms	100	0	6.189175554645321E-4	0s	0	0	0.0	0s	0	0	0.0	
7	229	38	411964	310	5	3966326.544551441	4	4068371.265057062	47	4104622.4249553615	48	4466521.907090434	13	4290264.661885077	1.7976931348623157E308	0.0	28.961500ms	210	1	2.399641507568302E-5	28.961500ms	210	1	2.399641507568302E-5	80.666900ms	100	0	5.313462789528233E-4	0s	0	0	0.0	0s	0	0	0.0	
8	268	38	412274	310	5	3935174.4384689084	4	4068371.265057062	47	4104622.4249553615	49	4428840.794901329	13	4290264.661885077	1.7976931348623157E308	0.0	29.226ms	210	1	3.7400693218654566E-5	29.226ms	210	1	3.7400693218654566E-5	79.998900ms	100	0	4.900514850752569E-4	0s	0	0	0.0	0s	0	0	0.0	
9	307	38	412583	309	5	3906911.8575858497	4	4068371.265057062	47	4104622.4249553615	49	4428840.794901329	25	4286645.132427947	1.7976931348623157E308	0.0	27.784100ms	210	1	3.420019127363513E-5	27.784100ms	210	1	3.420019127363513E-5	87.231400ms	100	0	8.361366975037198E-5	0s	0	0	0.0	0s	0	0	0.0	
10	345	37	412893	310	5	3870957.9759596405	4	4068371.265057062	47	4104622.4249553615	49	4428840.794901329	25	4286645.132427947	1.7976931348623157E308	0.0	27.852600ms	210	1	4.382206877597669E-5	27.852600ms	210	1	4.382206877597669E-5	80.311700ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
11	383	38	413203	310	5	3869102.4444344793	4	4068371.265057062	47	4104622.4249553615	49	4428840.794901329	25	4286645.132427947	1.7976931348623157E308	0.0	28.188800ms	210	1	2.2826040634913024E-6	28.188800ms	210	1	2.2826040634913024E-6	80.455400ms	100	0	1.7325346395666074E-4	0s	0	0	0.0	0s	0	0	0.0	
