"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	42	42	430033	430033	0	4070421.4371237317	26	4110961.6087304624	21	4204254.973783088	49	4348654.355058389	15	4310509.243642521	1.7976931348623157E308	0.0	31.198ms	220	1	1.4928459108436178E-4	31.198ms	220	1	1.4928459108436178E-4	83.239900ms	100	0	0.0023763504827126703	0s	0	0	0.0	0s	0	0	0.0	
3	84	42	430353	320	0	3883595.258617752	26	4110961.6087304624	30	4172996.9914344857	49	4348654.355058389	47	4299347.529277169	1.7976931348623157E308	0.0	32.047500ms	220	1	2.086294786468061E-4	32.047500ms	220	1	2.086294786468061E-4	80.945900ms	100	0	0.0014879640801541705	0s	0	0	0.0	0s	0	0	0.0	
4	127	42	430673	320	0	3765120.8719270644	26	4110961.6087304624	38	4148318.954564882	42	4341640.263692653	7	4296151.2218991965	1.7976931348623157E308	0.0	32.443600ms	220	1	1.386653097559905E-4	32.443600ms	220	1	1.386653097559905E-4	81.646300ms	100	0	9.102756246928579E-4	0s	0	0	0.0	0s	0	0	0.0	
5	170	43	430993	320	0	3669740.3599401847	22	4045547.606212127	26	4110961.6087304624	42	4341640.263692653	36	4282268.008676504	1.7976931348623157E308	0.0	33.534300ms	220	1	1.1514843653256895E-4	33.534300ms	220	1	1.1514843653256895E-4	80.809600ms	100	0	0.001554853710033839	0s	0	0	0.0	0s	0	0	0.0	
6	212	41	431313	320	0	3583802.4983062805	22	4045547.606212127	26	4110961.6087304624	42	4341640.263692653	10	4267767.626872841	1.7976931348623157E308	0.0	31.015ms	220	1	1.0644530824432548E-4	31.015ms	220	1	1.0644530824432548E-4	81.426500ms	100	0	0.0012659112697401631	0s	0	0	0.0	0s	0	0	0.0	
7	253	41	431633	320	0	3473166.3884975864	22	4045547.606212127	26	4110961.6087304624	48	4341056.316356241	42	4260698.592738442	1.7976931348623157E308	0.0	30.904400ms	220	1	1.403234158296962E-4	30.904400ms	220	1	1.403234158296962E-4	81.654300ms	100	0	4.4319353270472314E-4	0s	0	0	0.0	0s	0	0	0.0	
8	295	41	431953	320	0	3347056.4729046244	22	4045547.606212127	26	4110961.6087304624	48	4341056.316356241	2	4247008.033747499	1.7976931348623157E308	0.0	31.732200ms	220	1	1.650444651765973E-4	31.732200ms	220	1	1.650444651765973E-4	81.927700ms	100	0	6.092360288183174E-4	0s	0	0	0.0	0s	0	0	0.0	
9	336	41	432273	320	0	3288176.4984177034	8	4003241.943569451	22	4045547.606212127	48	4341056.316356241	1	4244259.387940743	1.7976931348623157E308	0.0	31.277800ms	220	1	7.996167672532992E-5	31.277800ms	220	1	7.996167672532992E-5	83.384400ms	100	0	6.844343287317777E-4	0s	0	0	0.0	0s	0	0	0.0	
10	377	40	432593	320	0	3227384.756563102	8	4003241.943569451	22	4045547.606212127	48	4341056.316356241	28	4240819.869345649	1.7976931348623157E308	0.0	30.881700ms	220	1	8.403627343972184E-5	30.881700ms	220	1	8.403627343972184E-5	81.378200ms	100	0	3.433113320793035E-4	0s	0	0	0.0	0s	0	0	0.0	
11	418	41	432913	320	0	3129854.689817161	8	4003241.943569451	22	4045547.606212127	48	4341056.316356241	39	4236865.805503712	1.7976931348623157E308	0.0	31.089800ms	220	1	1.37361522919542E-4	31.089800ms	220	1	1.37361522919542E-4	82.039ms	100	0	1.912615891021341E-4	0s	0	0	0.0	0s	0	0	0.0	
12	460	41	433233	320	0	3017066.7638666523	8	4003241.943569451	3	4035440.604035107	48	4341056.316356241	18	4234663.697757039	1.7976931348623157E308	0.0	31.560100ms	220	1	1.6380070050922368E-4	31.560100ms	220	1	1.6380070050922368E-4	82.939400ms	100	0	5.579955633870071E-4	0s	0	0	0.0	0s	0	0	0.0	
13	501	41	433553	320	0	2947920.9099492943	8	4003241.943569451	3	4035440.604035107	48	4341056.316356241	18	4234663.697757039	1.7976931348623157E308	0.0	31.310400ms	220	1	1.0417380873109555E-4	31.310400ms	220	1	1.0417380873109555E-4	82.889900ms	100	0	1.4013232986100798E-4	0s	0	0	0.0	0s	0	0	0.0	
14	543	41	433873	320	0	2884178.790250579	8	4003241.943569451	3	4035440.604035107	48	4341056.316356241	18	4234663.697757039	1.7976931348623157E308	0.0	31.551700ms	220	1	9.82851699798206E-5	31.551700ms	220	1	9.82851699798206E-5	84.734300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
15	586	43	434192	319	0	2802953.4578962135	8	4003241.943569451	3	4035440.604035107	48	4341056.316356241	31	4227307.802480307	1.7976931348623157E308	0.0	31.109200ms	220	1	1.2801080758385647E-4	31.109200ms	220	1	1.2801080758385647E-4	102.081500ms	100	0	2.528748959817384E-4	0s	0	0	0.0	0s	0	0	0.0	
16	628	41	434511	319	0	2748005.767052406	8	4003241.943569451	3	4035440.604035107	48	4341056.316356241	31	4227307.802480307	1.7976931348623157E308	0.0	31.07ms	220	1	8.910680639545032E-5	31.07ms	220	1	8.910680639545032E-5	81.624500ms	100	0	7.370908454566227E-5	0s	0	0	0.0	0s	0	0	0.0	
17	669	41	434831	320	0	2712929.6922863577	8	4003241.943569451	3	4035440.604035107	48	4341056.316356241	31	4227307.802480307	1.7976931348623157E308	0.0	30.955800ms	220	1	5.801905708991821E-5	30.955800ms	220	1	5.801905708991821E-5	87.350800ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
18	711	42	435149	318	0	2675149.885548293	8	4003241.943569451	3	4035440.604035107	48	4341056.316356241	29	4225138.403385096	1.7976931348623157E308	0.0	32.158800ms	220	1	6.329924242128254E-5	32.158800ms	220	1	6.329924242128254E-5	81.121ms	100	0	2.923591591548391E-4	0s	0	0	0.0	0s	0	0	0.0	
19	753	41	435468	319	0	2623887.0447986005	8	4003241.943569451	3	4035440.604035107	48	4341056.316356241	29	4225138.403385096	1.7976931348623157E308	0.0	31.174500ms	220	1	8.710275030097793E-5	31.174500ms	220	1	8.710275030097793E-5	81.921ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
20	794	41	435788	320	0	2560493.717801696	8	4003241.943569451	3	4035440.604035107	48	4341056.316356241	29	4225138.403385096	1.7976931348623157E308	0.0	31.609400ms	220	1	1.098185559933972E-4	31.609400ms	220	1	1.098185559933972E-4	80.700100ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
21	836	41	436107	319	0	2520188.660990894	8	4003241.943569451	3	4035440.604035107	48	4341056.316356241	29	4225138.403385096	1.7976931348623157E308	0.0	31.057ms	220	1	7.155057730145666E-5	31.057ms	220	1	7.155057730145666E-5	81.965ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
22	877	41	436427	320	0	2489483.1979534035	8	4003241.943569451	35	4016387.0306470855	48	4341056.316356241	44	4224205.631181713	1.7976931348623157E308	0.0	31.101300ms	220	1	5.538088822253928E-5	31.101300ms	220	1	5.538088822253928E-5	81.697200ms	100	0	6.430592978313509E-4	0s	0	0	0.0	0s	0	0	0.0	
23	919	41	436747	320	0	2449151.2407559566	8	4003241.943569451	35	4016387.0306470855	48	4341056.316356241	12	4218057.482937457	1.7976931348623157E308	0.0	31.140300ms	220	1	7.364061678380692E-5	31.140300ms	220	1	7.364061678380692E-5	88.314ms	100	0	2.9774969039867983E-4	0s	0	0	0.0	0s	0	0	0.0	
24	962	43	437065	318	0	2410788.1744742836	8	4003241.943569451	35	4016387.0306470855	48	4341056.316356241	12	4218057.482937457	1.7976931348623157E308	0.0	30.721400ms	220	1	7.119918570393463E-5	30.721400ms	220	1	7.119918570393463E-5	83.772900ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
25	1003	41	437383	318	0	2361377.5483504958	8	4003241.943569451	35	4016387.0306470855	48	4341056.316356241	12	4218057.482937457	1.7976931348623157E308	0.0	31.159400ms	220	1	9.316196150543304E-5	31.159400ms	220	1	9.316196150543304E-5	81.492500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
26	1044	41	437703	320	0	2316017.1109755156	8	4003241.943569451	35	4016387.0306470855	48	4341056.316356241	12	4218057.482937457	1.7976931348623157E308	0.0	30.819700ms	220	1	8.731505319593496E-5	30.819700ms	220	1	8.731505319593496E-5	81.447100ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
27	1085	40	438023	320	0	2297126.4827690944	8	4003241.943569451	35	4016387.0306470855	48	4341056.316356241	12	4218057.482937457	1.7976931348623157E308	0.0	30.461200ms	220	1	3.707506798652353E-5	30.461200ms	220	1	3.707506798652353E-5	81.835300ms	100	0	4.3376829554708786E-5	0s	0	0	0.0	0s	0	0	0.0	
28	1126	41	438342	319	0	2271836.663279869	8	4003241.943569451	35	4016387.0306470855	48	4341056.316356241	12	4218057.482937457	1.7976931348623157E308	0.0	31.111700ms	220	1	5.004240115348431E-5	31.111700ms	220	1	5.004240115348431E-5	81.375500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
29	1168	41	438662	320	0	2251032.811610848	8	4003241.943569451	35	4016387.0306470855	48	4341056.316356241	12	4218057.482937457	1.7976931348623157E308	0.0	31.235500ms	220	1	4.1624014463870714E-5	31.235500ms	220	1	4.1624014463870714E-5	82.220500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
