"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	155	155	400707	400707	42	4142373.1829211256	26	4147810.729233259	0	4157753.99464722	32	4395102.027022189	22	4345456.194546659	1.7976931348623157E308	0.0	39.799800ms	205	1	1.5921608115033927E-4	39.799800ms	205	1	1.5921608115033927E-4	1.073508300s	100	0	0.005903923403497816	0s	0	0	0.0	0s	0	0	0.0	
3	217	62	401011	304	42	4080676.0534719722	13	4109042.1682467265	26	4147810.729233259	29	4393551.472519697	2	4316571.861788916	1.7976931348623157E308	0.0	39.411500ms	205	1	7.265439248928489E-5	39.411500ms	205	1	7.265439248928489E-5	186.831600ms	100	0	0.002962044972404634	0s	0	0	0.0	0s	0	0	0.0	
4	277	59	401316	305	42	4029682.489358711	6	4101213.4336456815	13	4109042.1682467265	29	4388699.9272648515	47	4300503.726356842	1.7976931348623157E308	0.0	36.228200ms	205	1	6.095781433661626E-5	36.228200ms	205	1	6.095781433661626E-5	200.564300ms	100	0	0.001805421617827162	0s	0	0	0.0	0s	0	0	0.0	
5	343	65	401620	304	42	3986829.4780157236	6	4101213.4336456815	13	4109042.1682467265	29	4388699.9272648515	11	4296382.181163735	1.7976931348623157E308	0.0	39.368100ms	205	1	5.187482643456522E-5	39.368100ms	205	1	5.187482643456522E-5	191.950300ms	100	0	5.162859759579741E-4	0s	0	0	0.0	0s	0	0	0.0	
6	402	59	401925	305	42	3896903.5195662924	6	4101213.4336456815	13	4109042.1682467265	29	4388699.9272648515	11	4296382.181163735	1.7976931348623157E308	0.0	36.832600ms	205	1	1.1002808481459568E-4	36.832600ms	205	1	1.1002808481459568E-4	199.769600ms	100	0	5.52555285265256E-4	0s	0	0	0.0	0s	0	0	0.0	
7	461	59	402230	305	42	3854977.943107598	6	4101213.4336456815	13	4109042.1682467265	24	4375893.872619303	20	4293367.981147094	1.7976931348623157E308	0.0	36.215700ms	205	1	5.248141404802962E-5	36.215700ms	205	1	5.248141404802962E-5	197.156300ms	100	0	7.699504600710317E-4	0s	0	0	0.0	0s	0	0	0.0	
8	510	48	402534	304	42	3830171.67427145	6	4101213.4336456815	13	4109042.1682467265	24	4375893.872619303	36	4278098.294347594	1.7976931348623157E308	0.0	36.902700ms	205	1	3.138959320402177E-5	36.902700ms	205	1	3.138959320402177E-5	86.900900ms	100	0	1.8109472599329825E-4	0s	0	0	0.0	0s	0	0	0.0	
9	556	46	402838	304	42	3792886.9245698727	6	4101213.4336456815	13	4109042.1682467265	24	4375893.872619303	22	4268096.745458013	1.7976931348623157E308	0.0	35.097200ms	205	1	4.748529394499459E-5	35.097200ms	205	1	4.748529394499459E-5	88.832100ms	100	0	0.0011051141398289721	0s	0	0	0.0	0s	0	0	0.0	
10	603	46	403142	304	42	3771529.9358330066	37	4090237.0270880745	6	4101213.4336456815	24	4375893.872619303	43	4245443.973135513	1.7976931348623157E308	0.0	34.339800ms	205	1	2.746731841328922E-5	34.339800ms	205	1	2.746731841328922E-5	86.132400ms	100	0	0.0012577419271877378	0s	0	0	0.0	0s	0	0	0.0	
11	653	49	403447	305	42	3719372.5073748897	37	4090237.0270880745	6	4101213.4336456815	24	4375893.872619303	43	4245443.973135513	1.7976931348623157E308	0.0	36.348600ms	205	1	6.745975363106954E-5	36.348600ms	205	1	6.745975363106954E-5	97.017800ms	100	0	9.844972928612638E-5	0s	0	0	0.0	0s	0	0	0.0	
12	700	47	403752	305	42	3673128.987210711	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	43	4245443.973135513	1.7976931348623157E308	0.0	35.171900ms	205	1	6.0649517276113424E-5	35.171900ms	205	1	6.0649517276113424E-5	83.876900ms	100	0	5.5108119679807E-4	0s	0	0	0.0	0s	0	0	0.0	
13	748	47	404056	304	42	3634073.2881214092	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	35	4237948.369672663	1.7976931348623157E308	0.0	36.362800ms	205	1	5.186738771685241E-5	36.362800ms	205	1	5.186738771685241E-5	85.987900ms	100	0	5.961489167060008E-4	0s	0	0	0.0	0s	0	0	0.0	
14	793	44	404361	305	42	3571470.915706353	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	35	4237948.369672663	1.7976931348623157E308	0.0	34.306900ms	205	1	8.403171928675387E-5	34.306900ms	205	1	8.403171928675387E-5	81.779800ms	100	0	4.1828946040745056E-6	0s	0	0	0.0	0s	0	0	0.0	
15	842	48	404666	305	42	3537098.885376582	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	35	4237948.369672663	1.7976931348623157E308	0.0	36.336800ms	205	1	4.694660675960382E-5	36.336800ms	205	1	4.694660675960382E-5	92.752400ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
16	889	47	404971	305	42	3508233.415923154	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	35	4237948.369672663	1.7976931348623157E308	0.0	36.444300ms	205	1	3.9808660325455274E-5	36.444300ms	205	1	3.9808660325455274E-5	81.748600ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
17	944	55	405274	303	42	3432861.586699513	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	35	4237948.369672663	1.7976931348623157E308	0.0	38.952ms	205	1	1.048013105281849E-4	38.952ms	205	1	1.048013105281849E-4	101.952300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
18	1000	56	405579	305	42	3419172.10367342	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	35	4237948.369672663	1.7976931348623157E308	0.0	39.384700ms	205	1	1.9452565824287444E-5	39.384700ms	205	1	1.9452565824287444E-5	118.694400ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
19	1055	54	405884	305	42	3384656.257906408	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	35	4237948.369672663	1.7976931348623157E308	0.0	39.952ms	205	1	4.9242908589008386E-5	39.952ms	205	1	4.9242908589008386E-5	106.606500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
20	1103	47	406188	304	42	3356383.6578708254	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	35	4237948.369672663	1.7976931348623157E308	0.0	36.091400ms	205	1	4.074715764787909E-5	36.091400ms	205	1	4.074715764787909E-5	92.132400ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
21	1149	46	406493	305	42	3268476.830027126	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	35	4237948.369672663	1.7976931348623157E308	0.0	34.294800ms	205	1	1.277606608988005E-4	34.294800ms	205	1	1.277606608988005E-4	85.603400ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
22	1194	45	406796	303	42	3262863.0097243153	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	35	4237948.369672663	1.7976931348623157E308	0.0	34.894800ms	205	1	8.378364206355531E-6	34.894800ms	205	1	8.378364206355531E-6	81.043500ms	100	0	4.323840222386632E-6	0s	0	0	0.0	0s	0	0	0.0	
23	1242	47	407101	305	42	3226243.2412929125	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	35	4237948.369672663	1.7976931348623157E308	0.0	35.054700ms	205	1	5.4747323502754915E-5	35.054700ms	205	1	5.4747323502754915E-5	92.595100ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
24	1290	48	407405	304	42	3214828.051177225	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	35	4237948.369672663	1.7976931348623157E308	0.0	35.653800ms	205	1	1.7259657768565993E-5	35.653800ms	205	1	1.7259657768565993E-5	108.248100ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
25	1339	48	407710	305	42	3205035.921578479	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	1	4237458.373981421	1.7976931348623157E308	0.0	36.235400ms	205	1	1.4858177509696352E-5	36.235400ms	205	1	1.4858177509696352E-5	97.618800ms	100	0	1.2798500200560613E-4	0s	0	0	0.0	0s	0	0	0.0	
26	1388	48	408015	305	42	3168706.854852403	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	1	4237458.373981421	1.7976931348623157E308	0.0	36.402500ms	205	1	5.52926594195913E-5	36.402500ms	205	1	5.52926594195913E-5	90.592800ms	100	0	5.1852723333614127E-5	0s	0	0	0.0	0s	0	0	0.0	
27	1437	48	408319	304	42	3104528.106104094	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	29	4235718.174896486	1.7976931348623157E308	0.0	35.718400ms	205	1	9.87996307028234E-5	35.718400ms	205	1	9.87996307028234E-5	89.499ms	100	0	2.7708252165694616E-4	0s	0	0	0.0	0s	0	0	0.0	
28	1482	45	408624	305	42	3062488.4920809804	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	29	4235718.174896486	1.7976931348623157E308	0.0	34.646400ms	205	1	6.605554239126316E-5	34.646400ms	205	1	6.605554239126316E-5	82.119900ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
29	1531	48	408929	305	42	3021637.5928798188	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	29	4235718.174896486	1.7976931348623157E308	0.0	36.634200ms	205	1	6.506887439588371E-5	36.634200ms	205	1	6.506887439588371E-5	94.896600ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
30	1581	50	409234	305	42	2976751.9647904946	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	29	4235718.174896486	1.7976931348623157E308	0.0	36.224200ms	205	1	7.246212579513173E-5	36.224200ms	205	1	7.246212579513173E-5	111.546200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
31	1631	50	409539	305	42	2924255.366885957	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	29	4235718.174896486	1.7976931348623157E308	0.0	37.636200ms	205	1	8.602697450676338E-5	37.636200ms	205	1	8.602697450676338E-5	93.804900ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
32	1676	44	409844	305	42	2897967.317614049	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	29	4235718.174896486	1.7976931348623157E308	0.0	34.562700ms	205	1	4.385197959943859E-5	34.562700ms	205	1	4.385197959943859E-5	81.455300ms	100	0	3.1083764815125206E-5	0s	0	0	0.0	0s	0	0	0.0	
33	1723	46	410149	305	42	2856762.392152458	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	29	4235718.174896486	1.7976931348623157E308	0.0	35.315300ms	205	1	6.935883478613302E-5	35.315300ms	205	1	6.935883478613302E-5	91.456300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
34	1775	51	410453	304	42	2831911.872195137	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	29	4235718.174896486	1.7976931348623157E308	0.0	37.179500ms	205	1	4.243336754407484E-5	37.179500ms	205	1	4.243336754407484E-5	102.521300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
35	1824	49	410758	305	42	2820383.4442833248	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	29	4235718.174896486	1.7976931348623157E308	0.0	36.788600ms	205	1	1.9858045113729794E-5	36.788600ms	205	1	1.9858045113729794E-5	86.990500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
36	1874	50	411062	304	42	2811932.2349500363	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	29	4235718.174896486	1.7976931348623157E308	0.0	36.283900ms	205	1	1.461695269324281E-5	36.283900ms	205	1	1.461695269324281E-5	96.329500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
37	1921	46	411366	304	42	2791796.846826061	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	29	4235718.174896486	1.7976931348623157E308	0.0	35.248800ms	205	1	3.493021782744005E-5	35.248800ms	205	1	3.493021782744005E-5	86.370300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
38	1968	47	411671	305	42	2733123.918475645	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	29	4235718.174896486	1.7976931348623157E308	0.0	35.645500ms	205	1	1.0251799192078785E-4	35.645500ms	205	1	1.0251799192078785E-4	85.765100ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
39	2014	45	411976	305	42	2724253.8464910737	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	15	4227929.1188849285	1.7976931348623157E308	0.0	35.002500ms	205	1	1.583120455486359E-5	35.002500ms	205	1	1.583120455486359E-5	84.258900ms	100	0	2.2284789219282453E-4	0s	0	0	0.0	0s	0	0	0.0	
40	2061	46	412281	305	42	2719890.3276788024	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	15	4227929.1188849285	1.7976931348623157E308	0.0	35.731300ms	205	1	7.813316533718624E-6	35.731300ms	205	1	7.813316533718624E-6	88.494700ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
41	2106	45	412586	305	42	2657042.816898047	37	4090237.0270880745	6	4101213.4336456815	49	4371149.983280251	15	4227929.1188849285	1.7976931348623157E308	0.0	34.557600ms	205	1	1.1271528862797689E-4	34.557600ms	205	1	1.1271528862797689E-4	86.985900ms	100	0	2.9782286781404046E-4	0s	0	0	0.0	0s	0	0	0.0	
