"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	41	41	400616	400616	49	4077663.485973994	48	4218105.980856629	1	4220877.689187632	34	4454877.615652854	38	4366620.942951707	1.7976931348623157E308	0.0	30.437500ms	205	1	5.8336156944859844E-5	30.437500ms	205	1	5.8336156944859844E-5	82.699600ms	100	0	0.008886733697197773	0s	0	0	0.0	0s	0	0	0.0	
3	82	41	400920	304	44	3891990.5468290113	49	4056980.2705043587	48	4218105.980856629	34	4454877.615652854	10	4357039.908229785	1.7976931348623157E308	0.0	30.072800ms	205	1	2.474302608473353E-5	30.072800ms	205	1	2.474302608473353E-5	87.232900ms	100	0	0.0019598369201627853	0s	0	0	0.0	0s	0	0	0.0	
4	123	40	401225	305	44	3876079.037274181	49	4056980.2705043587	48	4218105.980856629	35	4453545.996250275	27	4344338.527144795	1.7976931348623157E308	0.0	29.818400ms	205	1	1.9942782194807463E-5	29.818400ms	205	1	1.9942782194807463E-5	87.758200ms	100	0	0.0021127569876408614	0s	0	0	0.0	0s	0	0	0.0	
5	165	41	401530	305	44	3850045.247407197	49	4056980.2705043587	27	4184499.624607717	21	4440760.381076174	6	4340059.291043723	1.7976931348623157E308	0.0	30.874300ms	205	1	3.276354679326258E-5	30.874300ms	205	1	3.276354679326258E-5	85.923700ms	100	0	6.302113729951398E-4	0s	0	0	0.0	0s	0	0	0.0	
6	205	40	401835	305	44	3799661.586724546	49	4056980.2705043587	27	4184499.624607717	20	4424820.04555017	35	4329328.5909749	1.7976931348623157E308	0.0	29.658200ms	205	1	6.383664054728545E-5	29.658200ms	205	1	6.383664054728545E-5	82.965300ms	100	0	6.072152784197371E-4	0s	0	0	0.0	0s	0	0	0.0	
7	244	39	402140	305	44	3777799.3552885335	49	4056980.2705043587	27	4184499.624607717	20	4424820.04555017	40	4318660.854826593	1.7976931348623157E308	0.0	29.072900ms	205	1	2.806698148271519E-5	29.072900ms	205	1	2.806698148271519E-5	82.105400ms	100	0	3.818950506070795E-4	0s	0	0	0.0	0s	0	0	0.0	
8	285	40	402445	305	44	3767665.3819602523	49	4056980.2705043587	0	4183209.744074851	20	4424820.04555017	40	4318660.854826593	1.7976931348623157E308	0.0	28.974700ms	205	1	1.3085400146070422E-5	28.974700ms	205	1	1.3085400146070422E-5	89.967700ms	100	0	2.9674186742438823E-4	0s	0	0	0.0	0s	0	0	0.0	
9	324	39	402749	304	44	3766136.006236895	49	4056980.2705043587	0	4183209.744074851	20	4424820.04555017	40	4318660.854826593	1.7976931348623157E308	0.0	29.011300ms	205	1	1.9801040235554234E-6	29.011300ms	205	1	1.9801040235554234E-6	82.231ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
10	365	40	403054	305	44	3766136.006236895	49	4056980.2705043587	0	4183209.744074851	20	4424820.04555017	40	4318660.854826593	1.7976931348623157E308	0.0	29.804700ms	205	0	0.0	29.804700ms	205	0	0.0	87.831600ms	100	0	1.684904769575779E-4	0s	0	0	0.0	0s	0	0	0.0	
11	408	43	403374	320	44	3759469.2631478584	38	3974737.813218808	49	4056980.2705043587	20	4424820.04555017	9	4312190.855791777	1.7976931348623157E308	0.0	28.450500ms	205	1	8.475612831325182E-6	28.450500ms	205	1	8.475612831325182E-6	87.257800ms	100	0	8.974516791191811E-4	4.321100ms	15	1	2.1824955603729396E-6	4.321100ms	15	1	2.1824955603729396E-6	
