"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	51	51	410471	410471	48	4088937.496024096	24	4094094.619789959	36	4158677.5346934544	44	4477364.805176208	8	4414671.266928223	1.7976931348623157E308	0.0	33.354500ms	210	1	4.440153228085246E-5	33.354500ms	210	1	4.440153228085246E-5	106.457700ms	100	0	0.007628806282172102	0s	0	0	0.0	0s	0	0	0.0	
3	92	40	410781	310	48	4069267.4009034713	24	4094094.619789959	36	4158677.5346934544	41	4466561.00292547	4	4385746.845192932	1.7976931348623157E308	0.0	29.783700ms	210	1	2.2907447157874272E-5	29.783700ms	210	1	2.2907447157874272E-5	83.798600ms	100	0	0.002180079706978648	0s	0	0	0.0	0s	0	0	0.0	
4	134	42	411091	310	49	4041604.1360652666	48	4049137.438127699	24	4094094.619789959	41	4466561.00292547	10	4343501.211999112	1.7976931348623157E308	0.0	30.833100ms	210	1	2.355632013212845E-5	30.833100ms	210	1	2.355632013212845E-5	83.142800ms	100	0	0.003746545482971558	0s	0	0	0.0	0s	0	0	0.0	
5	174	40	411401	310	49	4002260.442105775	48	4049137.438127699	24	4094094.619789959	41	4466561.00292547	34	4335950.042063714	1.7976931348623157E308	0.0	30.386200ms	210	1	4.6355584888881284E-5	30.386200ms	210	1	4.6355584888881284E-5	83.285900ms	100	0	9.929776703067339E-4	0s	0	0	0.0	0s	0	0	0.0	
6	213	38	411711	310	49	3969990.7966573434	48	4049137.438127699	24	4094094.619789959	41	4466561.00292547	45	4332640.109074061	1.7976931348623157E308	0.0	28.374100ms	210	1	3.83945474185616E-5	28.374100ms	210	1	3.83945474185616E-5	82.196100ms	100	0	6.22843568939978E-4	0s	0	0	0.0	0s	0	0	0.0	
7	251	38	412020	309	49	3951255.710241571	48	4049137.438127699	24	4094094.619789959	41	4466561.00292547	1	4314674.865484133	1.7976931348623157E308	0.0	28.239800ms	210	1	2.2472268019633835E-5	28.239800ms	210	1	2.2472268019633835E-5	82.850100ms	100	0	3.5324767595483307E-4	0s	0	0	0.0	0s	0	0	0.0	
8	292	40	412330	310	49	3946074.8408819293	48	4049137.438127699	24	4094094.619789959	41	4466561.00292547	2	4313548.557251117	1.7976931348623157E308	0.0	28.707500ms	210	1	6.243788882237797E-6	28.707500ms	210	1	6.243788882237797E-6	84.988400ms	100	0	4.341548224146263E-4	0s	0	0	0.0	0s	0	0	0.0	
9	332	39	412638	308	49	3938540.581398998	48	4049137.438127699	24	4094094.619789959	41	4466561.00292547	2	4313548.557251117	1.7976931348623157E308	0.0	28.661300ms	210	1	9.091927435714694E-6	28.661300ms	210	1	9.091927435714694E-6	83.458200ms	100	0	7.003278028529514E-5	0s	0	0	0.0	0s	0	0	0.0	
10	371	39	412947	309	49	3928069.9385307995	48	4049137.438127699	24	4094094.619789959	41	4466561.00292547	12	4308779.3472387595	1.7976931348623157E308	0.0	29.372100ms	210	1	1.2659563384914431E-5	29.372100ms	210	1	1.2659563384914431E-5	81.923800ms	100	0	4.604498253813727E-4	0s	0	0	0.0	0s	0	0	0.0	
11	411	39	413256	309	49	3894176.4948214525	48	4049137.438127699	24	4094094.619789959	41	4466561.00292547	22	4302295.175696325	1.7976931348623157E308	0.0	29.303500ms	210	1	4.108820706416869E-5	29.303500ms	210	1	4.108820706416869E-5	82.426ms	100	0	8.175101410999885E-4	0s	0	0	0.0	0s	0	0	0.0	
12	449	37	413565	309	49	3891658.296818144	48	4049137.438127699	24	4094094.619789959	28	4432586.148411246	22	4302295.175696325	1.7976931348623157E308	0.0	27.824700ms	210	1	3.0793208986082265E-6	27.824700ms	210	1	3.0793208986082265E-6	82.581700ms	100	0	1.9222116349803308E-4	0s	0	0	0.0	0s	0	0	0.0	
13	489	40	413874	309	49	3870011.7373098107	48	4049137.438127699	24	4094094.619789959	28	4432586.148411246	44	4299788.554050123	1.7976931348623157E308	0.0	28.691100ms	210	1	2.6487128863771412E-5	28.691100ms	210	1	2.6487128863771412E-5	86.477ms	100	0	1.5809428275707083E-4	0s	0	0	0.0	0s	0	0	0.0	
14	528	39	414183	309	49	3869011.923672123	48	4049137.438127699	24	4094094.619789959	28	4432586.148411246	44	4299788.554050123	1.7976931348623157E308	0.0	28.975800ms	210	1	1.2302333030215588E-6	28.975800ms	210	1	1.2302333030215588E-6	85.631500ms	100	0	2.2392105056933122E-5	0s	0	0	0.0	0s	0	0	0.0	
15	568	40	414493	310	49	3847351.1770845284	48	4049137.438127699	24	4094094.619789959	28	4432586.148411246	44	4299788.554050123	1.7976931348623157E308	0.0	29.095400ms	210	1	2.6659626374059276E-5	29.095400ms	210	1	2.6659626374059276E-5	86.417ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
16	608	39	414802	309	49	3839863.0496610687	48	4049137.438127699	24	4094094.619789959	28	4432586.148411246	44	4299788.554050123	1.7976931348623157E308	0.0	28.871200ms	210	1	9.268129680468322E-6	28.871200ms	210	1	9.268129680468322E-6	82.643ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
17	647	39	415111	309	49	3831062.2848388143	48	4049137.438127699	24	4094094.619789959	28	4432586.148411246	44	4299788.554050123	1.7976931348623157E308	0.0	29.246400ms	210	1	1.0914036092822874E-5	29.246400ms	210	1	1.0914036092822874E-5	81.691ms	100	0	3.022942043916621E-5	0s	0	0	0.0	0s	0	0	0.0	
18	689	42	415421	310	49	3821312.279211295	48	4049137.438127699	24	4094094.619789959	28	4432586.148411246	20	4297238.875131587	1.7976931348623157E308	0.0	29.350100ms	210	1	1.2118988096336085E-5	29.350100ms	210	1	1.2118988096336085E-5	110.532800ms	100	0	2.7907541999955265E-5	0s	0	0	0.0	0s	0	0	0.0	
