"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	41	41	400622	400622	12	4192233.328148464	10	4227750.168542002	45	4268046.681499304	49	4457182.186610851	8	4399503.096930769	1.7976931348623157E308	0.0	29.785100ms	205	1	3.979347230653307E-5	29.785100ms	205	1	3.979347230653307E-5	85.357100ms	100	0	0.005385794382609213	0s	0	0	0.0	0s	0	0	0.0	
3	83	41	400926	304	12	4156836.814303948	32	4178655.446096273	35	4207503.375830294	43	4450123.039968269	13	4364626.66708665	1.7976931348623157E308	0.0	30.653700ms	205	1	4.118709710965011E-5	30.653700ms	205	1	4.118709710965011E-5	84.914500ms	100	0	0.0034040598895831576	0s	0	0	0.0	0s	0	0	0.0	
4	124	40	401231	305	12	4126557.989697372	32	4178655.446096273	35	4207503.375830294	43	4450123.039968269	40	4357687.271018414	1.7976931348623157E308	0.0	29.635600ms	205	1	3.553220634941957E-5	29.635600ms	205	1	3.553220634941957E-5	87.577ms	100	0	0.0010031344238058215	0s	0	0	0.0	0s	0	0	0.0	
5	163	39	401536	305	4	4087943.5506750643	9	4095976.385702721	12	4111577.954530576	43	4450123.039968269	40	4357687.271018414	1.7976931348623157E308	0.0	29.178500ms	205	1	1.770806140601823E-5	29.178500ms	205	1	1.770806140601823E-5	81.383900ms	100	0	0.0011211384814103277	0s	0	0	0.0	0s	0	0	0.0	
6	208	45	401841	305	4	4080060.1278406125	9	4095976.385702721	12	4111577.954530576	43	4450123.039968269	40	4357687.271018414	1.7976931348623157E308	0.0	31.232700ms	205	1	9.407106694835922E-6	31.232700ms	205	1	9.407106694835922E-6	117.241600ms	100	0	3.1278286639072284E-4	0s	0	0	0.0	0s	0	0	0.0	
7	247	38	402146	305	4	4059894.1688188296	9	4095976.385702721	12	4111577.954530576	43	4450123.039968269	2	4334075.195893785	1.7976931348623157E308	0.0	28.573800ms	205	1	2.411006914881887E-5	28.573800ms	205	1	2.411006914881887E-5	81.731600ms	100	0	7.23011599575224E-4	0s	0	0	0.0	0s	0	0	0.0	
8	288	41	402451	305	4	4059894.1688188296	9	4095976.385702721	12	4111577.954530576	43	4450123.039968269	49	4329453.274985139	1.7976931348623157E308	0.0	29.563900ms	205	0	0.0	29.563900ms	205	0	0.0	93.495600ms	100	0	1.6767100741573392E-4	0s	0	0	0.0	0s	0	0	0.0	
9	330	41	402759	308	4	4053648.5311056725	9	4095976.385702721	12	4111577.954530576	43	4450123.039968269	38	4327164.814607548	1.7976931348623157E308	0.0	28.855ms	205	1	5.295643680435793E-6	28.855ms	205	1	5.295643680435793E-6	80.865800ms	100	0	2.514593385696695E-4	2.811ms	3	1	1.5108653996816676E-4	2.811ms	3	1	1.5108653996816676E-4	
10	370	40	403062	303	4	4037107.4391595204	9	4095976.385702721	12	4111577.954530576	43	4450123.039968269	38	4327164.814607548	1.7976931348623157E308	0.0	29.660600ms	205	1	1.9905093590799075E-5	29.660600ms	205	1	1.9905093590799075E-5	84.242200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
11	410	39	403366	304	4	4029341.9019295503	9	4095976.385702721	12	4111577.954530576	26	4443538.2267742185	23	4318832.300239075	1.7976931348623157E308	0.0	29.558200ms	205	1	9.383121451524654E-6	29.558200ms	205	1	9.383121451524654E-6	82.985400ms	100	0	4.822293757258056E-4	0s	0	0	0.0	0s	0	0	0.0	
