"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	42	42	429939	429939	36	3979100.99683436	0	3985325.439226575	11	4040817.9220028217	40	4316576.573403924	10	4280513.246297233	1.7976931348623157E308	0.0	29.867900ms	220	1	1.7304387910880293E-4	29.867900ms	220	1	1.7304387910880293E-4	83.986400ms	100	0	0.004296572492664072	0s	0	0	0.0	0s	0	0	0.0	
3	82	40	430259	320	36	3874136.6201362936	0	3985325.439226575	11	4040817.9220028217	34	4314054.504412205	4	4258148.35051641	1.7976931348623157E308	0.0	29.829800ms	220	1	1.1990417020141051E-4	29.829800ms	220	1	1.1990417020141051E-4	80.439800ms	100	0	0.0018908541441339266	0s	0	0	0.0	0s	0	0	0.0	
4	122	40	430578	319	36	3811192.166403385	0	3985325.439226575	11	4040817.9220028217	31	4312512.726647107	5	4254004.334772237	1.7976931348623157E308	0.0	30.361ms	220	1	7.385159104722987E-5	30.361ms	220	1	7.385159104722987E-5	79.955200ms	100	0	9.970998689028431E-4	0s	0	0	0.0	0s	0	0	0.0	
5	165	42	430898	320	36	3724241.1172537124	0	3985325.439226575	11	4040817.9220028217	28	4309620.182415232	44	4245905.2263461575	1.7976931348623157E308	0.0	32.873800ms	220	1	1.0370299484594094E-4	32.873800ms	220	1	1.0370299484594094E-4	80.756100ms	100	0	9.732257950514977E-4	0s	0	0	0.0	0s	0	0	0.0	
6	205	40	431218	320	36	3641728.4551057853	0	3985325.439226575	11	4040817.9220028217	15	4291064.221417685	12	4241114.792355609	1.7976931348623157E308	0.0	30.261ms	220	1	1.0070710875304988E-4	30.261ms	220	1	1.0070710875304988E-4	82.177ms	100	0	0.0010854232982166812	0s	0	0	0.0	0s	0	0	0.0	
7	245	39	431538	320	36	3576679.7035273006	2	3911533.5671648956	0	3985325.439226575	15	4291064.221417685	40	4240078.532811033	1.7976931348623157E308	0.0	29.881200ms	220	1	8.119115611819479E-5	29.881200ms	220	1	8.119115611819479E-5	81.127100ms	100	0	8.497090499018545E-4	0s	0	0	0.0	0s	0	0	0.0	
8	286	40	431858	320	36	3445835.148623083	2	3911533.5671648956	0	3985325.439226575	15	4291064.221417685	40	4240078.532811033	1.7976931348623157E308	0.0	30.922800ms	220	1	1.6628494193953583E-4	30.922800ms	220	1	1.6628494193953583E-4	80.967300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
9	326	40	432178	320	36	3388456.128049524	2	3911533.5671648956	0	3985325.439226575	41	4289568.016784368	3	4234269.073860515	1.7976931348623157E308	0.0	29.862600ms	220	1	7.568955525456001E-5	29.862600ms	220	1	7.568955525456001E-5	83.798800ms	100	0	1.7202879780506942E-4	0s	0	0	0.0	0s	0	0	0.0	
10	366	39	432498	320	36	3353169.759828226	2	3911533.5671648956	0	3985325.439226575	41	4289568.016784368	35	4234086.768622055	1.7976931348623157E308	0.0	29.804100ms	220	1	4.733500354227896E-5	29.804100ms	220	1	4.733500354227896E-5	81.202200ms	100	0	4.171227577782577E-4	0s	0	0	0.0	0s	0	0	0.0	
11	408	42	432817	319	36	3275167.9092326597	2	3911533.5671648956	0	3985325.439226575	41	4289568.016784368	5	4226742.230685822	1.7976931348623157E308	0.0	32.284200ms	220	1	1.0573692706856758E-4	32.284200ms	220	1	1.0573692706856758E-4	81.249200ms	100	0	1.339923488277528E-4	0s	0	0	0.0	0s	0	0	0.0	
