"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	41	41	400626	400626	40	4125418.4720613384	49	4187980.682502881	35	4196996.999511145	44	4452726.188995795	32	4359498.605489986	1.7976931348623157E308	0.0	30.300800ms	205	1	5.7548060228366956E-5	30.300800ms	205	1	5.7548060228366956E-5	90.511800ms	100	0	0.008926884764194355	0s	0	0	0.0	0s	0	0	0.0	
3	81	39	400930	304	40	4101594.918821463	3	4104385.087280965	31	4187133.2286464176	17	4418035.0675219195	38	4328997.623314814	1.7976931348623157E308	0.0	29.482100ms	205	1	2.8169858552699506E-5	29.482100ms	205	1	2.8169858552699506E-5	81.717800ms	100	0	0.004178958045330726	0s	0	0	0.0	0s	0	0	0.0	
4	122	41	401235	305	40	4072442.7942860313	3	4104385.087280965	31	4187133.2286464176	17	4418035.0675219195	8	4326426.461864116	1.7976931348623157E308	0.0	29.511400ms	205	1	3.467077767385952E-5	29.511400ms	205	1	3.467077767385952E-5	86.206ms	100	0	3.942549479995783E-4	0s	0	0	0.0	0s	0	0	0.0	
5	164	42	401540	305	40	4041739.2889018822	3	4104385.087280965	31	4187133.2286464176	17	4418035.0675219195	29	4323811.811259865	1.7976931348623157E308	0.0	30.033600ms	205	1	3.6777237781214264E-5	30.033600ms	205	1	3.6777237781214264E-5	95.284400ms	100	0	3.8358562591362164E-4	0s	0	0	0.0	0s	0	0	0.0	
6	203	38	401844	304	40	4027764.0014542565	3	4104385.087280965	31	4187133.2286464176	17	4418035.0675219195	29	4323811.811259865	1.7976931348623157E308	0.0	28.608300ms	205	1	1.6867029023383238E-5	28.608300ms	205	1	1.6867029023383238E-5	81.474200ms	100	0	2.581058509325496E-4	0s	0	0	0.0	0s	0	0	0.0	
7	243	40	402148	304	40	3999375.048112604	3	4104385.087280965	31	4187133.2286464176	28	4415531.959451798	29	4323811.811259865	1.7976931348623157E308	0.0	29.8ms	205	1	3.438202913020043E-5	29.8ms	205	1	3.438202913020043E-5	81.743200ms	100	0	2.0920989508093623E-4	0s	0	0	0.0	0s	0	0	0.0	
8	285	41	402453	305	40	3979239.48633035	3	4104385.087280965	31	4187133.2286464176	14	4395702.5470271045	29	4323811.811259865	1.7976931348623157E308	0.0	30.642900ms	205	1	2.4559400259976533E-5	30.642900ms	205	1	2.4559400259976533E-5	89.506600ms	100	0	1.290209992509017E-4	0s	0	0	0.0	0s	0	0	0.0	
9	327	41	402758	305	40	3937924.9239718565	3	4104385.087280965	31	4187133.2286464176	14	4395702.5470271045	29	4323811.811259865	1.7976931348623157E308	0.0	30.539300ms	205	1	5.064647433801249E-5	30.539300ms	205	1	5.064647433801249E-5	88.060900ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
10	370	42	403062	304	40	3925044.959025972	3	4104385.087280965	31	4187133.2286464176	14	4395702.5470271045	29	4323811.811259865	1.7976931348623157E308	0.0	30.766700ms	205	1	1.5954874333568013E-5	30.766700ms	205	1	1.5954874333568013E-5	94.083200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
11	411	41	403367	305	40	3914476.6905932506	3	4104385.087280965	31	4187133.2286464176	14	4395702.5470271045	29	4323811.811259865	1.7976931348623157E308	0.0	30.965100ms	205	1	1.313425183106631E-5	30.965100ms	205	1	1.313425183106631E-5	81.393300ms	100	0	1.5949229553245626E-4	0s	0	0	0.0	0s	0	0	0.0	
12	453	42	403672	305	40	3869231.5994418333	3	4104385.087280965	31	4187133.2286464176	14	4395702.5470271045	29	4323811.811259865	1.7976931348623157E308	0.0	30.652300ms	205	1	5.638244372347566E-5	30.652300ms	205	1	5.638244372347566E-5	90.640400ms	100	0	2.405624342757706E-5	0s	0	0	0.0	0s	0	0	0.0	
13	492	39	403977	305	40	3837979.672195086	3	4104385.087280965	22	4137016.9926901036	14	4395702.5470271045	42	4302710.894361341	1.7976931348623157E308	0.0	28.695300ms	205	1	3.940018106331069E-5	28.695300ms	205	1	3.940018106331069E-5	88.044800ms	100	0	0.0011042371802808882	0s	0	0	0.0	0s	0	0	0.0	
14	535	42	404282	305	40	3820959.9881074084	3	4104385.087280965	22	4137016.9926901036	14	4395702.5470271045	9	4298505.1995929815	1.7976931348623157E308	0.0	30.925400ms	205	1	2.1631914783096973E-5	30.925400ms	205	1	2.1631914783096973E-5	91.327200ms	100	0	4.766847474859581E-4	0s	0	0	0.0	0s	0	0	0.0	
