"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	161	161	400660	400660	33	4163195.86517204	42	4195360.159646041	36	4202433.386385491	44	4460812.916325015	25	4392180.266494029	1.7976931348623157E308	0.0	32.653800ms	205	1	2.3372766088904874E-5	32.653800ms	205	1	2.3372766088904874E-5	1.268771s	100	0	0.0074329789389951115	0s	0	0	0.0	0s	0	0	0.0	
3	235	74	400965	305	33	4117206.675501647	24	4158959.568992826	42	4195360.159646041	30	4443599.622441166	46	4345063.356211129	1.7976931348623157E308	0.0	30.444800ms	205	1	5.38858890747898E-5	30.444800ms	205	1	5.38858890747898E-5	382.546400ms	100	0	0.003207315099798833	0s	0	0	0.0	0s	0	0	0.0	
4	294	58	401270	305	27	4088682.4162040884	33	4102810.660178483	24	4158959.568992826	19	4431577.093418786	2	4340585.060356489	1.7976931348623157E308	0.0	32.251ms	205	1	1.7056337105663283E-5	32.251ms	205	1	1.7056337105663283E-5	179.630500ms	100	0	0.0021403137950776864	0s	0	0	0.0	0s	0	0	0.0	
5	346	52	401575	305	27	4055505.460143125	33	4102810.660178483	24	4158959.568992826	19	4431577.093418786	5	4326513.229076428	1.7976931348623157E308	0.0	29.501500ms	205	1	3.9582142504413483E-5	29.501500ms	205	1	3.9582142504413483E-5	174.296600ms	100	0	3.4462367464669686E-4	0s	0	0	0.0	0s	0	0	0.0	
6	397	51	401880	305	27	4034380.114504483	28	4100667.5009616003	33	4102810.660178483	19	4427874.164624165	34	4322781.351340898	1.7976931348623157E308	0.0	29.494ms	205	1	2.5410017947879733E-5	29.494ms	205	1	2.5410017947879733E-5	191.579800ms	100	0	7.157577067417553E-4	0s	0	0	0.0	0s	0	0	0.0	
7	449	52	402185	305	27	4029424.764308944	28	4100667.5009616003	33	4102810.660178483	19	4427874.164624165	37	4318301.6084963335	1.7976931348623157E308	0.0	30.319400ms	205	1	5.991611918602822E-6	30.319400ms	205	1	5.991611918602822E-6	183.694200ms	100	0	5.293206803792061E-4	0s	0	0	0.0	0s	0	0	0.0	
8	503	53	402490	305	27	4012453.1922644842	28	4100667.5009616003	33	4102810.660178483	19	4427874.164624165	37	4318301.6084963335	1.7976931348623157E308	0.0	30.526800ms	205	1	2.0545899515916492E-5	30.526800ms	205	1	2.0545899515916492E-5	176.549400ms	100	0	1.8820324814602386E-5	0s	0	0	0.0	0s	0	0	0.0	
9	559	56	402795	305	27	3999083.1764696306	28	4100667.5009616003	33	4102810.660178483	19	4427874.164624165	37	4318301.6084963335	1.7976931348623157E308	0.0	32.719200ms	205	1	1.6254292852293733E-5	32.719200ms	205	1	1.6254292852293733E-5	188.736500ms	100	0	1.613837141002905E-4	0s	0	0	0.0	0s	0	0	0.0	
10	609	50	403100	305	27	3975812.2578479582	4	4078827.825663564	28	4100667.5009616003	19	4427874.164624165	18	4318099.139630971	1.7976931348623157E308	0.0	30.002600ms	205	1	2.8385675214560293E-5	30.002600ms	205	1	2.8385675214560293E-5	170.809200ms	100	0	7.752329146494797E-4	0s	0	0	0.0	0s	0	0	0.0	
11	663	53	403405	305	27	3973393.7691833647	4	4078827.825663564	28	4100667.5009616003	19	4427874.164624165	18	4318099.139630971	1.7976931348623157E308	0.0	30.71ms	205	1	2.9673196106423493E-6	30.71ms	205	1	2.9673196106423493E-6	173.093700ms	100	0	4.7765375033563816E-5	0s	0	0	0.0	0s	0	0	0.0	
