"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	43	43	400701	400701	39	4084455.965845715	44	4163963.208194894	0	4203837.378057238	40	4410897.619631749	9	4344552.392108985	1.7976931348623157E308	0.0	32.953400ms	205	1	7.631743657305738E-5	32.953400ms	205	1	7.631743657305738E-5	80.597700ms	100	0	0.005303938039949958	0s	0	0	0.0	0s	0	0	0.0	
3	86	42	401006	305	39	4027505.518015956	44	4163963.208194894	0	4203837.378057238	40	4410897.619631749	4	4314570.938476203	1.7976931348623157E308	0.0	32.538600ms	205	1	6.801568309395822E-5	32.538600ms	205	1	6.801568309395822E-5	81.643300ms	100	0	0.0022053351974540016	0s	0	0	0.0	0s	0	0	0.0	
4	130	43	401309	303	39	3894091.019068352	5	4121901.7258290392	44	4163963.208194894	25	4390619.26530334	35	4299940.463817159	1.7976931348623157E308	0.0	33.573ms	205	1	1.6158945803539272E-4	33.573ms	205	1	1.6158945803539272E-4	80.941200ms	100	0	0.002748961764548552	0s	0	0	0.0	0s	0	0	0.0	
5	173	43	401614	305	39	3822292.4615077674	5	4121901.7258290392	44	4163963.208194894	31	4385753.724558973	2	4286252.662586962	1.7976931348623157E308	0.0	33.578ms	205	1	8.994059574729324E-5	33.578ms	205	1	8.994059574729324E-5	80.585900ms	100	0	0.0014935656698541922	0s	0	0	0.0	0s	0	0	0.0	
6	217	43	401918	304	39	3792413.0579867843	5	4121901.7258290392	36	4146228.5458164206	31	4385753.724558973	12	4281379.183066912	1.7976931348623157E308	0.0	33.321200ms	205	1	3.8132400745112096E-5	33.321200ms	205	1	3.8132400745112096E-5	82.427900ms	100	0	0.0012212456510150994	0s	0	0	0.0	0s	0	0	0.0	
7	261	43	402222	304	39	3734293.4102284904	35	4118078.6791701973	5	4121901.7258290392	31	4385753.724558973	15	4264145.822973762	1.7976931348623157E308	0.0	33.705200ms	205	1	7.475727789531173E-5	33.705200ms	205	1	7.475727789531173E-5	82.625800ms	100	0	9.03976949052293E-4	0s	0	0	0.0	0s	0	0	0.0	
8	307	46	402526	304	39	3718223.4767070715	35	4118078.6791701973	5	4121901.7258290392	31	4385753.724558973	23	4263411.027717122	1.7976931348623157E308	0.0	33.863800ms	205	1	2.0991901547415057E-5	33.863800ms	205	1	2.0991901547415057E-5	86.332600ms	100	0	2.7846476060578774E-4	0s	0	0	0.0	0s	0	0	0.0	
9	350	43	402830	304	39	3684340.6273494516	35	4118078.6791701973	5	4121901.7258290392	43	4358914.8160187965	45	4260797.05318983	1.7976931348623157E308	0.0	33.185400ms	205	1	4.445192523359769E-5	33.185400ms	205	1	4.445192523359769E-5	82.371800ms	100	0	3.765444939234952E-4	0s	0	0	0.0	0s	0	0	0.0	
10	394	43	403133	303	39	3654018.109341471	35	4118078.6791701973	5	4121901.7258290392	42	4356604.78273464	45	4260797.05318983	1.7976931348623157E308	0.0	33.333700ms	205	1	4.014686397130451E-5	33.333700ms	205	1	4.014686397130451E-5	81.153700ms	100	0	1.7344050836626157E-4	0s	0	0	0.0	0s	0	0	0.0	
11	438	44	403437	304	39	3623538.088275026	35	4118078.6791701973	5	4121901.7258290392	42	4356604.78273464	45	4260797.05318983	1.7976931348623157E308	0.0	33.893400ms	205	1	4.069028262676305E-5	33.893400ms	205	1	4.069028262676305E-5	81.324600ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
