"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	49	49	400826	400826	43	4117718.371505661	12	4167423.304546517	46	4179063.359031546	45	4401400.936979179	31	4340124.644775657	1.7976931348623157E308	0.0	37.984200ms	205	1	6.423907275638366E-5	37.984200ms	205	1	6.423907275638366E-5	91.359ms	100	0	0.005211757420558398	0s	0	0	0.0	0s	0	0	0.0	
3	98	48	401131	305	5	3985108.303735717	43	4011844.566305087	42	4142255.3936805017	45	4401400.936979179	15	4310330.883374264	1.7976931348623157E308	0.0	37.536500ms	205	1	1.254232416471501E-4	37.536500ms	205	1	1.254232416471501E-4	88.420400ms	100	0	0.003946813003434904	0s	0	0	0.0	0s	0	0	0.0	
4	148	50	401436	305	5	3936779.6250257813	43	4011844.566305087	17	4098619.712478537	37	4395753.93103378	1	4290552.838213838	1.7976931348623157E308	0.0	39.703200ms	205	1	5.9157652509116044E-5	39.703200ms	205	1	5.9157652509116044E-5	81.718900ms	100	0	0.002114062944689091	0s	0	0	0.0	0s	0	0	0.0	
5	198	50	401740	304	5	3881446.7019798737	43	4011844.566305087	17	4098619.712478537	37	4395753.93103378	14	4289088.520181434	1.7976931348623157E308	0.0	39.779800ms	205	1	6.856281618332844E-5	39.779800ms	205	1	6.856281618332844E-5	83.808ms	100	0	6.119503109225843E-4	0s	0	0	0.0	0s	0	0	0.0	
6	248	50	402044	304	5	3821692.548516211	43	4011844.566305087	17	4098619.712478537	37	4395753.93103378	35	4286234.939569895	1.7976931348623157E308	0.0	40.156800ms	205	1	7.509665797647544E-5	40.156800ms	205	1	7.509665797647544E-5	83.709500ms	100	0	5.274034817994999E-4	0s	0	0	0.0	0s	0	0	0.0	
7	305	56	402348	304	5	3741654.7732145004	43	4011844.566305087	17	4098619.712478537	37	4395753.93103378	35	4286234.939569895	1.7976931348623157E308	0.0	41.868300ms	205	1	1.0216106273516239E-4	41.868300ms	205	1	1.0216106273516239E-4	106.469ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
8	353	48	402653	305	5	3689521.4104372235	43	4011844.566305087	17	4098619.712478537	37	4395753.93103378	3	4285541.414406001	1.7976931348623157E308	0.0	37.906700ms	205	1	6.796700982115034E-5	37.906700ms	205	1	6.796700982115034E-5	84.470100ms	100	0	2.8901399064355294E-4	0s	0	0	0.0	0s	0	0	0.0	
9	401	47	402958	305	5	3683008.6918371604	43	4011844.566305087	17	4098619.712478537	39	4392942.4270793395	49	4280534.638187415	1.7976931348623157E308	0.0	37.345200ms	205	1	8.610699191181598E-6	37.345200ms	205	1	8.610699191181598E-6	83.812200ms	100	0	5.07003105839543E-4	0s	0	0	0.0	0s	0	0	0.0	
10	447	46	403263	305	5	3636407.482768163	43	4011844.566305087	17	4098619.712478537	39	4392942.4270793395	49	4280534.638187415	1.7976931348623157E308	0.0	35.546ms	205	1	6.172208378766714E-5	35.546ms	205	1	6.172208378766714E-5	88.222500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
11	494	46	403568	305	5	3616571.899134554	43	4011844.566305087	17	4098619.712478537	39	4392942.4270793395	49	4280534.638187415	1.7976931348623157E308	0.0	36.466200ms	205	1	2.6608388914802042E-5	36.466200ms	205	1	2.6608388914802042E-5	82.765300ms	100	0	7.001672423045835E-5	0s	0	0	0.0	0s	0	0	0.0	
12	544	49	403873	305	5	3603867.7058608597	43	4011844.566305087	17	4098619.712478537	39	4392942.4270793395	49	4280534.638187415	1.7976931348623157E308	0.0	37.753500ms	205	1	1.713547420988799E-5	37.753500ms	205	1	1.713547420988799E-5	89.367500ms	100	0	4.012525660392785E-5	0s	0	0	0.0	0s	0	0	0.0	
13	592	48	404178	305	5	3597532.8840328623	43	4011844.566305087	17	4098619.712478537	39	4392942.4270793395	49	4280534.638187415	1.7976931348623157E308	0.0	37.378400ms	205	1	8.57455722983864E-6	37.378400ms	205	1	8.57455722983864E-6	90.265400ms	100	0	2.543729308665654E-4	0s	0	0	0.0	0s	0	0	0.0	
14	638	45	404483	305	5	3546540.701871491	43	4011844.566305087	17	4098619.712478537	39	4392942.4270793395	49	4280534.638187415	1.7976931348623157E308	0.0	35.451800ms	205	1	6.914248181321596E-5	35.451800ms	205	1	6.914248181321596E-5	81.943400ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
