"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	39	39	410366	410366	45	4216158.825879316	18	4230119.791764515	20	4233423.226799656	47	4461095.880704502	48	4388661.034675095	1.7976931348623157E308	0.0	27.622300ms	210	1	3.573674068290651E-5	27.622300ms	210	1	3.573674068290651E-5	89.785100ms	100	0	0.007220250805503164	0s	0	0	0.0	0s	0	0	0.0	
3	76	37	410673	307	7	3991324.6026272876	47	4174662.8826833935	45	4212645.980726396	44	4459983.042111073	28	4356630.334219146	1.7976931348623157E308	0.0	26.964400ms	210	1	3.967553109917614E-6	26.964400ms	210	1	3.967553109917614E-6	80.357900ms	100	0	0.003008717952296668	0s	0	0	0.0	0s	0	0	0.0	
4	114	37	410982	309	7	3973519.097144992	47	4174662.8826833935	45	4212645.980726396	44	4459983.042111073	6	4343760.851839417	1.7976931348623157E308	0.0	27.582200ms	210	1	2.1243103426980626E-5	27.582200ms	210	1	2.1243103426980626E-5	81.634200ms	100	0	0.0014048210247306037	0s	0	0	0.0	0s	0	0	0.0	
5	152	37	411292	310	7	3971730.144282546	44	4121154.7860623873	39	4151091.0320929294	24	4432101.483937721	36	4306682.124307792	1.7976931348623157E308	0.0	27.637600ms	210	1	2.143898883140361E-6	27.637600ms	210	1	2.143898883140361E-6	81.523400ms	100	0	0.0032238291966744325	0s	0	0	0.0	0s	0	0	0.0	
6	190	38	411601	309	7	3965714.9519997397	44	4121154.7860623873	39	4151091.0320929294	24	4432101.483937721	41	4302369.814258331	1.7976931348623157E308	0.0	28.184100ms	210	1	7.211913129722717E-6	28.184100ms	210	1	7.211913129722717E-6	81.578500ms	100	0	2.62519258481283E-4	0s	0	0	0.0	0s	0	0	0.0	
7	227	37	411911	310	7	3959474.4894936807	44	4121154.7860623873	39	4151091.0320929294	24	4432101.483937721	15	4293609.372727011	1.7976931348623157E308	0.0	27.125900ms	210	1	7.493349492783606E-6	27.125900ms	210	1	7.493349492783606E-6	82.721900ms	100	0	4.1761140190885946E-4	0s	0	0	0.0	0s	0	0	0.0	
8	265	37	412221	310	7	3950849.1383659164	10	4065050.8880866547	44	4121154.7860623873	24	4432101.483937721	34	4292946.218810635	1.7976931348623157E308	0.0	27.663600ms	210	1	1.0373371698033757E-5	27.663600ms	210	1	1.0373371698033757E-5	81.397ms	100	0	0.0012724075977680405	0s	0	0	0.0	0s	0	0	0.0	
9	304	38	412531	310	7	3947274.6631150637	10	4065050.8880866547	44	4121154.7860623873	24	4432101.483937721	12	4284569.093361543	1.7976931348623157E308	0.0	28.117500ms	210	1	4.308266431399651E-6	28.117500ms	210	1	4.308266431399651E-6	80.533500ms	100	0	3.150665899520577E-4	0s	0	0	0.0	0s	0	0	0.0	
10	342	38	412840	309	7	3933457.71067448	10	4065050.8880866547	44	4121154.7860623873	24	4432101.483937721	12	4284569.093361543	1.7976931348623157E308	0.0	28.406200ms	210	1	1.666846552043659E-5	28.406200ms	210	1	1.666846552043659E-5	80.436300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
11	380	38	413150	310	7	3914199.6128456267	10	4065050.8880866547	44	4121154.7860623873	24	4432101.483937721	5	4280204.989485764	1.7976931348623157E308	0.0	27.923500ms	210	1	2.331415118753624E-5	27.923500ms	210	1	2.331415118753624E-5	82.992100ms	100	0	5.335375309392099E-4	0s	0	0	0.0	0s	0	0	0.0	
12	420	40	413459	309	7	3902735.9208459733	10	4065050.8880866547	44	4121154.7860623873	24	4432101.483937721	5	4280204.989485764	1.7976931348623157E308	0.0	27.836700ms	210	1	1.3946404098300984E-5	27.836700ms	210	1	1.3946404098300984E-5	105.400200ms	100	0	1.4602426663286262E-4	0s	0	0	0.0	0s	0	0	0.0	
13	459	38	413769	310	7	3898621.0600486295	10	4065050.8880866547	44	4121154.7860623873	24	4432101.483937721	5	4280204.989485764	1.7976931348623157E308	0.0	28.396400ms	210	1	5.02072792596186E-6	28.396400ms	210	1	5.02072792596186E-6	80.499800ms	100	0	3.810207093535789E-4	0s	0	0	0.0	0s	0	0	0.0	
14	497	37	414078	309	7	3888090.742532658	10	4065050.8880866547	44	4121154.7860623873	24	4432101.483937721	38	4275383.9863967495	1.7976931348623157E308	0.0	27.868600ms	210	1	1.2862078245442128E-5	27.868600ms	210	1	1.2862078245442128E-5	81.643ms	100	0	3.284750784834567E-4	0s	0	0	0.0	0s	0	0	0.0	
15	536	39	414388	310	7	3864968.729544998	10	4065050.8880866547	44	4121154.7860623873	24	4432101.483937721	38	4275383.9863967495	1.7976931348623157E308	0.0	28.109900ms	210	1	2.831848098252966E-5	28.109900ms	210	1	2.831848098252966E-5	89.052300ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
