"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	40	40	410481	410481	23	4065490.963810032	21	4103895.1405884153	44	4153256.9517772677	43	4405200.226229701	8	4343546.670096244	1.7976931348623157E308	0.0	29.145600ms	210	1	5.433046908119854E-5	29.145600ms	210	1	5.433046908119854E-5	89.440697ms	100	0	0.005956714383273713	0s	0	0	0.0	0s	0	0	0.0	
3	81	41	410791	310	23	4014807.3650442953	21	4103895.1405884153	44	4153256.9517772677	43	4405200.226229701	4	4330136.605630334	1.7976931348623157E308	0.0	31.075201ms	210	1	5.936563934380182E-5	31.075201ms	210	1	5.936563934380182E-5	83.685404ms	100	0	0.0023879207620900213	0s	0	0	0.0	0s	0	0	0.0	
4	124	42	411101	310	23	3969352.8404493793	43	4066064.2937915158	38	4072600.5638296013	25	4390889.6952185845	47	4308656.797237512	1.7976931348623157E308	0.0	30.096001ms	210	1	5.391295208911219E-5	30.096001ms	210	1	5.391295208911219E-5	84.108207ms	100	0	0.0024939586973710915	0s	0	0	0.0	0s	0	0	0.0	
5	163	39	411411	310	23	3914453.1204344044	43	4066064.2937915158	38	4072600.5638296013	25	4390889.6952185845	5	4307444.628648315	1.7976931348623157E308	0.0	29.090400ms	210	1	6.586142594895903E-5	29.090400ms	210	1	6.586142594895903E-5	82.001493ms	100	0	2.621708754879604E-4	0s	0	0	0.0	0s	0	0	0.0	
6	204	40	411721	310	23	3859039.977768504	43	4066064.2937915158	38	4072600.5638296013	39	4375377.783923457	32	4297493.443594725	1.7976931348623157E308	0.0	30.690799ms	210	1	6.740969934098382E-5	30.690799ms	210	1	6.740969934098382E-5	84.752003ms	100	0	7.461706243494004E-4	0s	0	0	0.0	0s	0	0	0.0	
7	244	39	412031	310	23	3839452.9411413753	43	4066064.2937915158	38	4072600.5638296013	39	4375377.783923457	32	4297493.443594725	1.7976931348623157E308	0.0	29.639400ms	210	1	2.416963895778596E-5	29.639400ms	210	1	2.416963895778596E-5	81.792105ms	100	0	5.9778622750491504E-5	0s	0	0	0.0	0s	0	0	0.0	
8	284	40	412341	310	23	3809514.7569185565	43	4066064.2937915158	38	4072600.5638296013	39	4375377.783923457	14	4291777.441049521	1.7976931348623157E308	0.0	30.451ms	210	1	3.713101428742657E-5	30.451ms	210	1	3.713101428742657E-5	81.300805ms	100	0	2.154360669293054E-4	0s	0	0	0.0	0s	0	0	0.0	
9	324	39	412651	310	23	3804261.066921247	43	4066064.2937915158	38	4072600.5638296013	39	4375377.783923457	1	4280803.029944943	1.7976931348623157E308	0.0	29.723100ms	210	1	6.567128102161333E-6	29.723100ms	210	1	6.567128102161333E-6	83.768603ms	100	0	9.206106557377203E-4	0s	0	0	0.0	0s	0	0	0.0	
10	366	41	412961	310	23	3745335.185953666	43	4066064.2937915158	38	4072600.5638296013	39	4375377.783923457	17	4277477.42398491	1.7976931348623157E308	0.0	31.493100ms	210	1	7.3759247392042E-5	31.493100ms	210	1	7.3759247392042E-5	81.733610ms	100	0	1.82381208874558E-4	0s	0	0	0.0	0s	0	0	0.0	
11	406	40	413271	310	23	3681745.5078531317	43	4066064.2937915158	38	4072600.5638296013	39	4375377.783923457	17	4277477.42398491	1.7976931348623157E308	0.0	30.355201ms	210	1	8.084937019537307E-5	30.355201ms	210	1	8.084937019537307E-5	81.936599ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
12	449	42	413579	308	23	3645858.8403353677	43	4066064.2937915158	38	4072600.5638296013	39	4375377.783923457	17	4277477.42398491	1.7976931348623157E308	0.0	30.693301ms	210	1	4.6415183389843176E-5	30.693301ms	210	1	4.6415183389843176E-5	85.463001ms	100	0	9.020937337563151E-5	0s	0	0	0.0	0s	0	0	0.0	
13	488	38	413889	310	23	3609915.2687200247	43	4066064.2937915158	38	4072600.5638296013	39	4375377.783923457	1	4270953.996801447	1.7976931348623157E308	0.0	28.657400ms	210	1	4.694637733676563E-5	28.657400ms	210	1	4.694637733676563E-5	80.902299ms	100	0	1.824848084641084E-4	0s	0	0	0.0	0s	0	0	0.0	
14	528	39	414198	309	23	3552360.9905617316	43	4066064.2937915158	38	4072600.5638296013	39	4375377.783923457	1	4270953.996801447	1.7976931348623157E308	0.0	29.673900ms	210	1	7.59208931037166E-5	29.673900ms	210	1	7.59208931037166E-5	81.580703ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
15	570	42	414508	310	23	3533003.3364098156	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	1	4270953.996801447	1.7976931348623157E308	0.0	29.766300ms	210	1	2.59487438720967E-5	29.766300ms	210	1	2.59487438720967E-5	105.630698ms	100	0	5.721893563432334E-5	0s	0	0	0.0	0s	0	0	0.0	
16	611	41	414816	308	23	3509628.432987729	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	28	4268627.520064095	1.7976931348623157E308	0.0	31.049ms	210	1	3.150550772697785E-5	31.049ms	210	1	3.150550772697785E-5	83.474990ms	100	0	4.0990705371763526E-4	0s	0	0	0.0	0s	0	0	0.0	
17	652	40	415125	309	23	3448975.0742823863	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	34	4266288.93116899	1.7976931348623157E308	0.0	30.23ms	210	1	8.229518399433929E-5	30.23ms	210	1	8.229518399433929E-5	82.172298ms	100	0	7.623496312774813E-5	0s	0	0	0.0	0s	0	0	0.0	
18	693	41	415434	309	23	3369400.9921475826	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	36	4266232.208378665	1.7976931348623157E308	0.0	31.021900ms	210	1	1.0986574054054687E-4	31.021900ms	210	1	1.0986574054054687E-4	81.815809ms	100	0	4.40916597182619E-4	0s	0	0	0.0	0s	0	0	0.0	
19	733	40	415743	309	23	3351647.7338301986	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	36	4266232.208378665	1.7976931348623157E308	0.0	30.633500ms	210	1	2.5090312942239944E-5	30.633500ms	210	1	2.5090312942239944E-5	82.599301ms	100	0	8.441818373802867E-5	0s	0	0	0.0	0s	0	0	0.0	
20	773	39	416053	310	23	3336757.222771389	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	2	4256571.5150753185	1.7976931348623157E308	0.0	29.55ms	210	1	2.1155921251040748E-5	29.55ms	210	1	2.1155921251040748E-5	84.137106ms	100	0	3.679403712633533E-4	0s	0	0	0.0	0s	0	0	0.0	
21	814	40	416363	310	23	3307445.08824302	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	2	4256571.5150753185	1.7976931348623157E308	0.0	30.358501ms	210	1	4.1831509958132444E-5	30.358501ms	210	1	4.1831509958132444E-5	81.998501ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
22	853	39	416673	310	23	3252443.618076555	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	20	4255650.064333897	1.7976931348623157E308	0.0	29.153900ms	210	1	7.918854454408695E-5	29.153900ms	210	1	7.918854454408695E-5	81.552703ms	100	0	1.8439290922253048E-4	0s	0	0	0.0	0s	0	0	0.0	
23	893	40	416983	310	23	3216620.631628015	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	20	4255650.064333897	1.7976931348623157E308	0.0	29.961ms	210	1	5.244845715598732E-5	29.961ms	210	1	5.244845715598732E-5	81.856605ms	100	0	5.73165734407799E-6	0s	0	0	0.0	0s	0	0	0.0	
24	933	39	417293	310	23	3204986.4525914076	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	20	4255650.064333897	1.7976931348623157E308	0.0	29.318301ms	210	1	1.7223309460411338E-5	29.318301ms	210	1	1.7223309460411338E-5	83.100392ms	100	0	1.7569483335270642E-4	0s	0	0	0.0	0s	0	0	0.0	
25	972	39	417603	310	23	3178251.1524061672	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	11	4252174.701276016	1.7976931348623157E308	0.0	29.095500ms	210	1	3.9722774228924065E-5	29.095500ms	210	1	3.9722774228924065E-5	80.730488ms	100	0	2.0877381934080396E-4	0s	0	0	0.0	0s	0	0	0.0	
26	1014	42	417913	310	23	3139737.5886966656	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	18	4246376.612572144	1.7976931348623157E308	0.0	30.324299ms	210	1	5.77040371046048E-5	30.324299ms	210	1	5.77040371046048E-5	106.591305ms	100	0	1.3104102414154383E-4	0s	0	0	0.0	0s	0	0	0.0	
27	1053	39	418220	307	23	3105078.8488335214	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	18	4246376.612572144	1.7976931348623157E308	0.0	29.291100ms	210	1	5.2565417883994256E-5	29.291100ms	210	1	5.2565417883994256E-5	81.054799ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
28	1095	41	418530	310	23	3022827.8616070566	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	18	4246376.612572144	1.7976931348623157E308	0.0	31.768400ms	210	1	1.2613894423074278E-4	31.768400ms	210	1	1.2613894423074278E-4	82.851190ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
29	1135	40	418840	310	23	3012082.518453589	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	18	4246376.612572144	1.7976931348623157E308	0.0	30.097799ms	210	1	1.692729558989639E-5	30.097799ms	210	1	1.692729558989639E-5	81.315899ms	100	0	1.8135171408086514E-4	0s	0	0	0.0	0s	0	0	0.0	
30	1176	40	419149	309	23	2960657.4126749863	43	4066064.2937915158	38	4072600.5638296013	39	4368451.456062064	18	4246376.612572144	1.7976931348623157E308	0.0	30.233501ms	210	1	8.129971691954465E-5	30.233501ms	210	1	8.129971691954465E-5	84.078797ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
