"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	43	43	429967	429967	0	4065639.4293920533	19	4138131.34307593	30	4174921.233060549	46	4337985.348630064	12	4297408.7013565935	1.7976931348623157E308	0.0	32.221400ms	220	1	1.932861299471501E-4	32.221400ms	220	1	1.932861299471501E-4	85.578900ms	100	0	0.003210764922368362	0s	0	0	0.0	0s	0	0	0.0	
3	84	40	430286	319	0	3951890.3228579927	1	4104616.5529817813	25	4114592.7037120285	43	4335368.572666472	7	4282357.479999041	1.7976931348623157E308	0.0	29.922ms	220	1	1.2717345015860243E-4	29.922ms	220	1	1.2717345015860243E-4	86.717300ms	100	0	0.0023821865570787335	0s	0	0	0.0	0s	0	0	0.0	
4	124	40	430606	320	0	3843220.64703221	27	4041403.977458875	1	4104616.5529817813	43	4335368.572666472	2	4259007.731469458	1.7976931348623157E308	0.0	30.128800ms	220	1	1.2499159429560017E-4	30.128800ms	220	1	1.2499159429560017E-4	80.204500ms	100	0	0.001937387002867481	0s	0	0	0.0	0s	0	0	0.0	
5	167	42	430925	319	0	3716169.6943106665	27	4041403.977458875	1	4104616.5529817813	43	4335368.572666472	44	4256735.942798538	1.7976931348623157E308	0.0	32.261800ms	220	1	1.5026572335846195E-4	32.261800ms	220	1	1.5026572335846195E-4	81.772700ms	100	0	1.783817784894448E-4	0s	0	0	0.0	0s	0	0	0.0	
6	207	40	431245	320	0	3596887.5601141467	27	4041403.977458875	1	4104616.5529817813	45	4327135.1799586285	43	4243881.151007368	1.7976931348623157E308	0.0	30.138800ms	220	1	1.459006352441783E-4	30.138800ms	220	1	1.459006352441783E-4	80.537100ms	100	0	4.1606792493578904E-4	0s	0	0	0.0	0s	0	0	0.0	
7	247	40	431565	320	0	3478209.9401556146	27	4041403.977458875	1	4104616.5529817813	45	4327135.1799586285	31	4238976.098423436	1.7976931348623157E308	0.0	30.595100ms	220	1	1.4997514325054896E-4	30.595100ms	220	1	1.4997514325054896E-4	80.176700ms	100	0	4.5816827834527896E-4	0s	0	0	0.0	0s	0	0	0.0	
8	289	41	431884	319	0	3410260.322501351	27	4041403.977458875	1	4104616.5529817813	45	4327135.1799586285	31	4238976.098423436	1.7976931348623157E308	0.0	30.792300ms	220	1	8.879909601277602E-5	30.792300ms	220	1	8.879909601277602E-5	83.744900ms	100	0	3.482155598700576E-5	0s	0	0	0.0	0s	0	0	0.0	
9	332	43	432204	320	0	3339988.404692963	27	4041403.977458875	1	4104616.5529817813	45	4327135.1799586285	41	4238818.404152598	1.7976931348623157E308	0.0	33.630200ms	220	1	9.36637611247399E-5	33.630200ms	220	1	9.36637611247399E-5	80.571300ms	100	0	5.230429865394992E-4	0s	0	0	0.0	0s	0	0	0.0	
10	374	41	432524	320	0	3225822.5920971986	27	4041403.977458875	1	4104616.5529817813	45	4327135.1799586285	41	4238818.404152598	1.7976931348623157E308	0.0	31.424800ms	220	1	1.5537045310390352E-4	31.424800ms	220	1	1.5537045310390352E-4	83.671200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
11	414	40	432843	319	0	3159058.8623976493	27	4041403.977458875	1	4104616.5529817813	45	4327135.1799586285	41	4238818.404152598	1.7976931348623157E308	0.0	30.223800ms	220	1	9.407569386418735E-5	30.223800ms	220	1	9.407569386418735E-5	82.822800ms	100	0	1.2906050366013445E-4	0s	0	0	0.0	0s	0	0	0.0	
