"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	152	152	400700	400700	48	4154265.652003971	11	4156379.9385032714	0	4180527.3786720093	44	4422409.969656004	40	4366314.87947431	1.7976931348623157E308	0.0	35.193801ms	205	1	1.4669043432983498E-4	35.193801ms	205	1	1.4669043432983498E-4	1.118674099s	100	0	0.0062449824789066	0s	0	0	0.0	0s	0	0	0.0	
3	214	61	401005	305	48	4074016.5244264714	17	4150519.1479232265	11	4156379.9385032714	36	4418151.668628004	34	4300811.85554309	1.7976931348623157E308	0.0	34.516300ms	205	1	9.423065150534996E-5	34.516300ms	205	1	9.423065150534996E-5	237.802687ms	100	0	0.0050514521620835685	0s	0	0	0.0	0s	0	0	0.0	
4	268	54	401309	304	48	4010598.380913898	36	4142456.993688683	17	4150519.1479232265	45	4406279.363360096	27	4278543.574385855	1.7976931348623157E308	0.0	34.682300ms	205	1	7.593410477535099E-5	34.682300ms	205	1	7.593410477535099E-5	165.943694ms	100	0	0.0019712800113409756	0s	0	0	0.0	0s	0	0	0.0	
5	324	56	401614	305	48	3976778.6897438914	36	4142456.993688683	17	4150519.1479232265	45	4406279.363360096	27	4278543.574385855	1.7976931348623157E308	0.0	36.228500ms	205	1	4.113453594691082E-5	36.228500ms	205	1	4.113453594691082E-5	154.403697ms	100	0	4.262226452966256E-5	0s	0	0	0.0	0s	0	0	0.0	
6	380	55	401919	305	48	3926996.2295918195	36	4142456.993688683	17	4150519.1479232265	41	4392855.592756055	27	4278543.574385855	1.7976931348623157E308	0.0	35.972801ms	205	1	6.106481853284514E-5	35.972801ms	205	1	6.106481853284514E-5	172.695696ms	100	0	8.801680148014857E-5	0s	0	0	0.0	0s	0	0	0.0	
7	439	58	402223	304	48	3861901.7149328967	36	4142456.993688683	17	4150519.1479232265	41	4392855.592756055	27	4278543.574385855	1.7976931348623157E308	0.0	37.776199ms	205	1	8.085931314515378E-5	37.776199ms	205	1	8.085931314515378E-5	172.469002ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
8	488	48	402527	304	48	3816014.6644023145	36	4142456.993688683	17	4150519.1479232265	41	4392855.592756055	27	4278543.574385855	1.7976931348623157E308	0.0	35.867400ms	205	1	5.7960892690605167E-5	35.867400ms	205	1	5.7960892690605167E-5	90.001604ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
9	538	49	402832	305	48	3719541.0905303317	9	4008609.137583541	36	4142456.993688683	41	4392855.592756055	18	4272085.64013591	1.7976931348623157E308	0.0	35.117900ms	205	1	1.233231108269954E-4	35.117900ms	205	1	1.233231108269954E-4	101.574598ms	100	0	6.995295194456475E-4	0s	0	0	0.0	0s	0	0	0.0	
10	584	46	403135	303	48	3643118.9412952196	9	4008609.137583541	36	4142456.993688683	41	4392855.592756055	18	4272085.64013591	1.7976931348623157E308	0.0	34.302200ms	205	1	1.0022499088064743E-4	34.302200ms	205	1	1.0022499088064743E-4	83.119602ms	100	0	1.7850834556257911E-4	0s	0	0	0.0	0s	0	0	0.0	
11	634	50	403437	302	48	3596701.2741100653	9	4008609.137583541	36	4142456.993688683	41	4392855.592756055	2	4271627.914423581	1.7976931348623157E308	0.0	35.415600ms	205	1	6.21521417374122E-5	35.415600ms	205	1	6.21521417374122E-5	111.375800ms	100	0	3.7933745896955305E-4	0s	0	0	0.0	0s	0	0	0.0	
12	679	45	403739	302	48	3533949.81230951	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	2	4271627.914423581	1.7976931348623157E308	0.0	34.576600ms	205	1	8.510706571975888E-5	34.576600ms	205	1	8.510706571975888E-5	81.499201ms	100	0	2.5132701398617786E-4	0s	0	0	0.0	0s	0	0	0.0	
13	725	45	404044	305	48	3527420.629051362	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	2	4271627.914423581	1.7976931348623157E308	0.0	34.642400ms	205	1	9.012486345745902E-6	34.642400ms	205	1	9.012486345745902E-6	86.696898ms	100	0	2.5279555753840998E-5	0s	0	0	0.0	0s	0	0	0.0	
14	770	44	404349	305	48	3501628.051462858	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	2	4271627.914423581	1.7976931348623157E308	0.0	34.468101ms	205	1	3.5668400477965234E-5	34.468101ms	205	1	3.5668400477965234E-5	81.697307ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
15	821	51	404653	304	48	3427312.1348082246	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	2	4271627.914423581	1.7976931348623157E308	0.0	36.539900ms	205	1	1.0352803361182811E-4	36.539900ms	205	1	1.0352803361182811E-4	109.525598ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
16	869	47	404958	305	48	3399236.027371725	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	43	4271117.298445187	1.7976931348623157E308	0.0	36.059300ms	205	1	3.996035851258263E-5	36.059300ms	205	1	3.996035851258263E-5	85.079601ms	100	0	2.912720219226739E-4	0s	0	0	0.0	0s	0	0	0.0	
17	915	46	405262	304	48	3371225.193733108	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	43	4271117.298445187	1.7976931348623157E308	0.0	34.836100ms	205	1	4.019674178875691E-5	34.836100ms	205	1	4.019674178875691E-5	81.657688ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
18	963	47	405567	305	48	3347412.4928663895	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	43	4271117.298445187	1.7976931348623157E308	0.0	36.931200ms	205	1	3.445617238473147E-5	36.931200ms	205	1	3.445617238473147E-5	80.767697ms	100	0	2.135840721814164E-6	0s	0	0	0.0	0s	0	0	0.0	
19	1010	47	405872	305	48	3266564.856725117	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	7	4261805.862671255	1.7976931348623157E308	0.0	34.555100ms	205	1	1.1781598883457273E-4	34.555100ms	205	1	1.1781598883457273E-4	93.041896ms	100	0	2.734155313121189E-4	0s	0	0	0.0	0s	0	0	0.0	
20	1063	52	406177	305	48	3250638.048600354	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	7	4261805.862671255	1.7976931348623157E308	0.0	41.825599ms	205	1	2.378392909913122E-5	41.825599ms	205	1	2.378392909913122E-5	82.020297ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
21	1109	46	406480	303	48	3227394.1686946293	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	7	4261805.862671255	1.7976931348623157E308	0.0	35.026101ms	205	1	3.4880776737584284E-5	35.026101ms	205	1	3.4880776737584284E-5	85.095504ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
22	1153	43	406785	305	48	3215145.212033461	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	7	4261805.862671255	1.7976931348623157E308	0.0	33.319901ms	205	1	1.8513700211408587E-5	33.319901ms	205	1	1.8513700211408587E-5	81.143297ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
23	1200	47	407090	305	48	3139704.6715207333	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	7	4261805.862671255	1.7976931348623157E308	0.0	33.822199ms	205	1	1.1445910289529454E-4	33.822199ms	205	1	1.1445910289529454E-4	107.968302ms	100	0	4.327437695341052E-5	0s	0	0	0.0	0s	0	0	0.0	
24	1251	51	407394	304	48	3128549.1818697816	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	16	4258729.917480908	1.7976931348623157E308	0.0	37.724400ms	205	1	1.7331892130227793E-5	37.724400ms	205	1	1.7331892130227793E-5	86.434305ms	100	0	2.4346643678246682E-4	0s	0	0	0.0	0s	0	0	0.0	
25	1296	45	407698	304	48	3104991.2754542422	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	16	4258729.917480908	1.7976931348623157E308	0.0	33.837100ms	205	1	3.673159985053741E-5	33.837100ms	205	1	3.673159985053741E-5	82.725406ms	100	0	4.435670518406765E-5	0s	0	0	0.0	0s	0	0	0.0	
26	1344	47	408003	305	48	3079084.628347501	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	16	4258729.917480908	1.7976931348623157E308	0.0	34.561801ms	205	1	4.070023942565791E-5	34.561801ms	205	1	4.070023942565791E-5	93.716404ms	100	0	7.574171304088107E-5	0s	0	0	0.0	0s	0	0	0.0	
27	1390	46	408307	304	48	3037909.8655255553	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	44	4256263.638744209	1.7976931348623157E308	0.0	33.007099ms	205	1	6.523123779103836E-5	33.007099ms	205	1	6.523123779103836E-5	99.723795ms	100	0	1.442919903483486E-4	0s	0	0	0.0	0s	0	0	0.0	
28	1437	47	408611	304	48	3024218.5838498552	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	44	4256263.638744209	1.7976931348623157E308	0.0	34.647500ms	205	1	2.1984437602762523E-5	34.647500ms	205	1	2.1984437602762523E-5	87.925605ms	100	0	3.740647229025451E-5	0s	0	0	0.0	0s	0	0	0.0	
29	1481	44	408916	305	48	3007592.045007834	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	44	4256263.638744209	1.7976931348623157E308	0.0	33.687800ms	205	1	2.681852031304089E-5	33.687800ms	205	1	2.681852031304089E-5	81.479203ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
30	1526	45	409220	304	48	2957434.163118776	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	44	4256263.638744209	1.7976931348623157E308	0.0	33.483999ms	205	1	8.135165638135411E-5	33.483999ms	205	1	8.135165638135411E-5	84.729598ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
31	1573	47	409525	305	48	2919647.948203664	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	44	4256263.638744209	1.7976931348623157E308	0.0	36.788499ms	205	1	6.232530951476334E-5	36.788499ms	205	1	6.232530951476334E-5	80.677197ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
32	1618	44	409830	305	48	2869997.679889738	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	44	4256263.638744209	1.7976931348623157E308	0.0	34.307300ms	205	1	8.295398455442252E-5	34.307300ms	205	1	8.295398455442252E-5	81.682010ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
33	1666	47	410134	304	48	2866714.4878880265	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	44	4256263.638744209	1.7976931348623157E308	0.0	34.791599ms	205	1	5.580342748106742E-6	34.791599ms	205	1	5.580342748106742E-6	90.715308ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
34	1713	47	410438	304	48	2844456.099184668	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	44	4256263.638744209	1.7976931348623157E308	0.0	35.380900ms	205	1	3.787524231268396E-5	35.380900ms	205	1	3.787524231268396E-5	87.855385ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
35	1760	46	410741	303	48	2835137.9898785455	9	4008609.137583541	36	4142456.993688683	28	4388964.524540376	44	4256263.638744209	1.7976931348623157E308	0.0	35.961500ms	205	1	1.5979923806949206E-5	35.961500ms	205	1	1.5979923806949206E-5	80.597406ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
36	1804	44	411046	305	48	2784221.708829445	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	13	4244937.791164842	1.7976931348623157E308	0.0	33.118900ms	205	1	8.760494323917532E-5	33.118900ms	205	1	8.760494323917532E-5	84.347694ms	100	0	0.001029064681644264	0s	0	0	0.0	0s	0	0	0.0	
37	1850	45	411351	305	48	2765530.778436894	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	49	4241237.043627321	1.7976931348623157E308	0.0	34.929700ms	205	1	3.2747129985527126E-5	34.929700ms	205	1	3.2747129985527126E-5	80.436695ms	100	0	2.6976750126229466E-4	0s	0	0	0.0	0s	0	0	0.0	
38	1896	46	411656	305	48	2734424.4578710147	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	49	4241237.043627321	1.7976931348623157E308	0.0	34.724700ms	205	1	5.486764070209129E-5	34.724700ms	205	1	5.486764070209129E-5	82.395396ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
39	1942	46	411960	304	48	2710109.5581867476	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	49	4241237.043627321	1.7976931348623157E308	0.0	35.636700ms	205	1	4.337631870249947E-5	35.636700ms	205	1	4.337631870249947E-5	81.011491ms	100	0	9.290435847715161E-5	0s	0	0	0.0	0s	0	0	0.0	
40	1987	44	412265	305	48	2682981.3537523546	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	49	4241237.043627321	1.7976931348623157E308	0.0	34.473900ms	205	1	4.8829282254756524E-5	34.473900ms	205	1	4.8829282254756524E-5	81.355397ms	100	0	2.490734299194175E-4	0s	0	0	0.0	0s	0	0	0.0	
41	2031	44	412569	304	48	2634569.811299255	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	49	4241237.043627321	1.7976931348623157E308	0.0	33.881900ms	205	1	8.801919748513951E-5	33.881900ms	205	1	8.801919748513951E-5	81.540201ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
42	2078	46	412874	305	48	2604971.6118800775	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	49	4241237.043627321	1.7976931348623157E308	0.0	34.231600ms	205	1	5.4802670235620525E-5	34.231600ms	205	1	5.4802670235620525E-5	90.549705ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
43	2125	46	413179	305	48	2601260.6481492985	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	49	4241237.043627321	1.7976931348623157E308	0.0	35.343800ms	205	1	6.949120680933536E-6	35.343800ms	205	1	6.949120680933536E-6	88.369002ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
44	2170	45	413484	305	48	2600600.472371465	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	49	4241237.043627321	1.7976931348623157E308	0.0	33.474ms	205	1	1.23800344662092E-6	33.474ms	205	1	1.23800344662092E-6	104.106602ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
45	2215	44	413789	305	48	2554781.284814025	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	49	4241237.043627321	1.7976931348623157E308	0.0	33.516500ms	205	1	8.594485556779803E-5	33.516500ms	205	1	8.594485556779803E-5	83.181605ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
46	2258	43	414094	305	48	2548032.038451763	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	34	4238754.585268081	1.7976931348623157E308	0.0	33.375ms	205	1	1.2886877316012548E-5	33.375ms	205	1	1.2886877316012548E-5	80.454496ms	100	0	2.3250489816212472E-4	0s	0	0	0.0	0s	0	0	0.0	
47	2303	44	414398	304	48	2477678.8298035893	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	34	4238754.585268081	1.7976931348623157E308	0.0	34.292900ms	205	1	1.3468684006742469E-4	34.292900ms	205	1	1.3468684006742469E-4	80.809798ms	100	0	3.737063746878355E-4	0s	0	0	0.0	0s	0	0	0.0	
48	2350	46	414703	305	48	2476986.5427952595	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	34	4238754.585268081	1.7976931348623157E308	0.0	34.479ms	205	1	1.3629731812330344E-6	34.479ms	205	1	1.3629731812330344E-6	102.728395ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
49	2397	46	415008	305	48	2453393.2035452086	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	34	4238754.585268081	1.7976931348623157E308	0.0	35.429600ms	205	1	4.6463498193441354E-5	35.429600ms	205	1	4.6463498193441354E-5	82.128703ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
50	2442	45	415312	304	48	2434603.528496603	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	34	4238754.585268081	1.7976931348623157E308	0.0	35.621300ms	205	1	3.735925872956943E-5	35.621300ms	205	1	3.735925872956943E-5	79.892598ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
51	2485	43	415617	305	48	2430755.6802655556	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	34	4238754.585268081	1.7976931348623157E308	0.0	32.743201ms	205	1	7.709670651201969E-6	32.743201ms	205	1	7.709670651201969E-6	81.851998ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
52	2532	46	415921	304	48	2426271.14236663	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	34	4238754.585268081	1.7976931348623157E308	0.0	33.502999ms	205	1	8.999585933916612E-6	33.502999ms	205	1	8.999585933916612E-6	103.888698ms	100	0	1.0963362595912907E-4	0s	0	0	0.0	0s	0	0	0.0	
53	2578	45	416225	304	48	2418409.665159001	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	34	4238754.585268081	1.7976931348623157E308	0.0	34.291699ms	205	1	1.5805599232450554E-5	34.291699ms	205	1	1.5805599232450554E-5	81.585699ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
54	2622	44	416530	305	48	2418213.907810749	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	31	4235400.100517836	1.7976931348623157E308	0.0	33.221900ms	205	1	3.9485200033292447E-7	33.221900ms	205	1	3.9485200033292447E-7	83.484299ms	100	0	3.0637907857850586E-4	0s	0	0	0.0	0s	0	0	0.0	
55	2669	46	416835	305	48	2413938.9140173965	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	31	4235400.100517836	1.7976931348623157E308	0.0	34.419399ms	205	1	8.623566423507841E-6	34.419399ms	205	1	8.623566423507841E-6	87.544595ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
56	2719	50	417139	304	48	2392632.243346189	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	31	4235400.100517836	1.7976931348623157E308	0.0	35.900600ms	205	1	4.305617606162421E-5	35.900600ms	205	1	4.305617606162421E-5	106.608200ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
57	2764	44	417444	305	48	2362847.849382688	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	31	4235400.100517836	1.7976931348623157E308	0.0	33.876399ms	205	1	6.0723802019834484E-5	33.876399ms	205	1	6.0723802019834484E-5	81.435606ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
58	2810	46	417749	305	48	2362847.849382688	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	31	4235400.100517836	1.7976931348623157E308	0.0	34.172800ms	205	0	0.0	34.172800ms	205	0	0.0	87.992391ms	100	0	2.0492097188968829E-4	0s	0	0	0.0	0s	0	0	0.0	
59	2892	81	418291	542	48	2344860.8301520445	9	4008609.137583541	32	4092138.013061346	28	4388964.524540376	31	4235400.100517836	1.7976931348623157E308	0.0	33.849699ms	205	1	3.192265552769521E-5	33.849699ms	205	1	3.192265552769521E-5	94.759099ms	100	0	0.0	34.782401ms	237	1	4.537236177944481E-6	34.782401ms	237	1	4.537236177944481E-6	
