"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	41	41	410396	410396	45	4165122.3874346646	14	4185453.4399501826	23	4190634.196485756	43	4410155.608494696	32	4346201.40965398	1.7976931348623157E308	0.0	30.232501ms	210	1	7.382585774687338E-5	30.232501ms	210	1	7.382585774687338E-5	88.557092ms	100	0	0.0066618675073514145	0s	0	0	0.0	0s	0	0	0.0	
3	80	38	410705	309	17	4084630.49244223	45	4110476.8631439633	27	4146467.5436133514	35	4405128.664468673	5	4329736.706191316	1.7976931348623157E308	0.0	28.653300ms	210	1	6.247518275133886E-5	28.653300ms	210	1	6.247518275133886E-5	81.405298ms	100	0	0.002079213429735495	0s	0	0	0.0	0s	0	0	0.0	
4	121	41	411014	309	17	4049008.9899019124	3	4105706.4085691613	45	4110476.8631439633	48	4404830.313279028	8	4309397.828561573	1.7976931348623157E308	0.0	29.545101ms	210	1	4.15279185930772E-5	29.545101ms	210	1	4.15279185930772E-5	102.923993ms	100	0	0.0019074987993854876	0s	0	0	0.0	0s	0	0	0.0	
5	162	40	411324	310	17	3982189.8977262517	8	4062945.0734840888	30	4095498.3782950905	48	4404830.313279028	33	4268546.93141195	1.7976931348623157E308	0.0	29.548799ms	210	1	7.858371122686503E-5	29.548799ms	210	1	7.858371122686503E-5	84.950201ms	100	0	0.0026383995314175936	0s	0	0	0.0	0s	0	0	0.0	
6	202	40	411634	310	17	3939087.242792542	7	4018936.9940647874	8	4062945.0734840888	38	4388348.454229473	46	4260039.693584852	1.7976931348623157E308	0.0	29.988200ms	210	1	5.1542177307205616E-5	29.988200ms	210	1	5.1542177307205616E-5	82.665896ms	100	0	0.0011837894296378405	0s	0	0	0.0	0s	0	0	0.0	
7	242	40	411944	310	17	3908134.8398173433	7	4018936.9940647874	8	4062945.0734840888	38	4388348.454229473	25	4248939.023010406	1.7976931348623157E308	0.0	29.966600ms	210	1	3.7417905731760925E-5	29.966600ms	210	1	3.7417905731760925E-5	82.406491ms	100	0	8.719095185816916E-4	0s	0	0	0.0	0s	0	0	0.0	
8	283	40	412254	310	17	3879776.47850262	7	4018936.9940647874	8	4062945.0734840888	38	4388348.454229473	49	4248360.612962204	1.7976931348623157E308	0.0	30.846800ms	210	1	3.455352011106863E-5	30.846800ms	210	1	3.455352011106863E-5	80.931305ms	100	0	1.7484372327808084E-4	0s	0	0	0.0	0s	0	0	0.0	
9	324	41	412563	309	17	3846578.4691914953	7	4018936.9940647874	8	4062945.0734840888	38	4388348.454229473	0	4240603.395733035	1.7976931348623157E308	0.0	31.586101ms	210	1	4.07460995498937E-5	31.586101ms	210	1	4.07460995498937E-5	81.439398ms	100	0	5.37439823813608E-4	0s	0	0	0.0	0s	0	0	0.0	
10	364	40	412873	310	17	3798936.8731004186	7	4018936.9940647874	8	4062945.0734840888	38	4388348.454229473	0	4240603.395733035	1.7976931348623157E308	0.0	29.733999ms	210	1	5.8978321931523245E-5	29.733999ms	210	1	5.8978321931523245E-5	82.325197ms	100	0	1.9801685574431072E-4	0s	0	0	0.0	0s	0	0	0.0	
11	405	41	413181	308	17	3780635.979699214	7	4018936.9940647874	8	4062945.0734840888	38	4388348.454229473	0	4240603.395733035	1.7976931348623157E308	0.0	29.840699ms	210	1	2.2939868269826007E-5	29.840699ms	210	1	2.2939868269826007E-5	89.419906ms	100	0	7.075295481484889E-5	0s	0	0	0.0	0s	0	0	0.0	
