"generation"	"timeTotal"	"timeOfIteration"	"fitnessCallCountSoFar"	"fitnessCallCountOfIteration"	"idOfBest"	"costOfBest"	"idOfSecond"	"costOfSecond"	"idOfThird"	"costOfThird"	"idOfWorst"	"costOfWorst"	"idOfMedian"	"costOfMedian"	"diversity"	"geneBalance"	"spentTimeOfMutation"	"spentBudgetOfMutation"	"improvementCountPerRunOfMutation"	"improvementPercentagePerBudgetOfMutation"	"spentTimeOfMutationOnBest"	"spentBudgetOfMutationOnBest"	"improvementCountPerRunOfMutationOnBest"	"improvementPercentagePerBudgetOfMutationOnBest"	"spentTimeOfGeneTransfer"	"spentBudgetOfGeneTransfer"	"improvementCountPerRunOfGeneTransfer"	"improvementPercentagePerBudgetOfGeneTransfer"	"spentTimeOfBoost"	"spentBudgetOfBoost"	"improvementCountPerRunOfBoost"	"improvementPercentagePerBudgetOfBoost"	"spentTimeOfBoostOnBest"	"spentBudgetOfBoostOnBest"	"improvementCountPerRunOfBoostOnBest"	"improvementPercentagePerBudgetOfBoostOnBest"	
2	43	43	410517	410517	49	4108227.378602103	13	4114421.0546443737	42	4323358.4018597985	47	4460443.894248735	21	4395740.80884658	1.7976931348623157E308	0.0	30.951100ms	210	1	2.3911455044332115E-5	30.951100ms	210	1	2.3911455044332115E-5	90.692600ms	100	0	0.004780074999095388	0s	0	0	0.0	0s	0	0	0.0	
3	94	50	410827	310	49	4103346.180432517	13	4114421.0546443737	20	4169503.339590719	18	4420977.97083083	34	4363723.205560849	1.7976931348623157E308	0.0	37.626800ms	210	1	5.657866195190888E-6	37.626800ms	210	1	5.657866195190888E-6	97.193900ms	100	0	0.004901492163502117	0s	0	0	0.0	0s	0	0	0.0	
4	141	47	411136	309	49	4065925.071089193	13	4114421.0546443737	20	4169503.339590719	46	4420759.517716961	32	4352836.41565548	1.7976931348623157E308	0.0	35.366200ms	210	1	4.3426937660655846E-5	35.366200ms	210	1	4.3426937660655846E-5	95.985600ms	100	0	0.0016592622583939843	0s	0	0	0.0	0s	0	0	0.0	
5	191	49	411446	310	49	4031941.3657897287	13	4114421.0546443737	45	4164687.137110447	12	4400881.481512585	9	4329358.098771811	1.7976931348623157E308	0.0	35.533800ms	210	1	3.980082398550881E-5	35.533800ms	210	1	3.980082398550881E-5	108.592700ms	100	0	0.0014606353026383157	0s	0	0	0.0	0s	0	0	0.0	
6	237	45	411755	309	49	4005062.697297319	13	4114421.0546443737	45	4164687.137110447	12	4400881.481512585	9	4329358.098771811	1.7976931348623157E308	0.0	33.876100ms	210	1	3.1744920839789294E-5	33.876100ms	210	1	3.1744920839789294E-5	95.936ms	100	0	3.696295970351027E-4	0s	0	0	0.0	0s	0	0	0.0	
7	285	47	412065	310	49	3980102.4583020164	13	4114421.0546443737	45	4164687.137110447	12	4400881.481512585	25	4328858.403342833	1.7976931348623157E308	0.0	34.292100ms	210	1	2.9677008804436456E-5	34.292100ms	210	1	2.9677008804436456E-5	97.818400ms	100	0	4.5784428987994617E-4	0s	0	0	0.0	0s	0	0	0.0	
8	334	49	412375	310	49	3957788.7630203944	13	4114421.0546443737	45	4164687.137110447	12	4400881.481512585	46	4321509.873314702	1.7976931348623157E308	0.0	36.471300ms	210	1	2.6696722742805413E-5	36.471300ms	210	1	2.6696722742805413E-5	96.018800ms	100	0	1.6131517702079102E-4	0s	0	0	0.0	0s	0	0	0.0	
9	383	48	412685	310	49	3949990.277495868	13	4114421.0546443737	45	4164687.137110447	12	4400881.481512585	46	4321509.873314702	1.7976931348623157E308	0.0	35.553400ms	210	1	9.382927583670827E-6	35.553400ms	210	1	9.382927583670827E-6	95.877ms	100	0	1.2367631922055922E-4	0s	0	0	0.0	0s	0	0	0.0	
10	426	43	412995	310	49	3940671.6577385315	13	4114421.0546443737	45	4164687.137110447	12	4400881.481512585	46	4321509.873314702	1.7976931348623157E308	0.0	33.199100ms	210	1	1.1234047853143848E-5	33.199100ms	210	1	1.1234047853143848E-5	81.794500ms	100	0	0.0	0s	0	0	0.0	0s	0	0	0.0	
11	471	44	413305	310	49	3933302.7351753316	13	4114421.0546443737	45	4164687.137110447	19	4388349.505060489	46	4321509.873314702	1.7976931348623157E308	0.0	30.296500ms	210	1	8.904600659864759E-6	30.296500ms	210	1	8.904600659864759E-6	115.797200ms	100	0	1.0585570901556762E-4	0s	0	0	0.0	0s	0	0	0.0	
